,SYMBOL,NAME OF COMPANY,cm01NOV2023bhav.csv
1384,RELCAPITAL,Reliance Capital Limited,
1385,RELCHEMQ,Reliance Chemotex Industries Limited,8.425674263014846
1386,RELIANCE,Reliance Industries Limited,0.4152279382840159
1387,RELIGARE,Religare Enterprises Limited,1.1544325854933466
1388,RELINFRA,Reliance Infrastructure Limited,
1389,REMSONSIND,Remsons Industries Limited,
1390,RENUKA,Shree Renuka Sugars Limited,0.10266940451744795
1391,REPCOHOME,Repco Home Finance Limited,-3.741042147455357
1392,REPL,Rudrabhishek Enterprises Limited,-1.3619575253924232
1393,REPRO,Repro India Limited,0.8935536486774085
1394,RESPONIND,Responsive Industries Limited,-0.5583027596107832
1395,REVATHI,Revathi Equipment Limited,
1396,RGL,Renaissance Global Limited,2.3673827268741805
1397,RHFL,Reliance Home Finance Limited,
1398,RHIM,RHI MAGNESITA INDIA LIMITED,-1.035589264877483
1399,RHL,Robust Hotels Limited,2.7624309392265194
1400,RICOAUTO,Rico Auto Industries Limited,-2.459954233409617
1401,RIIL,Reliance Industrial Infrastructure Limited,-1.4520861305882962
1402,RITCO,Ritco Logistics Limited,
1403,RITES,RITES Limited,-1.9709888162994207
1404,RKDL,Ravi Kumar Distilleries Limited,
1405,RKEC,RKEC Projects Limited,-0.6863417982155113
1406,RKFORGE,Ramkrishna Forgings Limited,0.4842615012106573
1407,RMCL,Radha Madhav Corporation Limited,
1408,RML,Rane (Madras) Limited,-1.1263073209975893
1409,RNAVAL,Reliance Naval and Engineering Limited,
1410,ROHLTD,Royal Orchid Hotels Limited,1.6440677966101773
1411,ROLEXRINGS,Rolex Rings Limited,-1.6671561208123475
1412,ROLLT,Rollatainers Limited,
1413,ROLTA,Rolta India Limited,
1414,ROML,Raj Oil Mills Limited,1.0834236186348862
1415,ROSSARI,Rossari Biotech Limited,-0.8861530135966929
1416,ROSSELLIND,Rossell India Limited,-0.8450704225352064
1417,ROTO,Roto Pumps Limited,0.6628787878787847
1418,ROUTE,ROUTE MOBILE LIMITED,0.25431367499356455
1419,RPGLIFE,RPG Life Sciences Limited,1.5527288231949905
1420,RPOWER,Reliance Power Limited,1.754385964912264
1421,RPPINFRA,R.P.P. Infra Projects Limited,
1422,RPPL,Rajshree Polypack Limited,-0.7828689845728838
1423,RPSGVENT,RPSG VENTURES LIMITED,-1.4992641648270746
1424,RSSOFTWARE,R. S. Software (India) Limited,
1425,RSWM,RSWM Limited,-0.25252525252524616
1426,RSYSTEMS,R Systems International Limited,-0.050185687042055616
1427,RTNINDIA,RattanIndia Enterprises Limited,5.899419729206958
1428,RTNPOWER,RattanIndia Power Limited,-0.6993006993007091
1429,RUBYMILLS,The Ruby Mills Limited,1.5898994622398905
1430,RUCHINFRA,Ruchi Infrastructure Limited,
1431,RUCHIRA,Ruchira Papers Limited,-0.5549389567147613
1432,RUPA,Rupa & Company Limited,-1.4805922368947648
1433,RUSHIL,Rushil Decor Limited,-1.3885107541519255
1434,RUSTOMJEE,Keystone Realtors Limited,-1.3673488115995311
1435,RVHL,Ravinder Heights Limited,
1436,RVNL,Rail Vikas Nigam Limited,-0.7460265974700004
1437,S&SPOWER,S&S Power Switchgears Limited,
1438,SABEVENTS,Sab Events & Governance Now Media Limited,
1439,SABTN,Sri Adhikari Brothers Television Network Limited,
1440,SADBHAV,Sadbhav Engineering Limited,
1441,SADBHIN,Sadbhav Infrastructure Project Limited,
1442,SADHNANIQ,Sadhana Nitrochem Limited,0.991571641051066
1443,SAFARI,Safari Industries (India) Limited,2.3620618756198355
1444,SAGARDEEP,Sagardeep Alloys Limited,-2.158273381294969
1445,SAGCEM,Sagar Cements Limited,-0.246862785435105
1446,SAH,Sah Polymers Limited,1.889763779527556
1447,SAHYADRI,Sahyadri Industries Limited,1.5661901802361742
1448,SAIL,Steel Authority of India Limited,-1.1329755515801894
1449,SAKAR,Sakar Healthcare Limited,0.5675877520537647
1450,SAKHTISUG,Sakthi Sugars Limited,-0.8403361344537815
1451,SAKSOFT,Saksoft Limited,-1.9404572036151015
1452,SAKUMA,Sakuma Exports Limited,
1453,SALASAR,Salasar Techno Engineering Limited,1.2195121951219448
1454,SALONA,Salona Cotspin Limited,-0.5094869992972753
1455,SALSTEEL,S.A.L. Steel Limited,
1456,SALZERELEC,Salzer Electronics Limited,-1.178387865112209
1457,SAMBHAAV,Sambhaav Media Limited,
1458,SANCO,Sanco Industries Limited,
1459,SANDESH,The Sandesh Limited,-1.230024213075065
1460,SANDHAR,Sandhar Technologies Limited,-1.6765150474096528
1461,SANGAMIND,Sangam (India) Limited,-2.691746392086918
1462,SANGHIIND,Sanghi Industries Limited,
1463,SANGHVIMOV,Sanghvi Movers Limited,0.4719239450106074
1464,SANGINITA,Sanginita Chemicals Limited,-2.178217821782181
1465,SANOFI,Sanofi India Limited,0.43914182164492765
1466,SANSERA,Sansera Engineering Limited,-1.4533356680090974
1467,SANWARIA,Sanwaria Consumer Limited,
1468,SAPPHIRE,Sapphire Foods India Limited,2.6245706125284647
1469,SARDAEN,Sarda Energy & Minerals Limited,-0.7631708517971358
1470,SAREGAMA,Saregama India Limited,-0.2638522427440528
1471,SARLAPOLY,Sarla Performance Fibers Limited,-0.7518796992481082
1472,SARVESHWAR,Sarveshwar Foods Limited,
1473,SASKEN,Sasken Technologies Limited,-0.9289000781317861
1474,SASTASUNDR,Sastasundar Ventures Limited,5.157639450282939
1475,SATIA,Satia Industries Limited,-1.942902458366367
1476,SATIN,Satin Creditcare Network Limited,2.268470343392295
1477,SATINDLTD,Sat Industries Limited,1.1859838274932553
1478,SBC,SBC Exports Limited,-1.2567324955116748
1479,SBCL,Shivalik Bimetal Controls Limited,0.2701138336870714
1480,SBGLP,Suratwwala Business Group Limited,0.6485407832377208
1481,SBICARD,SBI Cards and Payment Services Limited,-0.1809287676740632
1482,SBILIFE,SBI Life Insurance Company Limited,-2.3248163175786787
1483,SBIN,State Bank of India,0.15029617186809704
1484,SCAPDVR,Stampede Capital Limited,
1485,SCHAEFFLER,Schaeffler India Limited,-2.775608717257055
1486,SCHAND,S Chand And Company Limited,-1.3679619349722398
1487,SCHNEIDER,Schneider Electric Infrastructure Limited,0.04681647940075971
1488,SCI,Shipping Corporation Of India Limited,-1.2208258527827567
1489,SCPL,Sheetal Cool Products Limited,-0.2628434886499457
1490,SDBL,Som Distilleries & Breweries Limited,-0.6377551020408162
1491,SEAMECLTD,Seamec Limited,-2.066115702479339
1492,SECURCRED,SecUR Credentials Limited,0.27777777777778173
1493,SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,-1.085481682496604
1494,SEJALLTD,Sejal Glass Limited,
1495,SELAN,Selan Exploration Technology Limited,1.4662756598240467
1496,SELMC,SEL Manufacturing Company Limited,
1497,SEPC,SEPC Limited,9.890109890109894
1498,SEPOWER,S.E. Power Limited,
1499,SEQUENT,Sequent Scientific Limited,-0.7088607594936738
1500,SERVOTECH,Servotech Power Systems Limited,
1501,SESHAPAPER,Seshasayee Paper and Boards Limited,-2.982279210488409
1502,SETCO,Setco Automotive Limited,
1503,SETUINFRA,Setubandhan Infrastructure Limited,
1504,SEYAIND,Seya Industries Limited,
1505,SFL,Sheela Foam Limited,0.5325306783977772
1506,SGIL,Synergy Green Industries Limited,
1507,SGL,STL Global Limited,
1508,SHAHALLOYS,Shah Alloys Limited,
1509,SHAILY,Shaily Engineering Plastics Limited,-1.7877626388383763
1510,SHAKTIPUMP,Shakti Pumps (India) Limited,3.167093129918404
1511,SHALBY,Shalby Limited,-2.3084994753410166
1512,SHALPAINTS,Shalimar Paints Limited,-2.1432447097124343
1513,SHANKARA,Shankara Building Products Limited,0.5097823091760879
1514,SHANTI,Shanti Overseas (India) Limited,9.523809523809518
1515,SHANTIGEAR,Shanthi Gears Limited,-0.8802816901408451
1516,SHARDACROP,Sharda Cropchem Limited,-2.758960463111218
1517,SHARDAMOTR,Sharda Motor Industries Limited,-0.2720946052011835
1518,SHAREINDIA,Share India Securities Limited,3.273660699403283
1519,SHEMAROO,Shemaroo Entertainment Limited,7.36660929432013
1520,SHILPAMED,Shilpa Medicare Limited,-0.3671797768676772
1521,SHIVALIK,Shivalik Rasayan Limited,-1.081883750530332
1522,SHIVAMAUTO,Shivam Autotech Limited,
1523,SHIVAMILLS,Shiva Mills Limited,0.39447731755423693
1524,SHIVATEX,Shiva Texyarn Limited,0.5507474429583028
1525,SHK,S H Kelkar and Company Limited,0.03466204506066646
1526,SHOPERSTOP,Shoppers Stop Limited,-1.9762537103577529
1527,SHRADHA,Shradha Infraprojects Limited,0.5268703898840885
1528,SHREDIGCEM,Shree Digvijay Cement Co.Ltd,-0.6988934187536335
1529,SHREECEM,SHREE CEMENT LIMITED,-0.9136602735133934
1530,SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,-0.36439354502862503
1531,SHREERAMA,Shree Rama Multi-Tech Limited,
1532,SHRENIK,Shrenik Limited,0.0
1533,SHREYANIND,Shreyans Industries Limited,
1534,SHREYAS,Shreyas Shipping & Logistics Limited,-0.41329145313274923
1535,SHRIPISTON,Shriram Pistons & Rings Limited,
1536,SHRIRAMFIN,Shriram Finance Limited,1.1915844349283236
1537,SHRIRAMPPS,Shriram Properties Limited,-0.33204205866076053
1538,SHYAMCENT,Shyam Century Ferrous Limited,-1.5306122448979627
1539,SHYAMMETL,Shyam Metalics and Energy Limited,-1.8035390199636996
1540,SHYAMTEL,Shyam Telecom Limited,-3.9999999999999973
1541,SIEMENS,Siemens Limited,-0.159113766342927
1542,SIGACHI,Sigachi Industries Limited,2.739726027397264
1543,SIGIND,Signet Industries Limited,
1544,SIKKO,Sikko Industries Limited,0.32546786004881323
1545,SIL,Standard Industries Limited,
1546,SILGO,Silgo Retail Limited,2.4000000000000057
1547,SILINV,SIL Investments Limited,1.062281722933637
1548,SILLYMONKS,Silly Monks Entertainment Limited,2.866242038216556
1549,SILVERTUC,Silver Touch Technologies Limited,1.0484091530677362
1550,SIMBHALS,Simbhaoli Sugars Limited,1.5126050420168042
1551,SIMPLEXINF,Simplex Infrastructures Limited,
1552,SINTERCOM,Sintercom India Limited,0.3474903474903387
1553,SIRCA,Sirca Paints India Limited,-0.8929798049182581
1554,SIS,SIS LIMITED,4.160097028502117
1555,SITINET,Siti Networks Limited,
1556,SIYSIL,Siyaram Silk Mills Limited,-2.9711375212224107
1557,SJS,S.J.S. Enterprises Limited,-1.5295943249833774
1558,SJVN,SJVN Limited,0.0
1559,SKFINDIA,SKF India Limited,-1.4458959973118553
1560,SKIL,SKIL Infrastructure Limited,
1561,SKIPPER,Skipper Limited,3.385359419652679
1562,SKMEGGPROD,SKM Egg Products Export (India) Limited,-3.124999999999998
1563,SKYGOLD,Sky Gold Limited,4.998011401299224
1564,SMARTLINK,Smartlink Holdings Limited,1.2334801762114505
1565,SMCGLOBAL,SMC Global Securities Limited,3.855005753739924
1566,SMLISUZU,SML Isuzu Limited,-0.9517950202663481
1567,SMLT,Sarthak Metals Limited,-0.37352147748494596
1568,SMSLIFE,SMS Lifesciences India Limited,-0.6338028169014038
1569,SMSPHARMA,SMS Pharmaceuticals Limited,-0.3432003432003359
1570,SNOWMAN,Snowman Logistics Limited,-0.30737704918032493
1571,SOBHA,Sobha Limited,1.4168478642070592
1572,SOFTTECH,Softtech Engineers Limited,
1573,SOLARA,Solara Active Pharma Sciences Limited,-2.4881322638729633
1574,SOLARINDS,Solar Industries India Limited,0.37905644941369626
1575,SOMANYCERA,Somany Ceramics Limited,-0.7744360902255605
1576,SOMATEX,Soma Textiles & Industries Limited,
1577,SOMICONVEY,Somi Conveyor Beltings Limited,0.0
1578,SONACOMS,Sona BLW Precision Forgings Limited,0.19390581717450683
1579,SONAMCLOCK,Sonam Clock Limited,
1580,SONATSOFTW,Sonata Software Limited,-0.8191392536731283
1581,SOTL,Savita Oil Technologies Limited,-8.908441022821002
1582,SOUTHBANK,The South Indian Bank Limited,-0.41237113402062436
1583,SOUTHWEST,South West Pinnacle Exploration Limited,1.1754587155963205
1584,SPAL,S. P. Apparels Limited,-1.6200035217467743
1585,SPANDANA,Spandana Sphoorty Financial Limited,-0.1794426064038606
1586,SPARC,Sun Pharma Advanced Research Company Limited,0.45951859956236824
1587,SPCENET,Spacenet Enterprises India Limited,0.41493775933609073
1588,SPECIALITY,Speciality Restaurants Limited,0.08389261744965171
1589,SPENCERS,Spencer's Retail Limited,-3.0370370370370328
1590,SPENTEX,Spentex Industries Limited,
1591,SPIC,Southern Petrochemicals Industries Corporation  Limited,-0.9325681492109119
1592,SPLIL,SPL Industries Limited,-1.3157894736842017
1593,SPLPETRO,Supreme Petrochem Limited,-1.474694589877844
1594,SPMLINFRA,SPML Infra Limited,
1595,SPORTKING,Sportking India Limited,-1.1137425590475494
1596,SPTL,Sintex Plastics Technology Limited,
1597,SPYL,Shekhawati Poly-Yarn Limited,
1598,SREEL,Sreeleathers Limited,-1.9151846785225741
1599,SREINFRA,SREI Infrastructure Finance Limited,
1600,SRF,SRF Limited,-0.5420671434428138
1601,SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,-1.206973625391149
1602,SRPL,Shree Ram Proteins Limited,
1603,SSWL,Steel Strips Wheels Limited,0.5948954135482677
1604,STAMPEDE,Stampede Capital Limited,
1605,STAR,Strides Pharma Science Limited,0.8912655971479502
1606,STARCEMENT,Star Cement Limited,-2.19885277246655
1607,STARHEALTH,Star Health and Allied Insurance Company Limited,-5.508620689655181
1608,STARPAPER,Star Paper Mills Limited,-1.417587698222003
1609,STARTECK,Starteck Finance Limited,4.605641911341393
1610,STCINDIA,The State Trading Corporation of India Limited,-4.7933884297520635
1611,STEELCAS,Steelcast Limited,-3.519281168101834
1612,STEELCITY,Steel City Securities Limited,-0.9316770186335536
1613,STEELXIND,STEEL EXCHANGE INDIA LIMITED,-2.234636871508372
1614,STEL,Stel Holdings Limited,
1615,STERTOOLS,Sterling Tools Limited,-3.5567313345091023
1616,STLTECH,Sterlite Technologies Limited,-2.1505376344086025
1617,STOVEKRAFT,Stove Kraft Limited,-1.1306042884990275
1618,STYLAMIND,Stylam Industries Limited,1.487400490812229
1619,STYRENIX,Styrenix Performance Materials Limited,3.1272674502974827
1620,SUBEXLTD,Subex Limited,2.345058626465659
1621,SUBROS,Subros Limited,-1.1721907841552204
1622,SUDARSCHEM,Sudarshan Chemical Industries Limited,-0.38971982304612723
1623,SUKHJITS,Sukhjit Starch & Chemicals Limited,-2.264061010486177
1624,SULA,Sula Vineyards Limited,0.010698619878026002
1625,SUMEETINDS,Sumeet Industries Limited,
1626,SUMICHEM,Sumitomo Chemical India Limited,0.14735432016075323
1627,SUMIT,Sumit Woods Limited,1.219512195121956
1628,SUMMITSEC,Summit Securities Limited,0.4442669595168018
1629,SUNCLAYLTD,Sundaram Clayton Limited,
1630,SUNDARAM,Sundaram Multi Pap Limited,
1631,SUNDARMFIN,Sundaram Finance Limited,0.30415734232672775
1632,SUNDARMHLD,Sundaram Finance Holdings Limited,3.507373455559977
1633,SUNDRMBRAK,Sundaram Brake Linings Limited,
1634,SUNDRMFAST,Sundram Fasteners Limited,1.8053562888570136
1635,SUNFLAG,Sunflag Iron And Steel Company Limited,-2.071782900496051
1636,SUNPHARMA,Sun Pharmaceutical Industries Limited,2.5353665258129836
1637,SUNTECK,Sunteck Realty Limited,1.0609770315961184
1638,SUNTV,Sun TV Network Limited,1.3092515182585305
1639,SUPERHOUSE,Superhouse Limited,0.1130965844831486
1640,SUPERSPIN,Super Spinning Mills Limited,
1641,SUPRAJIT,Suprajit Engineering Limited,2.762506871907645
1642,SUPREMEENG,Supreme Engineering Limited,
1643,SUPREMEIND,Supreme Industries Limited,3.39088756713057
1644,SUPREMEINF,Supreme Infrastructure India Limited,
1645,SUPRIYA,Supriya Lifescience Limited,-1.1399999999999977
1646,SURANASOL,Surana Solar Limited,-1.0351966873706004
1647,SURANAT&P,Surana Telecom and Power Limited,-0.46948356807512404
1648,SURYALAXMI,Suryalakshmi Cotton Mills Limited,0.7444168734491244
1649,SURYAROSNI,Surya Roshni Limited,-1.2056553040159674
1650,SURYODAY,Suryoday Small Finance Bank Limited,-1.6693418940609914
1651,SUTLEJTEX,Sutlej Textiles and Industries Limited,2.6540284360189546
1652,SUULD,Suumaya Industries Limited,
1653,SUVEN,Suven Life Sciences Limited,-4.041641151255372
1654,SUVENPHAR,Suven Pharmaceuticals Limited,-0.9590461378952941
1655,SUVIDHAA,Suvidhaa Infoserve Limited,
1656,SUZLON,Suzlon Energy Limited,
1657,SVLL,Shree Vasu Logistics Limited,
1658,SVPGLOB,SVP GLOBAL TEXTILES LIMITED,
1659,SWANENERGY,Swan Energy Limited,0.7780082987551866
1660,SWARAJENG,Swaraj Engines Limited,1.1376055638350766
1661,SWELECTES,Swelect Energy Systems Limited,0.2464268112370626
1662,SWSOLAR,Sterling and Wilson Renewable Energy Limited,
1663,SYMPHONY,Symphony Limited,-1.2388121628830457
1664,SYNCOMF,Syncom Formulations (India) Limited,0.0
1665,SYNGENE,Syngene International Limited,-0.03674849331177422
1666,SYRMA,Syrma SGS Technology Limited,-3.347618662569749
1667,TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,-1.6666666666666712
1668,TAJGVK,Taj GVK Hotels & Resorts Limited,0.7678806494076349
1669,TAKE,Take Solutions Limited,
1670,TALBROAUTO,Talbros Automotive Components Limited,-3.909510213046345
1671,TANLA,Tanla Platforms Limited,-1.0288713910761107
1672,TANTIACONS,Tantia Constructions Limited,
1673,TARAPUR,Tarapur Transformers Limited,
1674,TARC,TARC Limited,-1.3712047012732531
1675,TARMAT,Tarmat Limited,1.109165207238749
1676,TARSONS,Tarsons Products Limited,-0.3197271661515507
1677,TASTYBITE,Tasty Bite Eatables Limited,1.8377820465036314
1678,TATACHEM,Tata Chemicals Limited,-0.9226438698915786
1679,TATACOFFEE,Tata Coffee Limited,0.03802281368822157
1680,TATACOMM,Tata Communications Limited,0.5050353224109478
1681,TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,0.2942809550249836
1682,TATAELXSI,Tata Elxsi Limited,-1.8596233541415332
1683,TATAINVEST,Tata Investment Corporation Limited,0.7759800370280902
1684,TATAMETALI,Tata Metaliks Limited,-1.4907108688396904
1685,TATAMOTORS,Tata Motors Limited,-0.15111747395210878
1686,TATAMTRDVR,Tata Motors Limited,0.8212330397524371
1687,TATAPOWER,Tata Power Company Limited,-1.0236055984959218
1688,TATASTEEL,Tata Steel Limited,-1.8105263157894784
1689,TATASTLLP,Tata Steel Long Products Limited,-1.8619233476230173
1690,TATVA,Tatva Chintan Pharma Chem Limited,-1.9511700256999802
1691,TBZ,Tribhovandas Bhimji Zaveri Limited,-1.169102296450944
1692,TCI,Transport Corporation of India Limited,-2.7906692721055095
1693,TCIEXP,TCI Express Limited,0.1361110060871832
1694,TCIFINANCE,TCI Finance Limited,
1695,TCNSBRANDS,TCNS Clothing Co. Limited,-1.0852713178294637
1696,TCPLPACK,TCPL Packaging Limited,-0.05530707449622906
1697,TCS,Tata Consultancy Services Limited,-1.130983302411871
1698,TDPOWERSYS,TD Power Systems Limited,0.22708505367465376
1699,TEAMLEASE,Teamlease Services Limited,-0.8737533032137073
1700,TECHIN,Techindia Nirman Limited,
1701,TECHM,Tech Mahindra Limited,-0.7104090367559618
1702,TECHNOE,Techno Electric & Engineering Company Limited,-1.8832204065364664
1703,TECILCHEM,TECIL Chemicals and Hydro Power Limited,
1704,TEGA,Tega Industries Limited,3.037280701754391
1705,TEJASNET,Tejas Networks Limited,-1.1609591039029148
1706,TEMBO,Tembo Global Industries Limited,-1.0876519513755525
1707,TERASOFT,Tera Software Limited,-0.4592422502870166
1708,TEXINFRA,Texmaco Infrastructure & Holdings Limited,5.6426332288401255
1709,TEXMOPIPES,Texmo Pipes and Products Limited,
1710,TEXRAIL,Texmaco Rail & Engineering Limited,-0.245800901269969
1711,TFCILTD,Tourism Finance Corporation of India Limited,2.5316455696202476
1712,TFL,Transwarranty Finance Limited,1.092896174863384
1713,TGBHOTELS,TGB Banquets And Hotels Limited,4.672897196261683
1714,THANGAMAYL,Thangamayil Jewellery Limited,-9.999650484079547
1715,THEINVEST,The Investment Trust Of India Limited,-1.094890510948912
1716,THEMISMED,Themis Medicare Limited,-2.7724049000644637
1717,THERMAX,Thermax Limited,1.9211074619486561
1718,THOMASCOOK,Thomas Cook  (India)  Limited,
1719,THOMASCOTT,Thomas Scott (India) Limited,
1720,THYROCARE,Thyrocare Technologies Limited,-0.4824321864190747
1721,TI,Tilaknagar Industries Limited,2.3872045834328004
1722,TIDEWATER,Tide Water Oil Company (India) Limited,1.4716006884681505
1723,TIIL,Technocraft Industries (India) Limited,0.8214834742505721
1724,TIINDIA,Tube Investments of India Limited,-1.426893530569482
1725,TIJARIA,Tijaria Polypipes Limited,-4.0650406504065035
1726,TIL,TIL Limited,
1727,TIMESGTY,Times Guaranty Limited,6.126760563380273
1728,TIMETECHNO,Time Technoplast Limited,0.1250390747108578
1729,TIMKEN,Timken India Limited,-0.5205460562603544
1730,TINPLATE,The Tinplate Company of India Limited,-1.3441575725312782
1731,TIPSFILMS,Tips Films Limited,
1732,TIPSINDLTD,TIPS Industries Limited,-2.07158962795942
1733,TIRUMALCHM,Thirumalai Chemicals Limited,0.5269761606022642
1734,TIRUPATIFL,Tirupati Forge Limited,
1735,TITAN,Titan Company Limited,-0.509460285611274
1736,TMB,Tamilnad Mercantile Bank Limited,-0.009247272054756466
1737,TNPETRO,Tamilnadu PetroProducts Limited,-2.899343544857774
1738,TNPL,Tamil Nadu Newsprint & Papers Limited,-1.8735362997658038
1739,TNTELE,Tamilnadu Telecommunication Limited,
1740,TOKYOPLAST,Tokyo Plast International Limited,-0.6235011990407728
1741,TORNTPHARM,Torrent Pharmaceuticals Limited,-0.21826685721709993
1742,TORNTPOWER,Torrent Power Limited,-1.107442564314205
1743,TOTAL,Total Transport Systems Limited,6.376811594202889
1744,TOUCHWOOD,Touchwood Entertainment Limited,3.9056742815033103
1745,TPLPLASTEH,TPL Plastech Limited,0.10449320794147784
1746,TRACXN,Tracxn Technologies Limited,-0.5003573981415419
1747,TREEHOUSE,Tree House Education & Accessories Limited,-3.9024390243902474
1748,TREJHARA,TREJHARA SOLUTIONS LIMITED,
1749,TRENT,Trent Limited,1.9933169350721807
1750,TRF,TRF Limited,-1.2204881952781157
1751,TRIDENT,Trident Limited,-1.146131805157589
1752,TRIGYN,Trigyn Technologies Limited,-1.6386373436826265
1753,TRIL,Transformers And Rectifiers (India) Limited,-4.646345072506656
1754,TRITURBINE,Triveni Turbine Limited,-0.09743875278395488
1755,TRIVENI,Triveni Engineering & Industries Limited,-0.8557800224466764
1756,TTKHLTCARE,TTK Healthcare Limited,1.0017581878398825
1757,TTKPRESTIG,TTK Prestige Limited,-1.4924441114025284
1758,TTL,T T Limited,-3.271767810026379
1759,TTML,Tata Teleservices (Maharashtra) Limited,1.1040092969203985
1760,TV18BRDCST,TV18 Broadcast Limited,-0.24125452352231946
1761,TVSELECT,TVS Electronics Limited,-0.3763752171395352
1762,TVSMOTOR,TVS Motor Company Limited,-1.8827005280362112
1763,TVSSRICHAK,TVS Srichakra Limited,2.5382960693566234
1764,TVTODAY,TV Today Network Limited,-3.4956886506641807
1765,TVVISION,TV Vision Limited,
1766,TWL,Titagarh Wagons Limited,
1767,UBL,United Breweries Limited,-0.5355539733151776
1768,UCALFUEL,Ucal Fuel Systems Limited,
1769,UCOBANK,UCO Bank,0.9433962264150981
1770,UDAICEMENT,Udaipur Cement Works Limited,
1771,UFLEX,UFLEX Limited,-0.9510390982740428
1772,UFO,UFO Moviez India Limited,
1773,UGARSUGAR,The Ugar Sugar Works Limited,-0.7360672975814813
1774,UGROCAP,Ugro Capital Limited,-1.1617825559216308
1775,UJAAS,Ujaas Energy Limited,-2.3255813953488293
1776,UJJIVAN,Ujjivan Financial Services Limited,-1.662929745889404
1777,UJJIVANSFB,Ujjivan Small Finance Bank Limited,0.19193857965451327
1778,ULTRACEMCO,UltraTech Cement Limited,-0.48443111995012345
1779,UMAEXPORTS,Uma Exports Limited,-0.7291666666666696
1780,UMANGDAIRY,Umang Dairies Limited,0.9971509971510011
1781,UMESLTD,Usha Martin Education & Solutions Limited,
1782,UNICHEMLAB,Unichem Laboratories Limited,-4.237482774460264
1783,UNIDT,United Drilling Tools Limited,-1.7535431179437935
1784,UNIENTER,Uniphos Enterprises Limited,-1.7329910141206784
1785,UNIINFO,Uniinfo Telecom Services Limited,
1786,UNIONBANK,Union Bank of India,1.6240157480315018
1787,UNIPARTS,Uniparts India Limited,2.05898219744649
1788,UNITECH,Unitech Limited,
1789,UNITEDPOLY,United Polyfab Gujarat Limited,-2.184959349593502
1790,UNITEDTEA,The United Nilgiri Tea Estates Company Limited,-0.9596928982725527
1791,UNIVAFOODS,Univa Foods Limited,
1792,UNIVASTU,Univastu India Limited,-2.4827024827024804
1793,UNIVCABLES,Universal Cables Limited,1.5606710885680841
1794,UNIVPHOTO,Universus Photo Imagings Limited,-0.39496420636880336
1795,UNOMINDA,UNO Minda Limited,-0.4032950060065253
1796,UPL,UPL Limited,-1.5633672525439493
1797,URJA,Urja Global Limited,0.0
1798,USHAMART,Usha Martin Limited,-1.6297043010752763
1799,USK,Udayshivakumar Infra Limited,-0.5376344086021582
1800,UTIAMC,UTI Asset Management Company Limited,-0.1595108334440957
1801,UTTAMSUGAR,Uttam Sugar Mills Limited,0.18488308863513273
1802,V2RETAIL,V2 Retail Limited,
1803,VADILALIND,Vadilal Industries Limited,-2.0163071856046844
1804,VAIBHAVGBL,Vaibhav Global Limited,-1.6602962255136275
1805,VAISHALI,Vaishali Pharma Limited,-1.7057569296375106
1806,VAKRANGEE,Vakrangee Limited,-0.566572237960328
1807,VALIANTORG,Valiant Organics Limited,-1.1473361354083733
1808,VARDHACRLC,Vardhman Acrylics Limited,-0.27624309392264934
1809,VARDMNPOLY,Vardhman Polytex Limited,
1810,VARROC,Varroc Engineering Limited,-0.47841687506796676
1811,VASCONEQ,Vascon Engineers Limited,0.8425145819831386
1812,VASWANI,Vaswani Industries Limited,
1813,VBL,Varun Beverages Limited,1.0398327464788784
1814,VCL,Vaxtex Cotfab Limited,0.0
1815,VEDL,Vedanta Limited,3.3010156971375832
1816,VENKEYS,Venky's (India) Limited,0.1301750982694346
1817,VENUSPIPES,Venus Pipes & Tubes Limited,-1.6525347284863858
1818,VENUSREM,Venus Remedies Limited,-1.915285451197049
1819,VERANDA,Veranda Learning Solutions Limited,0.0
1820,VERTOZ,Vertoz Advertising Limited,-1.5389447236180833
1821,VESUVIUS,Vesuvius India Limited,-0.7508455784317852
1822,VETO,Veto Switchgears And Cables Limited,0.9259259259259235
1823,VGUARD,V-Guard Industries Limited,-0.5340453938584855
1824,VHL,Vardhman Holdings Limited,-0.6712002119579616
1825,VICEROY,Viceroy Hotels Limited,
1826,VIDHIING,Vidhi Specialty Food Ingredients Limited,0.34973468403279995
1827,VIJAYA,Vijaya Diagnostic Centre Limited,-2.3519386450788162
1828,VIJIFIN,Viji Finance Limited,
1829,VIKASECO,Vikas EcoTech Limited,
1830,VIKASLIFE,Vikas Lifecare Limited,0.0
1831,VIMTALABS,Vimta Labs Limited,-3.334066901408446
1832,VINATIORGA,Vinati Organics Limited,-0.5838825297722228
1833,VINDHYATEL,Vindhya Telelinks Limited,2.8422344996930557
1834,VINEETLAB,Vineet Laboratories Limited,-0.5708848715508985
1835,VINNY,Vinny Overseas Limited,
1836,VINYLINDIA,Vinyl Chemicals (India) Limited,-0.9514747859181731
1837,VIPCLOTHNG,VIP Clothing Limited,1.7000000000000028
1838,VIPIND,VIP Industries Limited,-2.1826536473291323
1839,VIPULLTD,Vipul Limited,4.747774480712149
