,SYMBOL,NAME OF COMPANY,cm01APR2024bhav.csv
1416,ROSSELLIND,Rossell India Limited,3.887871531201581
1417,ROTO,Roto Pumps Limited,4.426159738970073
1418,ROUTE,ROUTE MOBILE LIMITED,0.8987361522858537
1419,RPGLIFE,RPG Life Sciences Limited,0.9584873564722343
1420,RPOWER,Reliance Power Limited,
1421,RPPINFRA,R.P.P. Infra Projects Limited,
1422,RPPL,Rajshree Polypack Limited,
1423,RPSGVENT,RPSG VENTURES LIMITED,5.797799726973424
1424,RSSOFTWARE,R. S. Software (India) Limited,
1425,RSWM,RSWM Limited,6.430868167202572
1426,RSYSTEMS,R Systems International Limited,1.630434782608693
1427,RTNINDIA,RattanIndia Enterprises Limited,10.115606936416183
1428,RTNPOWER,RattanIndia Power Limited,
1429,RUBYMILLS,The Ruby Mills Limited,6.605055721663498
1430,RUCHINFRA,Ruchi Infrastructure Limited,4.938271604938269
1431,RUCHIRA,Ruchira Papers Limited,4.823581956230452
1432,RUPA,Rupa & Company Limited,3.5811518324607374
1433,RUSHIL,Rushil Decor Limited,8.271837995538
1434,RUSTOMJEE,Keystone Realtors Limited,5.587238614761542
1435,RVHL,Ravinder Heights Limited,
1436,RVNL,Rail Vikas Nigam Limited,3.499406880189796
1437,S&SPOWER,S&S Power Switchgears Limited,
1438,SABEVENTS,Sab Events & Governance Now Media Limited,
1439,SABTN,Sri Adhikari Brothers Television Network Limited,
1440,SADBHAV,Sadbhav Engineering Limited,9.615384615384615
1441,SADBHIN,Sadbhav Infrastructure Project Limited,
1442,SADHNANIQ,Sadhana Nitrochem Limited,8.41346153846155
1443,SAFARI,Safari Industries (India) Limited,6.507315659858031
1444,SAGARDEEP,Sagardeep Alloys Limited,
1445,SAGCEM,Sagar Cements Limited,5.568891022563608
1446,SAH,Sah Polymers Limited,2.9575892857142922
1447,SAHYADRI,Sahyadri Industries Limited,7.355748054617534
1448,SAIL,Steel Authority of India Limited,4.8417132216014895
1449,SAKAR,Sakar Healthcare Limited,1.3983165897366214
1450,SAKHTISUG,Sakthi Sugars Limited,7.046979865771805
1451,SAKSOFT,Saksoft Limited,4.647529779339964
1452,SAKUMA,Sakuma Exports Limited,6.175298804780865
1453,SALASAR,Salasar Techno Engineering Limited,5.0
1454,SALONA,Salona Cotspin Limited,2.50080671184253
1455,SALSTEEL,S.A.L. Steel Limited,
1456,SALZERELEC,Salzer Electronics Limited,-3.375477099236636
1457,SAMBHAAV,Sambhaav Media Limited,
1458,SANCO,Sanco Industries Limited,
1459,SANDESH,The Sandesh Limited,2.855681527576507
1460,SANDHAR,Sandhar Technologies Limited,0.5808970574231156
1461,SANGAMIND,Sangam (India) Limited,5.712350417701516
1462,SANGHIIND,Sanghi Industries Limited,4.980630879911456
1463,SANGHVIMOV,Sanghvi Movers Limited,-1.3497522372605577
1464,SANGINITA,Sanginita Chemicals Limited,
1465,SANOFI,Sanofi India Limited,-0.06162226782270041
1466,SANSERA,Sansera Engineering Limited,1.1243678499533494
1467,SANWARIA,Sanwaria Consumer Limited,
1468,SAPPHIRE,Sapphire Foods India Limited,1.9662831830204854
1469,SARDAEN,Sarda Energy & Minerals Limited,2.0704954399802893
1470,SAREGAMA,Saregama India Limited,3.469123362602549
1471,SARLAPOLY,Sarla Performance Fibers Limited,5.591798695246971
1472,SARVESHWAR,Sarveshwar Foods Limited,
1473,SASKEN,Sasken Technologies Limited,2.6706328451882935
1474,SASTASUNDR,Sastasundar Ventures Limited,7.636603028308094
1475,SATIA,Satia Industries Limited,5.77100646352724
1476,SATIN,Satin Creditcare Network Limited,7.1377587437544605
1477,SATINDLTD,Sat Industries Limited,7.003444316877163
1478,SBC,SBC Exports Limited,4.738154613466331
1479,SBCL,Shivalik Bimetal Controls Limited,3.7643207855973726
1480,SBGLP,Suratwwala Business Group Limited,6.509552682759407
1481,SBICARD,SBI Cards and Payment Services Limited,0.8058017727639002
1482,SBILIFE,SBI Life Insurance Company Limited,-0.6865522412931149
1483,SBIN,State Bank of India,0.7908553199973326
1484,SCAPDVR,Stampede Capital Limited,
1485,SCHAEFFLER,Schaeffler India Limited,5.984669286997351
1486,SCHAND,S Chand And Company Limited,0.3439380911435991
1487,SCHNEIDER,Schneider Electric Infrastructure Limited,
1488,SCI,Shipping Corporation Of India Limited,3.975095785440605
1489,SCPL,Sheetal Cool Products Limited,20.000000000000004
1490,SDBL,Som Distilleries & Breweries Limited,6.964795432921032
1491,SEAMECLTD,Seamec Limited,
1492,SECURCRED,SecUR Credentials Limited,6.865671641791036
1493,SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,
1494,SEJALLTD,Sejal Glass Limited,
1495,SELAN,Selan Exploration Technology Limited,2.1432537479178184
1496,SELMC,SEL Manufacturing Company Limited,1.966496722505454
1497,SEPC,SEPC Limited,4.804804804804809
1498,SEPOWER,S.E. Power Limited,
1499,SEQUENT,Sequent Scientific Limited,5.757575757575763
1500,SERVOTECH,Servotech Power Systems Limited,
1501,SESHAPAPER,Seshasayee Paper and Boards Limited,4.299065420560741
1502,SETCO,Setco Automotive Limited,4.878048780487801
1503,SETUINFRA,Setubandhan Infrastructure Limited,
1504,SEYAIND,Seya Industries Limited,
1505,SFL,Sheela Foam Limited,0.6516901557698397
1506,SGIL,Synergy Green Industries Limited,0.20313406848519694
1507,SGL,STL Global Limited,3.7800687285223296
1508,SHAHALLOYS,Shah Alloys Limited,
1509,SHAILY,Shaily Engineering Plastics Limited,-3.9909425417492277
1510,SHAKTIPUMP,Shakti Pumps (India) Limited,
1511,SHALBY,Shalby Limited,2.4466750313676267
1512,SHALPAINTS,Shalimar Paints Limited,2.8296207104154227
1513,SHANKARA,Shankara Building Products Limited,2.495515869921235
1514,SHANTI,Shanti Overseas (India) Limited,
1515,SHANTIGEAR,Shanthi Gears Limited,0.2165869506362324
1516,SHARDACROP,Sharda Cropchem Limited,5.527012299548498
1517,SHARDAMOTR,Sharda Motor Industries Limited,1.5005123700775873
1518,SHAREINDIA,Share India Securities Limited,-1.659970724718932
1519,SHEMAROO,Shemaroo Entertainment Limited,3.7088873337998476
1520,SHILPAMED,Shilpa Medicare Limited,7.45847356421669
1521,SHIVALIK,Shivalik Rasayan Limited,-1.4535386745111571
1522,SHIVAMAUTO,Shivam Autotech Limited,3.3647375504710633
1523,SHIVAMILLS,Shiva Mills Limited,1.7522658610271937
1524,SHIVATEX,Shiva Texyarn Limited,
1525,SHK,S H Kelkar and Company Limited,2.99270072992701
1526,SHOPERSTOP,Shoppers Stop Limited,3.086092715231782
1527,SHRADHA,Shradha Infraprojects Limited,5.555555555555542
1528,SHREDIGCEM,Shree Digvijay Cement Co.Ltd,5.812757201646082
1529,SHREECEM,SHREE CEMENT LIMITED,3.0181619251757557
1530,SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,8.220472440944889
1531,SHREERAMA,Shree Rama Multi-Tech Limited,
1532,SHRENIK,Shrenik Limited,5.555555555555548
1533,SHREYANIND,Shreyans Industries Limited,7.829767223136612
1534,SHREYAS,Shreyas Shipping & Logistics Limited,5.802968960863679
1535,SHRIPISTON,Shriram Pistons & Rings Limited,-0.19636345089639337
1536,SHRIRAMFIN,Shriram Finance Limited,3.048987202305272
1537,SHRIRAMPPS,Shriram Properties Limited,6.324635117204782
1538,SHYAMCENT,Shyam Century Ferrous Limited,
1539,SHYAMMETL,Shyam Metalics and Energy Limited,5.377525999830887
1540,SHYAMTEL,Shyam Telecom Limited,0.0
1541,SIEMENS,Siemens Limited,1.6533154697109154
1542,SIGACHI,Sigachi Industries Limited,10.592459605026928
1543,SIGIND,Signet Industries Limited,7.766990291262131
1544,SIKKO,Sikko Industries Limited,7.026627218934912
1545,SIL,Standard Industries Limited,-1.5486725663716876
1546,SILGO,Silgo Retail Limited,
1547,SILINV,SIL Investments Limited,8.131210599423017
1548,SILLYMONKS,Silly Monks Entertainment Limited,4.905660377358493
1549,SILVERTUC,Silver Touch Technologies Limited,1.4699056165867246
1550,SIMBHALS,Simbhaoli Sugars Limited,7.272727272727275
1551,SIMPLEXINF,Simplex Infrastructures Limited,
1552,SINTERCOM,Sintercom India Limited,0.757862826828344
1553,SIRCA,Sirca Paints India Limited,11.364834006674872
1554,SIS,SIS LIMITED,6.463042150274891
1555,SITINET,Siti Networks Limited,
1556,SIYSIL,Siyaram Silk Mills Limited,3.8961038961039014
1557,SJS,S.J.S. Enterprises Limited,-0.17194792434290584
1558,SJVN,SJVN Limited,3.2948929159802307
1559,SKFINDIA,SKF India Limited,5.1903863032474575
1560,SKIL,SKIL Infrastructure Limited,
1561,SKIPPER,Skipper Limited,-1.5615337043908333
1562,SKMEGGPROD,SKM Egg Products Export (India) Limited,4.9803104007412555
1563,SKYGOLD,Sky Gold Limited,
1564,SMARTLINK,Smartlink Holdings Limited,1.6095990635059996
1565,SMCGLOBAL,SMC Global Securities Limited,2.362835402482982
1566,SMLISUZU,SML Isuzu Limited,2.6542643783571385
1567,SMLT,Sarthak Metals Limited,
1568,SMSLIFE,SMS Lifesciences India Limited,-1.6490423722546739
1569,SMSPHARMA,SMS Pharmaceuticals Limited,4.375876577840119
1570,SNOWMAN,Snowman Logistics Limited,0.9549795361528007
1571,SOBHA,Sobha Limited,6.519413287316656
1572,SOFTTECH,Softtech Engineers Limited,
1573,SOLARA,Solara Active Pharma Sciences Limited,6.348564496562882
1574,SOLARINDS,Solar Industries India Limited,-0.6342699348079908
1575,SOMANYCERA,Somany Ceramics Limited,2.953148003810506
1576,SOMATEX,Soma Textiles & Industries Limited,1.3392857142857015
1577,SOMICONVEY,Somi Conveyor Beltings Limited,
1578,SONACOMS,Sona BLW Precision Forgings Limited,-3.0809547418372403
1579,SONAMCLOCK,Sonam Clock Limited,
1580,SONATSOFTW,Sonata Software Limited,-0.8583096836713566
1581,SOTL,Savita Oil Technologies Limited,2.6046207497820375
1582,SOUTHBANK,The South Indian Bank Limited,7.522935779816517
1583,SOUTHWEST,South West Pinnacle Exploration Limited,4.9927988478156395
1584,SPAL,S. P. Apparels Limited,-1.111111111111119
1585,SPANDANA,Spandana Sphoorty Financial Limited,5.026470763190768
1586,SPARC,Sun Pharma Advanced Research Company Limited,
1587,SPCENET,Spacenet Enterprises India Limited,3.6679536679536793
1588,SPECIALITY,Speciality Restaurants Limited,0.11353959693442442
1589,SPENCERS,Spencer's Retail Limited,6.955093099671422
1590,SPENTEX,Spentex Industries Limited,
1591,SPIC,Southern Petrochemicals Industries Corporation  Limited,8.534850640113799
1592,SPLIL,SPL Industries Limited,8.536585365853668
1593,SPLPETRO,Supreme Petrochem Limited,4.548002241972933
1594,SPMLINFRA,SPML Infra Limited,-1.3122346584330504
1595,SPORTKING,Sportking India Limited,3.177194524676638
1596,SPTL,Sintex Plastics Technology Limited,
1597,SPYL,Shekhawati Poly-Yarn Limited,
1598,SREEL,Sreeleathers Limited,5.66208393632418
1599,SREINFRA,SREI Infrastructure Finance Limited,
1600,SRF,SRF Limited,2.2009569377990394
1601,SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,6.54072719886248
1602,SRPL,Shree Ram Proteins Limited,
1603,SSWL,Steel Strips Wheels Limited,5.885015844273426
1604,STAMPEDE,Stampede Capital Limited,
1605,STAR,Strides Pharma Science Limited,2.363960749330949
1606,STARCEMENT,Star Cement Limited,1.4282575258185013
1607,STARHEALTH,Star Health and Allied Insurance Company Limited,2.4657282178673245
1608,STARPAPER,Star Paper Mills Limited,3.0957683741648054
1609,STARTECK,Starteck Finance Limited,
1610,STCINDIA,The State Trading Corporation of India Limited,8.262797259169702
1611,STEELCAS,Steelcast Limited,-0.2752714482336679
1612,STEELCITY,Steel City Securities Limited,1.6835016835016834
1613,STEELXIND,STEEL EXCHANGE INDIA LIMITED,4.347826086956519
1614,STEL,Stel Holdings Limited,-1.1716919231370098
1615,STERTOOLS,Sterling Tools Limited,13.064752895123148
1616,STLTECH,Sterlite Technologies Limited,11.191335740072207
1617,STOVEKRAFT,Stove Kraft Limited,4.683589560243112
1618,STYLAMIND,Stylam Industries Limited,4.3467127584661736
1619,STYRENIX,Styrenix Performance Materials Limited,3.927186331714479
1620,SUBEXLTD,Subex Limited,4.9916805324459235
1621,SUBROS,Subros Limited,6.47851808747941
1622,SUDARSCHEM,Sudarshan Chemical Industries Limited,6.450819672131152
1623,SUKHJITS,Sukhjit Starch & Chemicals Limited,2.718467972705253
1624,SULA,Sula Vineyards Limited,1.4145810663765086
1625,SUMEETINDS,Sumeet Industries Limited,
1626,SUMICHEM,Sumitomo Chemical India Limited,4.083393242271743
1627,SUMIT,Sumit Woods Limited,4.91803278688524
1628,SUMMITSEC,Summit Securities Limited,4.1653027823240665
1629,SUNCLAYLTD,Sundaram Clayton Limited,
1630,SUNDARAM,Sundaram Multi Pap Limited,1.7857142857142954
1631,SUNDARMFIN,Sundaram Finance Limited,-0.050740570710596435
1632,SUNDARMHLD,Sundaram Finance Holdings Limited,3.9569246180816453
1633,SUNDRMBRAK,Sundaram Brake Linings Limited,1.2950699043414207
1634,SUNDRMFAST,Sundram Fasteners Limited,-0.16459400146305364
1635,SUNFLAG,Sunflag Iron And Steel Company Limited,6.607574536663971
1636,SUNPHARMA,Sun Pharmaceutical Industries Limited,0.5368547715281877
1637,SUNTECK,Sunteck Realty Limited,9.345314505776631
1638,SUNTV,Sun TV Network Limited,1.824239900041657
1639,SUPERHOUSE,Superhouse Limited,4.965622612681436
1640,SUPERSPIN,Super Spinning Mills Limited,
1641,SUPRAJIT,Suprajit Engineering Limited,1.6013587286182271
1642,SUPREMEENG,Supreme Engineering Limited,
1643,SUPREMEIND,Supreme Industries Limited,-1.4141581210717702
1644,SUPREMEINF,Supreme Infrastructure India Limited,
1645,SUPRIYA,Supriya Lifescience Limited,6.787805976873411
1646,SURANASOL,Surana Solar Limited,9.859154929577471
1647,SURANAT&P,Surana Telecom and Power Limited,
1648,SURYALAXMI,Suryalakshmi Cotton Mills Limited,4.055087987758234
1649,SURYAROSNI,Surya Roshni Limited,3.787878787878799
1650,SURYODAY,Suryoday Small Finance Bank Limited,2.5792417650714765
1651,SUTLEJTEX,Sutlej Textiles and Industries Limited,12.301587301587308
1652,SUULD,Suumaya Industries Limited,4.411764705882351
1653,SUVEN,Suven Life Sciences Limited,
1654,SUVENPHAR,Suven Pharmaceuticals Limited,-1.0928961748633845
1655,SUVIDHAA,Suvidhaa Infoserve Limited,
1656,SUZLON,Suzlon Energy Limited,
1657,SVLL,Shree Vasu Logistics Limited,
1658,SVPGLOB,SVP GLOBAL TEXTILES LIMITED,-2.479338842975198
1659,SWANENERGY,Swan Energy Limited,0.6567654302559858
1660,SWARAJENG,Swaraj Engines Limited,2.0783145722920713
1661,SWELECTES,Swelect Energy Systems Limited,4.998166291192952
1662,SWSOLAR,Sterling and Wilson Renewable Energy Limited,3.201146679407549
1663,SYMPHONY,Symphony Limited,2.4777299274379097
1664,SYNCOMF,Syncom Formulations (India) Limited,
1665,SYNGENE,Syngene International Limited,0.8326809479752364
1666,SYRMA,Syrma SGS Technology Limited,4.931241942415137
1667,TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,3.730445246690738
1668,TAJGVK,Taj GVK Hotels & Resorts Limited,1.3582342954159563
1669,TAKE,Take Solutions Limited,4.819277108433735
1670,TALBROAUTO,Talbros Automotive Components Limited,
1671,TANLA,Tanla Platforms Limited,2.714407710137855
1672,TANTIACONS,Tantia Constructions Limited,
1673,TARAPUR,Tarapur Transformers Limited,
1674,TARC,TARC Limited,
1675,TARMAT,Tarmat Limited,
1676,TARSONS,Tarsons Products Limited,8.409552845528447
1677,TASTYBITE,Tasty Bite Eatables Limited,-0.3846184956603974
1678,TATACHEM,Tata Chemicals Limited,0.5828476269775145
1679,TATACOFFEE,Tata Coffee Limited,
1680,TATACOMM,Tata Communications Limited,1.3007361719060815
1681,TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,-0.8483853311439477
1682,TATAELXSI,Tata Elxsi Limited,-0.5118719613623303
1683,TATAINVEST,Tata Investment Corporation Limited,
1684,TATAMETALI,Tata Metaliks Limited,
1685,TATAMOTORS,Tata Motors Limited,-0.05539887187751355
1686,TATAMTRDVR,Tata Motors Limited,0.3195374315276794
1687,TATAPOWER,Tata Power Company Limited,3.2343987823439875
1688,TATASTEEL,Tata Steel Limited,4.683991017003537
1689,TATASTLLP,Tata Steel Long Products Limited,
1690,TATVA,Tatva Chintan Pharma Chem Limited,3.7919525310587883
1691,TBZ,Tribhovandas Bhimji Zaveri Limited,6.535319557904851
1692,TCI,Transport Corporation of India Limited,1.1397240019714145
1693,TCIEXP,TCI Express Limited,4.414278040919971
1694,TCIFINANCE,TCI Finance Limited,
1695,TCNSBRANDS,TCNS Clothing Co. Limited,4.443794766846949
1696,TCPLPACK,TCPL Packaging Limited,-1.1392886720236282
1697,TCS,Tata Consultancy Services Limited,1.0435208833165601
1698,TDPOWERSYS,TD Power Systems Limited,3.4378159757330597
1699,TEAMLEASE,Teamlease Services Limited,2.665474713566379
1700,TECHIN,Techindia Nirman Limited,
1701,TECHM,Tech Mahindra Limited,-0.28443233715246813
1702,TECHNOE,Techno Electric & Engineering Company Limited,3.731778425655971
1703,TECILCHEM,TECIL Chemicals and Hydro Power Limited,
1704,TEGA,Tega Industries Limited,4.125372653291439
1705,TEJASNET,Tejas Networks Limited,10.984156002437542
1706,TEMBO,Tembo Global Industries Limited,4.755272582570628
1707,TERASOFT,Tera Software Limited,
1708,TEXINFRA,Texmaco Infrastructure & Holdings Limited,5.321390937829291
1709,TEXMOPIPES,Texmo Pipes and Products Limited,4.271844660194171
1710,TEXRAIL,Texmaco Rail & Engineering Limited,4.490291262135909
1711,TFCILTD,Tourism Finance Corporation of India Limited,3.8596491228070144
1712,TFL,Transwarranty Finance Limited,2.857142857142864
1713,TGBHOTELS,TGB Banquets And Hotels Limited,4.827586206896547
1714,THANGAMAYL,Thangamayil Jewellery Limited,1.72775275663923
1715,THEINVEST,The Investment Trust Of India Limited,
1716,THEMISMED,Themis Medicare Limited,3.0420860018298286
1717,THERMAX,Thermax Limited,2.2851145538898052
1718,THOMASCOOK,Thomas Cook  (India)  Limited,0.8132530120481894
1719,THOMASCOTT,Thomas Scott (India) Limited,
1720,THYROCARE,Thyrocare Technologies Limited,2.890075430121189
1721,TI,Tilaknagar Industries Limited,2.8741092636579624
1722,TIDEWATER,Tide Water Oil Company (India) Limited,3.7137745974955347
1723,TIIL,Technocraft Industries (India) Limited,13.2618481614486
1724,TIINDIA,Tube Investments of India Limited,-0.32650002676229245
1725,TIJARIA,Tijaria Polypipes Limited,
1726,TIL,TIL Limited,
1727,TIMESGTY,Times Guaranty Limited,
1728,TIMETECHNO,Time Technoplast Limited,0.8211496094532277
1729,TIMKEN,Timken India Limited,1.9269102990033191
1730,TINPLATE,The Tinplate Company of India Limited,
1731,TIPSFILMS,Tips Films Limited,
1732,TIPSINDLTD,TIPS Industries Limited,2.040594811679157
1733,TIRUMALCHM,Thirumalai Chemicals Limited,2.372301773883313
1734,TIRUPATIFL,Tirupati Forge Limited,
1735,TITAN,Titan Company Limited,-1.6676311221000601
1736,TMB,Tamilnad Mercantile Bank Limited,1.657742998352544
1737,TNPETRO,Tamilnadu PetroProducts Limited,7.820512820512813
1738,TNPL,Tamil Nadu Newsprint & Papers Limited,4.236772754915879
1739,TNTELE,Tamilnadu Telecommunication Limited,
1740,TOKYOPLAST,Tokyo Plast International Limited,5.206185567010306
1741,TORNTPHARM,Torrent Pharmaceuticals Limited,2.8743366915327235
1742,TORNTPOWER,Torrent Power Limited,4.753488714606573
1743,TOTAL,Total Transport Systems Limited,6.762513312034073
1744,TOUCHWOOD,Touchwood Entertainment Limited,3.8688282977155493
1745,TPLPLASTEH,TPL Plastech Limited,11.674718196457315
1746,TRACXN,Tracxn Technologies Limited,7.155322862129135
1747,TREEHOUSE,Tree House Education & Accessories Limited,
1748,TREJHARA,TREJHARA SOLUTIONS LIMITED,
1749,TRENT,Trent Limited,-1.550151975683886
1750,TRF,TRF Limited,
1751,TRIDENT,Trident Limited,7.113543091655271
1752,TRIGYN,Trigyn Technologies Limited,10.503751339764198
1753,TRIL,Transformers And Rectifiers (India) Limited,
1754,TRITURBINE,Triveni Turbine Limited,6.502701695546856
1755,TRIVENI,Triveni Engineering & Industries Limited,6.525233044037273
1756,TTKHLTCARE,TTK Healthcare Limited,2.854820684750575
1757,TTKPRESTIG,TTK Prestige Limited,3.150603307016251
1758,TTL,T T Limited,3.58337314859054
1759,TTML,Tata Teleservices (Maharashtra) Limited,6.959459459459468
1760,TV18BRDCST,TV18 Broadcast Limited,
1761,TVSELECT,TVS Electronics Limited,14.445331205107747
1762,TVSMOTOR,TVS Motor Company Limited,-0.5925134186862467
1763,TVSSRICHAK,TVS Srichakra Limited,-1.0031219612058004
1764,TVTODAY,TV Today Network Limited,3.732577368296719
1765,TVVISION,TV Vision Limited,
1766,TWL,Titagarh Wagons Limited,
1767,UBL,United Breweries Limited,2.5115930758374323
1768,UCALFUEL,Ucal Fuel Systems Limited,
1769,UCOBANK,UCO Bank,5.651340996168574
1770,UDAICEMENT,Udaipur Cement Works Limited,
1771,UFLEX,UFLEX Limited,4.576942107867392
1772,UFO,UFO Moviez India Limited,4.462625511342507
1773,UGARSUGAR,The Ugar Sugar Works Limited,10.486322188449858
1774,UGROCAP,Ugro Capital Limited,7.830639653994986
1775,UJAAS,Ujaas Energy Limited,
1776,UJJIVAN,Ujjivan Financial Services Limited,5.625524769101598
1777,UJJIVANSFB,Ujjivan Small Finance Bank Limited,9.367945823927778
1778,ULTRACEMCO,UltraTech Cement Limited,2.105311745126498
1779,UMAEXPORTS,Uma Exports Limited,
1780,UMANGDAIRY,Umang Dairies Limited,19.946984758117956
1781,UMESLTD,Usha Martin Education & Solutions Limited,
1782,UNICHEMLAB,Unichem Laboratories Limited,0.13210039630118428
1783,UNIDT,United Drilling Tools Limited,4.7736441057821635
1784,UNIENTER,Uniphos Enterprises Limited,2.173913043478265
1785,UNIINFO,Uniinfo Telecom Services Limited,
1786,UNIONBANK,Union Bank of India,2.1172638436482085
1787,UNIPARTS,Uniparts India Limited,2.7677037602595917
1788,UNITECH,Unitech Limited,
1789,UNITEDPOLY,United Polyfab Gujarat Limited,3.060109289617483
1790,UNITEDTEA,The United Nilgiri Tea Estates Company Limited,3.591203923429826
1791,UNIVAFOODS,Univa Foods Limited,
1792,UNIVASTU,Univastu India Limited,2.554875854623974
1793,UNIVCABLES,Universal Cables Limited,3.930610452349591
1794,UNIVPHOTO,Universus Photo Imagings Limited,4.1946559187938535
1795,UNOMINDA,UNO Minda Limited,1.2486308871850975
1796,UPL,UPL Limited,2.2368421052631553
1797,URJA,Urja Global Limited,
1798,USHAMART,Usha Martin Limited,4.713275726630008
1799,USK,Udayshivakumar Infra Limited,
1800,UTIAMC,UTI Asset Management Company Limited,3.6469864698646957
1801,UTTAMSUGAR,Uttam Sugar Mills Limited,6.665598461784973
1802,V2RETAIL,V2 Retail Limited,
1803,VADILALIND,Vadilal Industries Limited,2.4772363619619773
1804,VAIBHAVGBL,Vaibhav Global Limited,3.239088663189682
1805,VAISHALI,Vaishali Pharma Limited,3.427347375937153
1806,VAKRANGEE,Vakrangee Limited,6.801007556675051
1807,VALIANTORG,Valiant Organics Limited,8.114495798319322
1808,VARDHACRLC,Vardhman Acrylics Limited,8.921568627450975
1809,VARDMNPOLY,Vardhman Polytex Limited,
1810,VARROC,Varroc Engineering Limited,1.6770864344546852
1811,VASCONEQ,Vascon Engineers Limited,8.986928104575163
1812,VASWANI,Vaswani Industries Limited,
1813,VBL,Varun Beverages Limited,-0.10010010010009036
1814,VCL,Vaxtex Cotfab Limited,
1815,VEDL,Vedanta Limited,5.834713786121857
1816,VENKEYS,Venky's (India) Limited,4.476205944453474
1817,VENUSPIPES,Venus Pipes & Tubes Limited,-2.549537648612946
1818,VENUSREM,Venus Remedies Limited,3.8361209145312256
1819,VERANDA,Veranda Learning Solutions Limited,6.437167646235656
1820,VERTOZ,Vertoz Advertising Limited,
1821,VESUVIUS,Vesuvius India Limited,3.3615725526847355
1822,VETO,Veto Switchgears And Cables Limited,4.477004477004478
1823,VGUARD,V-Guard Industries Limited,0.8148483476686249
1824,VHL,Vardhman Holdings Limited,2.4158711535384714
1825,VICEROY,Viceroy Hotels Limited,
1826,VIDHIING,Vidhi Specialty Food Ingredients Limited,0.5902929602098919
1827,VIJAYA,Vijaya Diagnostic Centre Limited,3.8171536286522074
1828,VIJIFIN,Viji Finance Limited,
1829,VIKASECO,Vikas EcoTech Limited,9.589041095890414
1830,VIKASLIFE,Vikas Lifecare Limited,
1831,VIMTALABS,Vimta Labs Limited,2.3994592767826917
1832,VINATIORGA,Vinati Organics Limited,-0.08159934720521
1833,VINDHYATEL,Vindhya Telelinks Limited,5.172452533423207
1834,VINEETLAB,Vineet Laboratories Limited,
1835,VINNY,Vinny Overseas Limited,
1836,VINYLINDIA,Vinyl Chemicals (India) Limited,19.987339768950797
1837,VIPCLOTHNG,VIP Clothing Limited,7.768361581920905
1838,VIPIND,VIP Industries Limited,1.3320647002854424
1839,VIPULLTD,Vipul Limited,
1840,VIRINCHI,Virinchi Limited,7.328990228013041
1841,VISAKAIND,Visaka Industries Limited,4.981203007518794
1842,VISASTEEL,Visa Steel Limited,
1843,VISESHINFO,Visesh Infotecnics Limited,
1844,VISHAL,Vishal Fabrics Limited,
1845,VISHNU,Vishnu Chemicals Limited,0.5795739348370998
1846,VISHWARAJ,Vishwaraj Sugar Industries Limited,9.507042253521139
1847,VIVIDHA,Visagar Polytex Limited,
1848,VIVIMEDLAB,Vivimed Labs Limited,
1849,VLSFINANCE,VLS Finance Limited,5.444421530212423
1850,VMART,V-Mart Retail Limited,0.8333526776387694
1851,VOLTAMP,Voltamp Transformers Limited,1.735610255455757
1852,VOLTAS,Voltas Limited,4.354129853654112
1853,VRLLOG,VRL Logistics Limited,1.8442809121468113
1854,VSSL,Vardhman Special Steels Limited,1.6973125884016944
1855,VSTIND,VST Industries Limited,0.9327731092437026
1856,VSTTILLERS,V.S.T Tillers Tractors Limited,3.2131117181350963
1857,VTL,Vardhman Textiles Limited,-0.29391815509835206
1858,WABAG,VA Tech Wabag Limited,1.5718121684458706
1859,WALCHANNAG,Walchandnagar Industries Limited,
1860,WANBURY,Wanbury Limited,
1861,WATERBASE,Waterbase Limited,
1862,WEALTH,Wealth First Portfolio Managers Limited,-1.5746143393813299
1863,WEBELSOLAR,Websol Energy System Limited,-4.708427776633015
1864,WEIZMANIND,Weizmann Limited,9.968425800631495
1865,WEL,Wonder Electricals Limited,4.55111762550384
1866,WELCORP,Welspun Corp Limited,7.052774544043467
1867,WELENT,Welspun Enterprises Limited,2.5978296612956187
1868,WELINV,Welspun Investments and Commercials Limited,4.994038016412993
1869,WELSPUNIND,Welspun India Limited,
1870,WENDT,Wendt (India) Limited,1.7207000302658149
1871,WESTLIFE,WESTLIFE FOODWORLD LIMITED,-0.30455590776307356
1872,WEWIN,WE WIN LIMITED,6.870799103808804
1873,WHEELS,Wheels India Limited,1.06196170248347
1874,WHIRLPOOL,Whirlpool of India Limited,2.4397232797085393
1875,WILLAMAGOR,Williamson Magor & Company Limited,9.833585476550681
1876,WINDLAS,Windlas Biotech Limited,5.888692925729965
1877,WINDMACHIN,Windsor Machines Limited,19.985029940119777
1878,WIPL,The Western India Plywoods Limited,
1879,WIPRO,Wipro Limited,1.0102062070401927
1880,WOCKPHARMA,Wockhardt Limited,
1881,WONDERLA,Wonderla Holidays Limited,-0.030190198248975366
1882,WORTH,Worth Peripherals Limited,5.004955401387509
1883,WSI,W S Industries (I) Limited,1.0666666666666629
1884,WSTCSTPAPR,West Coast Paper Mills Limited,3.6372864151581794
