,SYMBOL,NAME OF COMPANY,cm02JUL2024bhav.csv,cm01JUL2024bhav.csv
1103,MOLDTECH,Mold-Tek Technologies Limited,1.0628019323671498,0.8614640991658141
1104,MOLDTKPAC,Mold-Tek Packaging Limited,0.7311934564382175,0.6360688450985312
1105,MONARCH,Monarch Networth Capital Limited,-1.6928197812648555,0.8536351429119596
1106,MONTECARLO,Monte Carlo Fashions Limited,1.0549048924329112,-1.3358465825274506
1107,MORARJEE,Morarjee Textiles Limited,,
1108,MOREPENLAB,Morepen Laboratories Limited,-1.3529921942758043,3.482319152755336
1109,MOTHERSON,Samvardhana Motherson International Limited,3.1562897077509566,3.3839524985549883
1110,MOTILALOFS,Motilal Oswal Financial Services Limited,-4.218089602704995,-3.7507119030184617
1111,MOTOGENFIN,The Motor & General Finance Limited,7.1511627906976765,2.1074502819827865
1112,MPHASIS,MphasiS Limited,0.45091987654815824,1.561132482546657
1113,MPSLTD,MPS Limited,-0.25551244440238907,7.749566636076271
1114,MRF,MRF Limited,-0.7564321021501391,0.16128639806456546
1115,MRO-TEK,MRO-TEK Realty Limited,,
1116,MRPL,Mangalore Refinery and Petrochemicals Limited,-0.708595776213413,0.7418466850184178
1117,MSPL,MSP Steel & Power Limited,4.97667185069985,-0.6182380216383313
1118,MSTCLTD,Mstc Limited,1.5418371582755144,-1.650530736031725
1119,MSUMI,Motherson Sumi Wiring India Limited,-1.7787360194043838,-1.460629398486268
1120,MTARTECH,Mtar Technologies Limited,2.727716860275757,-0.8637158616978314
1121,MTEDUCARE,MT Educare Limited,,
1122,MTNL,Mahanagar Telephone Nigam Limited,-1.8599033816425026,-1.9654274212645002
1123,MUKANDLTD,Mukand Limited,2.777438652179228,1.7515527950310517
1124,MUKTAARTS,Mukta Arts Limited,-0.5096984284298449,1.3633754305395933
1125,MUNJALAU,Munjal Auto Industries Limited,1.3085784587853726,0.6302757456387196
1126,MUNJALSHOW,Munjal Showa Limited,-0.45897165539910734,2.400762146713243
1127,MURUDCERA,Murudeshwar Ceramics Limited,1.5139442231075657,-0.574371162606455
1128,MUTHOOTCAP,Muthoot Capital Services Limited,-0.53303182038444,0.9457035708462529
1129,MUTHOOTFIN,Muthoot Finance Limited,0.4696410600469692,-0.403708550268675
1130,NACLIND,NACL Industries Limited,-0.7461692205196566,1.6386782231852568
1131,NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,-3.0303030303030223,-0.8695652173913139
1132,NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,,4.977876106194682
1133,NAGREEKEXP,Nagreeka Exports Limited,-1.4306569343065751,0.646488392594766
1134,NAHARCAP,Nahar Capital and Financial Services Limited,1.399354144241123,6.050228310502267
1135,NAHARINDUS,Nahar Industrial Enterprises Limited,0.13529872534358592,4.626732230666077
1136,NAHARPOLY,Nahar Poly Films Limited,9.159675422912958,19.998349630729866
1137,NAHARSPING,Nahar Spinning Mills Limited,4.74709445081028,4.249146757679177
1138,NAM-INDIA,Nippon Life India Asset Management Limited,-1.9585687382297552,2.9948017689502606
1139,NARMADA,Narmada Agrobase Limited,,
1140,NATCOPHARM,Natco Pharma Limited,-0.5838441970057133,2.7509962720144094
1141,NATHBIOGEN,Nath Bio-Genes (India) Limited,1.5310462149135249,16.41361750282911
1142,NATIONALUM,National Aluminium Company Limited,0.7369851557599816,2.250013361124461
1143,NATNLSTEEL,National Steel And Agro Industries Limited,,
1144,NAUKRI,Info Edge (India) Limited,-2.7496090005549667,2.2325869272088243
1145,NAVA,NAVA LIMITED,0.4176610978520256,1.0720986330742428
1146,NAVINFLUOR,Navin Fluorine International Limited,-0.45291355979011577,1.3079667063020213
1147,NAVKARCORP,Navkar Corporation Limited,5.558613098514036,-2.3992837958818325
1148,NAVNETEDUL,Navneet Education Limited,0.6211180124223654,-1.2900753608379167
1149,NAZARA,Nazara Technologies Limited,4.36794582392777,1.944540329076053
1150,NBCC,NBCC (India) Limited,3.6270753512132865,-0.2293577981651463
1151,NBIFIN,N. B. I. Industrial Finance Company Limited,-1.6897142629418598,7.716082505204867
1152,NCC,NCC Limited,3.5041270830088767,1.453626165270982
1153,NCLIND,NCL Industries Limited,0.1263758662861811,1.464262078093986
1154,NDGL,Naga Dhunseri Group Limited,-2.3059120555438617,0.9801283231590698
1155,NDL,Nandan Denim Limited,0.4850274145929921,-1.1877474473848724
1156,NDLVENTURE,NDL Ventures Limited,-0.08249974218830392,-1.1418085431746403
1157,NDRAUTO,Ndr Auto Components Limited,0.5484972295292972,5.428689443559332
1158,NDTV,New Delhi Television Limited,1.5277903708405005,-0.11773229487411288
1159,NECCLTD,North Eastern Carrying Corporation Limited,1.8453082057322434,-1.3937282229965136
1160,NECLIFE,Nectar Lifesciences Limited,-1.3858267716535473,1.3082322910019148
1161,NELCAST,Nelcast Limited,-1.519318925998686,2.0653699619009256
1162,NELCO,NELCO Limited,-0.3961810742352495,-0.058418797870950515
1163,NEOGEN,Neogen Chemicals Limited,-0.245808647422152,-0.10703267644651801
1164,NESCO,Nesco Limited,-0.7881048704880997,3.048186247969678
1165,NESTLEIND,Nestle India Limited,-0.9209142946146992,0.6446808927556608
1166,NETWORK18,Network18 Media & Investments Limited,6.667477795352237,3.2019085886489163
1167,NEULANDLAB,Neuland Laboratories Limited,-1.070921847971852,3.1095939825515373
1168,NEWGEN,Newgen Software Technologies Limited,-1.527439176078414,3.4165165937741238
1169,NEXTMEDIA,Next Mediaworks Limited,-3.262411347517724,4.7548291233283715
1170,NFL,National Fertilizers Limited,-1.7428869357962191,2.975916551618343
1171,NGIL,Nakoda Group of Industries Limited,-0.9027777777777791,-0.1386962552010984
1172,NGLFINE,NGL Fine-Chem Limited,-0.44547245780862205,-0.8430843721463573
1173,NH,Narayana Hrudayalaya Ltd.,0.5427185264369818,0.9421041709898245
1174,NHPC,NHPC Limited,-1.0989010989010932,-0.5958291956305943
1175,NIACL,The New India Assurance Company Limited,-1.3279563322335,3.6085084831602985
1176,NIBL,NRB Industrial Bearings Limited,0.13333333333332575,0.7522837184309542
1177,NIITLTD,NIIT Limited,7.834540602363704,2.1914872893737214
1178,NILAINFRA,Nila Infrastructures Limited,0.07980845969672616,1.787164906580007
1179,NILASPACES,Nila Spaces Limited,,
1180,NILKAMAL,Nilkamal Limited,-1.8680137037685431,2.554304618777727
1181,NINSYS,NINtec Systems Limited,-1.3268013880383753,0.36877688998155184
1182,NIPPOBATRY,Indo-National Limited,-0.6222297988407735,-0.30591434398367684
1183,NIRAJ,Niraj Cement Structurals Limited,-2.1213248976553785,2.518122853872568
1184,NIRAJISPAT,Niraj Ispat Industries Limited,,
1185,NITCO,Nitco Limited,3.1587157155855876,-3.4270650263620257
1186,NITINSPIN,Nitin Spinners Limited,-0.9783183500793201,6.012613875262786
1187,NITIRAJ,Nitiraj Engineers Limited,,
1188,NKIND,NK Industries Limited,4.9941474834178745,4.976448904362072
1189,NLCINDIA,NLC India Limited,5.525518145326456,1.6614615865084243
1190,NMDC,NMDC Limited,-2.8815580286168525,2.255639097744354
1191,NOCIL,NOCIL Limited,0.5290072297654734,2.7727437477346992
1192,NOIDATOLL,Noida Toll Bridge Company Limited,,
1193,NORBTEAEXP,Norben Tea & Exports Limited,-1.0711553175210449,0.9266409266409344
1194,NOVARTIND,Novartis India Limited,,
1195,NRAIL,N R Agarwal Industries Limited,10.255070039724025,-4.995530837223155
1196,NRBBEARING,NRB Bearing Limited,0.31879437762642104,-1.2308573064262232
1197,NRL,Nupur Recyclers Limited,-0.9509451467006929,0.6419234360410797
1198,NSIL,Nalwa Sons Investments Limited,0.13971320885499758,5.857399997707044
1199,NSLNISP,NMDC Steel Limited,-1.0752688172042966,1.6931216931216821
1200,NTPC,NTPC Limited,0.17579445571331367,-2.2730276199286434
1201,NUCLEUS,Nucleus Software Exports Limited,-0.05672149744754551,-0.6725588929187615
1202,NURECA,Nureca Limited,-0.6058380760051529,1.2830048345109877
1203,NUVOCO,Nuvoco Vistas Corporation Limited,-2.8667563930013396,2.327503098746726
1204,NYKAA,FSN E-Commerce Ventures Limited,-0.26712134129013865,-0.2777148038993477
1205,OAL,Oriental Aromatics Limited,9.237904236650795,3.7586162049681335
1206,OBCL,Orissa Bengal Carrier Limited,-0.9718172983479129,3.3478406427854033
1207,OBEROIRLTY,Oberoi Realty Limited,1.6058599802789126,0.5096984284298457
1208,OCCL,Oriental Carbon & Chemicals Limited,,
1209,OFSS,Oracle Financial Services Software Limited,0.39679230939010446,3.157175744390195
1210,OIL,Oil India Limited,-32.009525810744556,-1.272387801673457
1211,OILCOUNTUB,Oil Country Tubular Limited,,
1212,OLECTRA,Olectra Greentech Limited,-2.0047265911498706,3.450892229872142
1213,OMAXAUTO,Omax Autos Limited,,
1214,OMAXE,Omaxe Limited,4.999155548049317,4.991577267488248
1215,OMINFRAL,OM INFRA LIMITED,,
1216,OMKARCHEM,Omkar Speciality Chemicals Limited,,
1217,ONELIFECAP,Onelife Capital Advisors Limited,,
1218,ONEPOINT,One Point One Solutions Limited,-0.6631708821715095,8.120727030181765
1219,ONGC,Oil & Natural Gas Corporation Limited,0.696098186481053,-0.45587162654996355
1220,ONMOBILE,OnMobile Global Limited,0.0693769945886102,0.558113576112727
1221,ONWARDTEC,Onward Technologies Limited,0.05892057506481263,6.608040201005028
1222,OPTIEMUS,Optiemus Infracom Limited,-1.115414407436103,1.8781565656565622
1223,ORBTEXP,Orbit Exports Limited,-1.455540355677153,1.3532250013864997
1224,ORCHPHARMA,Orchid Pharma Limited,-1.2935150620713682,1.1370121603231085
1225,ORICONENT,Oricon Enterprises Limited,-0.7828810020876752,0.815574848724026
1226,ORIENTABRA,Orient Abrasives Limited,,
1227,ORIENTALTL,Oriental Trimex Limited,2.762430939226526,2.6465028355387465
1228,ORIENTBELL,Orient Bell Limited,1.737835153922542,2.611132339829321
1229,ORIENTCEM,Orient Cement Limited,-4.806621040904016,14.132606721162572
1230,ORIENTELEC,Orient Electric Limited,-3.108991344285466,4.724729909723265
1231,ORIENTHOT,Oriental Hotels Limited,-0.9535505309542679,0.8597449908925369
1232,ORIENTLTD,Orient Press Limited,-1.4753945279671288,1.7869023857047903
1233,ORIENTPPR,Orient Paper & Industries Limited,10.928362573099424,-0.41856232939036203
1234,ORISSAMINE,The Orissa Minerals Development Company Limited,-0.43531100018538227,2.476727904702265
1235,ORTEL,Ortel Communications Limited,,
1236,ORTINLAB,Ortin Laboratories Limited,-0.7789678675754632,6.095041322314048
1237,OSIAHYPER,Osia Hyper Retail Limited,,
1238,OSWALAGRO,Oswal Agro Mills Limited,-1.9867549668874143,3.6613272311212683
1239,OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited,,
1240,PAGEIND,Page Industries Limited,-0.5918576673227361,-0.1350406080919392
1241,PAISALO,Paisalo Digital Limited,-0.5921831819976163,2.274562584118436
1242,PALASHSECU,Palash Securities Limited,1.082601054481541,1.6507074460483082
1243,PALREDTEC,Palred Technologies Limited,,
1244,PANACEABIO,Panacea Biotec Limited,-1.163566293633731,0.7015448914098049
1245,PANACHE,Panache Digilife Limited,,
1246,PANAMAPET,Panama Petrochem Limited,2.3152834008097254,0.4447833269792858
1247,PANSARI,Pansari Developers Limited,1.4557782430950181,0.7939698492462375
1248,PAR,Par Drugs And Chemicals Limited,0.14917951268026425,-2.224383128722503
1249,PARACABLES,Paramount Communications Limited,,
1250,PARADEEP,Paradeep Phosphates Limited,-1.5779557230334473,1.6275730014360932
1251,PARAGMILK,Parag Milk Foods Limited,-0.3075696303468657,0.216907357725895
1252,PARAS,Paras Defence and Space Technologies Limited,0.33105659325341513,1.8527720593454893
1253,PARASPETRO,Paras Petrofils Limited,,
1254,PARSVNATH,Parsvnath Developers Limited,-2.0440251572327024,-1.9275250578257515
1255,PASUPTAC,Pasupati Acrylon Limited,0.2543881963876731,6.2719653960529875
1256,PATANJALI,Patanjali Foods Limited,-2.2596875275840684,6.783335427925086
1257,PATELENG,Patel Engineering Limited,0.8185538881309782,0.273597811217499
1258,PATINTLOG,Patel Integrated Logistics Limited,-1.303616484440716,4.389815627743634
1259,PAYTM,One 97 Communications Limited,2.2338229938084226,2.5140012445550775
1260,PCBL,PCBL LIMITED,-0.7575757575757532,0.46446274540415977
1261,PCJEWELLER,PC Jeweller Limited,-0.3917727717923521,-0.019584802193507864
1262,PDMJEPAPER,Pudumjee Paper Products Limited,15.336354130359018,2.610872675250359
1263,PDPL,Parenteral Drugs (India) Limited,,
1264,PDSL,PDS Limited,-0.3791982665221938,0.6360167181537344
1265,PEARLPOLY,Pearl Polymers Limited,,
1266,PEL,Piramal Enterprises Limited,-1.879943655867377,-0.44228694714131855
1267,PENIND,Pennar Industries Limited,3.0712601368838808,3.2543500207850933
1268,PENINLAND,Peninsula Land Limited,-2.9184434968017214,6.138613861386143
1269,PERSISTENT,Persistent Systems Limited,0.12455100474851517,6.005021867521716
1270,PETRONET,Petronet LNG Limited,0.7489514679448772,1.074943224829678
1271,PFC,Power Finance Corporation Limited,0.2793017456359057,3.3292104720676097
1272,PFIZER,Pfizer Limited,-0.48019468526607045,1.6285566020028484
1273,PFOCUS,Prime Focus Limited,-8.460586050350793,18.716315531602156
1274,PFS,PTC India Financial Services Limited,-3.5334270226862174,11.907436531116614
1275,PGEL,PG Electroplast Limited,-1.1246593395345221,9.934734295439842
1276,PGHH,Procter & Gamble Hygiene and Health Care Limited,-1.162530071873646,0.7090853821867836
1277,PGHL,Procter & Gamble Health Limited,-0.05774124094734426,1.1653119214280836
1278,PGIL,Pearl Global Industries Limited,-9.640974140095414,7.619562280464735
1279,PHOENIXLTD,The Phoenix Mills Limited,0.20720165761326345,-0.4709751135635284
1280,PIDILITIND,Pidilite Industries Limited,-1.161337861216121,-1.1886861140568774
1281,PIIND,PI Industries Limited,-1.5462634151455192,0.44488318525831105
1282,PILANIINVS,Pilani Investment and Industries Corporation Limited,-0.6462174737204894,3.6970118137595516
1283,PILITA,PIL ITALICA LIFESTYLE LIMITED,-0.5838198498748981,-0.9909165978530076
1284,PIONEEREMB,Pioneer Embroideries Limited,0.8154943934760566,0.6360279031596126
1285,PITTIENG,Pitti Engineering Limited,0.32801119097005366,4.24397847840297
1286,PIXTRANS,Pix Transmissions Limited,1.4730191382287003,-1.4766023669067254
1287,PKTEA,The Peria Karamalai Tea & Produce Company Limited,,
1288,PLASTIBLEN,Plastiblends India Limited,1.525454879617709,1.7579951374602536
1289,PNB,Punjab National Bank,-1.4943655071043593,-0.6490345610903873
1290,PNBGILTS,PNB Gilts Limited,-1.5792192458121073,-6.589922106569245
1291,PNBHOUSING,PNB Housing Finance Limited,-0.4810996563573911,1.9686544342507704
1292,PNC,Pritish Nandy Communications Limited,0.3827311696264544,-0.15285845307246795
1293,PNCINFRA,PNC Infratech Limited,-0.4378192431981583,-0.3738705992314906
1294,POCL,Pondy Oxides & Chemicals Limited,11.622049089098477,5.071705545639187
1295,PODDARHOUS,Poddar Housing and Development Limited,,
1296,PODDARMENT,Poddar Pigments Limited,-0.6834733893557449,-0.20127474002012238
1297,POKARNA,Pokarna Limited,7.378668171557572,0.4962427335885439
1298,POLICYBZR,PB Fintech Limited,-2.076261411198629,8.581141528001437
1299,POLYCAB,Polycab India Limited,-1.6011104595491277,-0.05267453075154213
1300,POLYMED,Poly Medicure Limited,-0.8694775573981199,2.766051125326984
1301,POLYPLEX,Polyplex Corporation Limited,1.7421772349019284,2.463226128147599
1302,PONNIERODE,Ponni Sugars (Erode) Limited,1.086161879895559,0.06270247674783391
1303,POONAWALLA,Poonawalla Fincorp Limited,-0.5568720379146973,3.1532632608164204
1304,POWERGRID,Power Grid Corporation of India Limited,0.3640776699029092,-0.4079166037165632
1305,POWERINDIA,Hitachi Energy India Limited,2.9303381839281064,0.7787570866507579
1306,POWERMECH,Power Mech Projects Limited,0.031503104580148614,-0.4914601219549229
1307,PPAP,PPAP Automotive Limited,-0.2643132335812219,1.5605805541653428
1308,PPL,Prakash Pipes Limited,-0.9574010327022351,2.740937223695852
1309,PPLPHARMA,Piramal Pharma Limited,1.5981302507737989,0.68048842533706
1310,PRAENG,Prajay Engineers Syndicate Limited,2.6190476190476053,9.983633387888709
1311,PRAJIND,Praj Industries Limited,0.31639178727701417,1.9350854319632227
1312,PRAKASH,Prakash Industries Limited,1.413484971567823,0.3859954332934696
1313,PRAKASHSTL,Prakash Steelage Limited,,
1314,PRAXIS,Praxis Home Retail Limited,,
1315,PRECAM,Precision Camshafts Limited,1.9395882900589634,2.1611624834874523
1316,PRECOT,Precot Limited,-0.47642197374817474,-1.654235991585385
1317,PRECWIRE,Precision Wires India Limited,-1.01674277016742,1.8288902665839977
1318,PREMEXPLN,Premier Explosives Limited,,
1319,PREMIER,Premier Limited,,
1320,PREMIERPOL,Premier Polyfilm Limited,0.9924362865539348,0.40147044597077686
1321,PRESSMN,Pressman Advertising Limited,,
1322,PRESTIGE,Prestige Estates Projects Limited,0.17659204520756355,-2.758110535770888
1323,PRICOLLTD,Pricol Limited,-1.0058759087740288,2.03231378924906
1324,PRIMESECU,Prime Securities Limited,-0.5236590083502313,0.3503290252331625
1325,PRINCEPIPE,Prince Pipes And Fittings Limited,1.9681006731050696,1.3495476790745995
1326,PRITI,Priti International Limited,-0.6646397511136235,0.5831733162648411
1327,PRITIKAUTO,Pritika Auto Industries Limited,1.202623906705533,-1.9299499642601827
1328,PRIVISCL,Privi Speciality Chemicals Limited,3.9257113647980852,1.4029510349355507
1329,PROZONINTU,Prozone Intu Properties Limited,,
1330,PRSMJOHNSN,Prism Johnson Limited,-4.02938683243854,1.0680831619830797
1331,PRUDENT,Prudent Corporate Advisory Services Limited,5.526924694993697,0.12373305252072707
1332,PSB,Punjab & Sind Bank,-0.5563985837127051,-0.5366426295488853
1333,PSPPROJECT,PSP Projects Limited,-0.07956600361662995,0.8093918623304586
1334,PTC,PTC India Limited,0.5185576415230153,1.1019417475728206
1335,PTL,PTL Enterprises Limited,0.10824853864473755,0.8515283842794773
1336,PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,-2.2064917127071855,2.1120552871901586
1337,PURVA,Puravankara Limited,,
1338,PVP,PVP Ventures Limited,4.288659793814429,2.1052631578947367
1339,PVRINOX,PVR INOX Limited,-1.8393644011216421,4.935720040634746
1340,QUESS,Quess Corp Limited,0.8820981334173462,5.465570230085551
1341,QUICKHEAL,Quick Heal Technologies Limited,2.2939346811819727,3.720133077931241
1342,QUINTEGRA,Quintegra Solutions Limited,,
1343,RACE,Race Eco Chain Limited,-1.812378889775445,4.328695445356163
1344,RADAAN,Radaan Mediaworks India Limited,,
1345,RADHIKAJWE,Radhika Jeweltech Limited,-3.409269442262375,2.860374919198442
1346,RADIANTCMS,Radiant Cash Management Services Limited,0.46134663341644677,0.9694070250535012
1347,RADICO,Radico Khaitan Limited,-1.7752310328361511,-0.35825240001120046
1348,RADIOCITY,Music Broadcast Limited,2.248594628357273,-0.6823821339950337
1349,RAILTEL,Railtel Corporation Of India Limited,1.7261463517949878,1.4285714285714237
1350,RAIN,Rain Industries Limited,1.6166851783290168,0.783582089552233
1351,RAINBOW,Rainbow Childrens Medicare Limited,0.015919130815461098,0.8427980896576636
1352,RAJESHEXPO,Rajesh Exports Limited,-0.5249343832020997,1.293867422899673
1353,RAJMET,Rajnandini Metal Limited,9.921671018276768,9.952153110047856
1354,RAJRATAN,Rajratan Global Wire Limited,-0.19569471624265758,-0.36453034927093547
1355,RAJRILTD,Raj Rayon Industries Limited,,
1356,RAJSREESUG,Rajshree Sugars & Chemicals Limited,1.0765393199422255,1.8996655518394672
1357,RAJTV,Raj Television Network Limited,,
1358,RAJVIR,Rajvir Industries Limited,,
1359,RALLIS,Rallis India Limited,-1.7178881008668208,1.7316017316017243
1360,RAMANEWS,Shree Rama Newsprint Limited,3.219512195121952,4.538500764915862
1361,RAMAPHO,Rama Phosphates Limited,0.057594638462738997,2.909639527991813
1362,RAMASTEEL,Rama Steel Tubes Limited,0.08771929824561216,-0.26246719160104426
1363,RAMCOCEM,The Ramco Cements Limited,-1.4056576261300617,2.486699742961319
1364,RAMCOIND,Ramco Industries Limited,-0.9911808319675299,2.9942526425786697
1365,RAMCOSYS,Ramco Systems Limited,,
1366,RAMKY,Ramky Infrastructure Limited,-1.2532411408815902,0.0
1367,RAMRAT,Ram Ratna Wires Limited,-0.7658505963590738,3.62997658079625
1368,RANASUG,Rana Sugars Limited,0.8678500986193249,2.2177419354838737
1369,RANEENGINE,Rane Engine Valve Limited,-3.685861528120096,6.2366103308735985
1370,RANEHOLDIN,Rane Holdings Limited,12.819314641744548,20.0
1371,RATEGAIN,Rategain Travel Technologies Limited,0.5682198007888227,0.22780569514238463
1372,RATNAMANI,Ratnamani Metals & Tubes Limited,-1.074401629372438,1.3633907416901005
1373,RAYMOND,Raymond Limited,-2.1390901473704935,4.124469686601879
1374,RBA,Restaurant Brands Asia Limited,-0.4674262342974038,3.330650030187163
1375,RBL,Rane Brake Lining Limited,-0.82685303671621,3.9337050488515963
1376,RBLBANK,RBL Bank Limited,-2.3998488284202653,0.6160164271047245
1377,RCF,Rashtriya Chemicals and Fertilizers Limited,-0.3197969543147185,1.9721517676898404
1378,RCOM,Reliance Communications Limited,,
1379,RECLTD,REC Limited,-2.0793607554707947,4.805862200228398
1380,REDINGTON,Redington Limited,-1.8047138047138094,3.981887778918869
1381,REFEX,Refex Industries Limited,13.372685806278517,19.516418676244236
1382,REGENCERAM,Regency Ceramics Limited,,
1383,RELAXO,Relaxo Footwears Limited,-0.4077471967380197,0.7917321406986666
1384,RELCAPITAL,Reliance Capital Limited,,
1385,RELCHEMQ,Reliance Chemotex Industries Limited,-1.5806068547561578,-0.1839287174037393
1386,RELIANCE,Reliance Industries Limited,0.32208441496009127,-0.33537753928708314
1387,RELIGARE,Religare Enterprises Limited,-3.9040212591347774,7.004265283934099
1388,RELINFRA,Reliance Infrastructure Limited,-0.7304292595141033,-5.501925673985895
1389,REMSONSIND,Remsons Industries Limited,2.2407862407862362,1.8467544166958658
1390,RENUKA,Shree Renuka Sugars Limited,0.8143322475570149,0.1631321370309916
1391,REPCOHOME,Repco Home Finance Limited,-1.3505053215275835,1.8027861240098295
1392,REPL,Rudrabhishek Enterprises Limited,1.2545302481182046,-0.2890976816589816
1393,REPRO,Repro India Limited,2.4531956100710026,-1.8066561014263036
1394,RESPONIND,Responsive Industries Limited,-2.010285179990664,-0.6194827319188477
1395,REVATHI,Revathi Equipment Limited,,
1396,RGL,Renaissance Global Limited,2.6689875253843973,1.9621376454348205
1397,RHFL,Reliance Home Finance Limited,,
1398,RHIM,RHI MAGNESITA INDIA LIMITED,-0.9258538862522262,0.8632190222082713
1399,RHL,Robust Hotels Limited,-0.467121810995327,4.004057444877476
1400,RICOAUTO,Rico Auto Industries Limited,-2.384658930087747,5.723049300516202
1401,RIIL,Reliance Industrial Infrastructure Limited,-1.7022339590321827,3.5168082748429934
1402,RITCO,Ritco Logistics Limited,-1.1976047904191651,3.5304098146697966
1403,RITES,RITES Limited,1.243223707986993,0.036153289949385395
1404,RKDL,Ravi Kumar Distilleries Limited,,
1405,RKEC,RKEC Projects Limited,-4.23912172449716,5.379158925857123
1406,RKFORGE,Ramkrishna Forgings Limited,0.40017541936190953,2.483146067415733
1407,RMCL,Radha Madhav Corporation Limited,,
1408,RML,Rane (Madras) Limited,-0.6130903065451483,4.4659858057815525
1409,RNAVAL,Reliance Naval and Engineering Limited,,
1410,ROHLTD,Royal Orchid Hotels Limited,-1.7478318879252865,4.5473566745710725
1411,ROLEXRINGS,Rolex Rings Limited,-1.4321258546715585,2.1800056051567553
1412,ROLLT,Rollatainers Limited,,
1413,ROLTA,Rolta India Limited,,
1414,ROML,Raj Oil Mills Limited,,
1415,ROSSARI,Rossari Biotech Limited,-0.7745521196712535,0.46928834501603084
1416,ROSSELLIND,Rossell India Limited,-0.7268587441982819,0.4486277269528621
1417,ROTO,Roto Pumps Limited,2.434975096845597,19.998102646807723
1418,ROUTE,ROUTE MOBILE LIMITED,-1.0485034995506415,0.6882746517494764
1419,RPGLIFE,RPG Life Sciences Limited,0.670640834575258,-1.9394123915359969
1420,RPOWER,Reliance Power Limited,-0.9658502932045451,0.20739716557206608
1421,RPPINFRA,R.P.P. Infra Projects Limited,1.2469716403021234,4.950643134908768
1422,RPPL,Rajshree Polypack Limited,0.02722199537225537,2.0700194498471722
1423,RPSGVENT,RPSG VENTURES LIMITED,1.4608695652173913,-0.18747396194973234
1424,RSSOFTWARE,R. S. Software (India) Limited,,
1425,RSWM,RSWM Limited,-0.9334783396773618,5.356631337725579
1426,RSYSTEMS,R Systems International Limited,-3.0735971425885933,-0.8203598396569362
1427,RTNINDIA,RattanIndia Enterprises Limited,-0.6664243305464645,-2.227224262528131
1428,RTNPOWER,RattanIndia Power Limited,-1.4814814814814903,-1.5151515151515127
1429,RUBYMILLS,The Ruby Mills Limited,1.1949017525225651,3.437857633325713
1430,RUCHINFRA,Ruchi Infrastructure Limited,1.2861736334405156,1.0560519902518197
1431,RUCHIRA,Ruchira Papers Limited,4.220236798140483,0.9903169014084466
1432,RUPA,Rupa & Company Limited,-0.5806792187224977,1.6309596194427562
1433,RUSHIL,Rushil Decor Limited,-0.21651270207852197,-0.014432096983695011
1434,RUSTOMJEE,Keystone Realtors Limited,-1.5589043129685993,-0.05935158394541004
1435,RVHL,Ravinder Heights Limited,-3.490546436733845,1.1346921622189516
1436,RVNL,Rail Vikas Nigam Limited,-0.9638554216867471,-0.38406144983197854
1437,S&SPOWER,S&S Power Switchgears Limited,,
1438,SABEVENTS,Sab Events & Governance Now Media Limited,,
1439,SABTN,Sri Adhikari Brothers Television Network Limited,,
1440,SADBHAV,Sadbhav Engineering Limited,,
1441,SADBHIN,Sadbhav Infrastructure Project Limited,-2.2767075306479843,1.420959147424513
1442,SADHNANIQ,Sadhana Nitrochem Limited,0.17793594306050498,-1.0127697049757782
1443,SAFARI,Safari Industries (India) Limited,3.2046856027237314,3.029485355443273
1444,SAGARDEEP,Sagardeep Alloys Limited,-0.3264417845484217,1.3602941176470624
1445,SAGCEM,Sagar Cements Limited,2.2817460317460316,0.5265677357587335
1446,SAH,Sah Polymers Limited,1.8964577656675692,-1.2910166756320631
1447,SAHYADRI,Sahyadri Industries Limited,-0.9532666821669431,0.998003992015968
1448,SAIL,Steel Authority of India Limited,-1.5966724808801795,0.2758156744029577
1449,SAKAR,Sakar Healthcare Limited,-0.06302190011030265,0.9543502465404802
1450,SAKHTISUG,Sakthi Sugars Limited,-0.5575266092245283,0.20314880650075745
1451,SAKSOFT,Saksoft Limited,-0.9167964020065851,3.195287397358082
1452,SAKUMA,Sakuma Exports Limited,-0.8196721311475386,0.4828173814257362
1453,SALASAR,Salasar Techno Engineering Limited,4.937601736299513,1.2081274025260782
1454,SALONA,Salona Cotspin Limited,-0.8516213560432436,0.792340706503808
1455,SALSTEEL,S.A.L. Steel Limited,,
1456,SALZERELEC,Salzer Electronics Limited,2.4118009983734363,-0.9720062208398134
1457,SAMBHAAV,Sambhaav Media Limited,0.6493506493506547,-1.4925373134328417
1458,SANCO,Sanco Industries Limited,,
1459,SANDESH,The Sandesh Limited,-0.8842039018250444,2.5293586269196053
1460,SANDHAR,Sandhar Technologies Limited,6.248361443677357,4.08404584318718
1461,SANGAMIND,Sangam (India) Limited,-0.6494287432351145,1.6255194329014855
1462,SANGHIIND,Sanghi Industries Limited,1.8485211830535655,1.050080775444257
1463,SANGHVIMOV,Sanghvi Movers Limited,0.7718260387299659,1.7876464223549893
1464,SANGINITA,Sanginita Chemicals Limited,-0.4912663755458508,6.946876824284888
1465,SANOFI,Sanofi India Limited,0.6105145874829246,0.7976923076923134
1466,SANSERA,Sansera Engineering Limited,0.813567090638256,1.3824349442379111
