,SYMBOL,NAME OF COMPANY,cm20FEB2024bhav.csv,cm19FEB2024bhav.csv,cm16FEB2024bhav.csv,cm15FEB2024bhav.csv,cm14FEB2024bhav.csv,cm13FEB2024bhav.csv,cm12FEB2024bhav.csv,cm09FEB2024bhav.csv,cm08FEB2024bhav.csv,cm07FEB2024bhav.csv,cm06FEB2024bhav.csv,cm05FEB2024bhav.csv,cm02FEB2024bhav.csv,cm01FEB2024bhav.csv
774,INDORAMA,Indo Rama Synthetics (India) Limited,-0.19102196752626824,-0.8522727272727192,4.761904761904759,0.5988023952095751,-0.49652432969215493,-5.2681091251175864,-5.845881310894605,-8.582995951416999,-1.984126984126984,2.1897810218978124,1.6488046166529264,-2.960000000000002,-2.267396403440192,-1.0827532869296255
775,INDOSTAR,IndoStar Capital Finance Limited,,,,,,,,,,,,,,
776,INDOTECH,Indo Tech Transformers Limited,-0.8409897428418627,0.3512366456900248,-6.213112504003282,-2.5633024251069902,10.802667325265489,-3.4757318584914696,4.90147044113234,-3.7407924510134234,15.336776056416227,0.1612903225806502,4.559199813910217,-4.842012063527198,-4.999474292923989,3.5661784722600314
777,INDOTHAI,Indo Thai Securities Limited,,,,,,,,,,,,,,
778,INDOWIND,Indowind Energy Limited,,,,,,,,,,,,,,
779,INDRAMEDCO,Indraprastha Medical Corporation Limited,,,,,,,,,,,,,,
780,INDSWFTLAB,Ind-Swift Laboratories Limited,3.8335670874240244,0.6114769520225829,3.0038759689922427,1.3254786450662823,3.0870445344129527,-3.937773456490031,-7.216959855660804,-4.849785407725326,1.0845986984815619,5.8310376492194615,1.5858208955223905,-0.6947660954145438,0.8878504672897223,-2.6830377444292886
781,INDSWFTLTD,Ind-Swift Limited,1.923076923076931,0.8310249307479145,0.5571030640668604,-5.774278215223105,3.5326086956521854,-5.882352941176482,0.7731958762886708,-9.133489461358327,4.914004914004914,7.105263157894743,1.0638297872340388,1.8970189701897098,1.9337016574585517,0.27700831024931144
782,INDTERRAIN,Indian Terrain Fashions Limited,-2.1160409556313953,2.5192442267319763,3.9272727272727312,-4.513888888888888,-5.200789993416725,0.06587615283267083,-8.992805755395683,3.860523038605241,-1.2907191149354607,10.454854039375409,0.3405994550408719,-0.13605442176869975,-0.13586956521738358,-1.8012008005337004
783,INDUSINDBK,IndusInd Bank Limited,1.3885144243731555,-0.6728483915241309,1.130708554791973,-0.30712116098548464,1.2022679144750261,1.1574473966071241,-2.6307821698906584,0.6058349692005717,-2.5109710627907718,0.26134709540821877,-1.716738197424884,0.2640586797065985,-0.48016091879441264,0.46282715687234033
784,INDUSTOWER,Indus Towers Limited,-0.8064516129032182,1.201541600544084,-0.3163841807909553,2.4542718221810658,3.1279847182425895,-1.943338796534772,-5.571523325226617,-0.6370826010544766,0.8641701750498508,2.104072398190048,3.0303030303030303,-0.7633587786259568,-1.301369863013696,-1.3291281820229732
785,INFIBEAM,Infibeam Avenues Limited,-0.9845288326300825,2.7456647398843805,-1.0014306151645247,-0.7102272727272727,7.64525993883792,0.46082949308757515,-7.659574468085115,-4.600811907983769,1.3717421124828533,0.4132231404958835,-0.5479452054794599,-5.194805194805195,1.8518518518518594,7.69230769230768
786,INFOBEAN,InfoBeans Technologies Limited,-0.21405636817694787,-1.151992476783833,0.8894686907020872,-0.08294821661333474,0.42841842199214836,-0.10699001426534603,-0.04752851711026346,-0.284360189573457,0.8001910904096555,-0.6761565836298986,0.4408435601096206,0.6596306068601583,-0.32277346084878006,-0.05973715651135006
787,INFOMEDIA,Infomedia Press Limited,,,,,,,,,,,,,,
788,INFY,Infosys Limited,-0.8530666274452126,-0.11165633355861022,1.509231365764917,0.6091705677589644,-1.0893116856133633,0.2648651865960387,0.6439632192170606,-1.3444831865728977,-0.09741697416974707,-2.0642400763248454,2.5041488857278327,-0.363185401718479,2.190639992758212,-0.2318020350412509
789,INGERRAND,Ingersoll Rand (India) Limited,0.15391850870067386,1.1008169675662383,3.2705899858641496,1.3481926075613342,1.6073672274830766,-1.1241742924671205,-3.2525687817891407,1.7676541662937437,-0.7212143650499787,-1.0071541664223278,4.497824621606707,0.26881307506797125,0.4102722295056738,-0.731860425948895
790,INOXGREEN,Inox Green Energy Services Limited,,,,,,,,,,,,,,
791,INOXWIND,Inox Wind Limited,-0.9452696798792668,6.514933581521279,2.890223731174375,9.379165873167015,2.030506169241241,4.624923764992885,-3.963295587661083,-7.260546804273024,1.7783101446604586,2.619137670196676,-1.1496401532853706,5.149877149877159,6.366297302947937,0.062761506276153
792,INSECTICID,Insecticides (India) Limited,-2.832959060286747,-0.11215598309032479,-2.3586892426922756,7.1196534921494194,0.95654550423613,-2.6343799893560442,-1.1312812417784675,-2.2544145379735947,-3.1304492236153822,1.5002107037505228,-4.950732996875748,2.8677379480840504,-2.7644230769230766,-1.164172012354482
793,INSPIRISYS,Inspirisys Solutions Limited,,,,,,,,,,,,,,
794,INTELLECT,Intellect Design Arena Limited,-0.9902624195411784,-2.4315619967793856,2.8940682646636526,-1.901717505553456,-1.8453520527547354,-0.5026720990528599,-5.5097245137743025,-4.66180466180467,4.305672947844685,6.14840616423897,2.046531667384748,3.737638974244364,1.7508953442101178,-2.353594227033033
795,INTENTECH,Intense Technologies Limited,,,,,,,,,,,,-4.548429319371738,7.115317209954437,3.3321260412893836
796,INTLCONV,International Conveyors Limited,-0.052383446830798486,2.359249329758716,-4.309902514109803,2.7953586497890357,4.347826086956525,-3.35106382978724,-20.0,-2.001668056713933,12.740949694405277,-1.4365152919369892,-0.598802395209573,6.945812807881771,4.316546762589931,0.9859885832900912
797,INVENTURE,Inventure Growth & Securities Limited,,,,,,,,,,,,,,
798,IOB,Indian Overseas Bank,-1.0668563300142249,2.9282576866764276,-1.2292118582791156,3.208955223880605,3.076923076923077,1.4832162373146023,-9.915611814345988,-3.918918918918927,-7.093534212178286,17.912657290895645,7.821229050279327,11.57613535173642,7.877041306436122,6.008146639511193
799,IOC,Indian Oil Corporation Limited,0.1326259946949602,0.8021390374331552,-1.5011851461680243,3.4323072732225457,5.216394382344525,-0.5416191562143768,-3.8904109589041065,-5.145530145530149,3.191204076159838,1.056910569105685,6.064961195745911,6.78330263965622,8.78130217028381,1.9054100034025259
800,IOLCP,IOL Chemicals and Pharmaceuticals Limited,-0.3604232066038859,6.421677802524124,-1.738601823708201,1.0939036381514229,2.2367429002261963,-1.7288219313410718,-2.11531487972924,-1.4649833253930524,0.31063321385902304,-5.5624506374816605,1.2220191868432995,-0.7931112621799229,-0.1583710407239793,-0.2595058106735817
801,IONEXCHANG,ION Exchange (India) Limited,3.7993920972644375,1.355514479359216,0.7240380637153496,-1.617991248600803,-0.9874055415617082,2.1931630971993363,-3.8701375828961604,-2.0742463894543075,-0.32847067916142053,-0.2889895000481649,3.1293463143254407,-4.723142451490769,0.9266335498662635,2.58722069776558
802,IPCALAB,IPCA Laboratories Limited,-0.0445001820461956,-0.4430303274396874,7.732025860198736,-0.2035160647787422,-0.5126437771938177,-0.6462934429036085,-2.2917363666778074,-1.6574131194735835,-0.795593635250918,2.1973898177875917,5.712522590029549,2.3089064261555725,-0.511463053524164,-0.5177415755411698
803,IPL,India Pesticides Limited,-2.890390390390393,0.5662514156285391,-1.6460396039603906,6.2878189950013095,0.9829968119022438,-0.7253066068838191,-4.831827309236949,-1.006336190831162,-1.2150220913107483,3.59821996185632,-0.1903553299492386,-2.6800049401012775,2.9105236400610184,-0.5686844433211171
804,IRB,IRB Infrastructure Developers Limited,-0.9774436090225649,-0.8941877794336728,1.5897047691143034,-0.9002250562640788,9.98349834983499,-1.6233766233766231,-10.007304601899198,-2.004294917680732,1.3788098693758906,-1.6416845110635139,0.0,4.943820224719097,2.5345622119815756,-1.5128593040847202
805,IRCON,Ircon International Limited,-0.34579641236221437,2.5033229951262763,-2.673566192324285,4.154502582528632,5.571360834518729,8.571428571428575,-12.63773330335057,-2.7127543207175746,-0.6520321669202347,-0.7549611734253667,3.6672629695885592,-3.827956989247314,1.7060367454068266,-3.686538866652623
806,IRCTC,Indian Railway Catering And Tourism Corporation Limited,0.522730872802147,0.6697496412055567,-1.1403047819232814,2.399913904433917,2.05942116535779,1.1498722364181784,-4.158015226534627,-0.5506432996240849,-1.0892903901544884,-1.0878010878010878,1.9648233243543045,-2.155038759689925,0.43600124571784965,-1.4224314367580937
807,IRFC,Indian Railway Finance Corporation Limited,-0.09454774661204265,2.0585397233837357,-2.1711768407803755,2.981205443940372,0.5539263603779881,15.419330575404288,-13.500325309043593,-5.09416486569929,-0.3384615384615455,0.9944064636420101,0.21800062285891889,-4.971885173128132,-0.559152442613312,-2.997430773622609
808,IRIS,Iris Business Services Limited,-0.13769363166952747,-1.1232130701157288,-4.049640757674715,4.149659863945574,-2.032655781406205,-4.029421170450901,1.5259740259740222,3.7386325362074855,4.985855728429973,4.701962236208807,-1.062271062271054,0.9242144177449169,-1.349380014587888,1.7439703153988826
809,IRISDOREME,Iris Clothings Limited,1.3819095477387042,-0.8717310087173136,0.9428032683846639,0.5053695514845122,-1.062499999999993,1.781170483460567,-4.553734061930784,-2.6020106445890043,-2.1412037037037135,-0.746697300402058,0.23028209556707294,3.2699167657550534,-1.1750881316098707,-0.05871990604816367
810,ISEC,ICICI Securities Limited,1.5535464153826621,-0.146226714985071,-3.360776603588094,0.7926678226405718,2.8273051451859312,-0.21603761596135873,-2.187694220012433,0.7261800425691691,-1.2487636003956366,-1.245421245421251,2.8054980229711948,-2.5146842878120492,-0.45072481422827776,0.04875076173064927
811,ISFT,Intrasoft Technologies Limited,0.34150884818378324,-1.8586227909810988,-0.152114390021296,-0.030413625304143165,0.9208103130755063,1.9718309859154965,-7.471763683753261,8.041301627033787,-3.414928981565414,-1.66419019316494,2.2485566697052497,3.1338138514572234,1.8512607724226016,-1.3228346456692879
812,ISGEC,Isgec Heavy Engineering Limited,-1.737385321100915,0.8383925990170569,-1.877907636446154,-3.2548438443383376,-2.7022696929238936,-11.028223890525512,-6.715127875537433,-2.019456266828802,1.8083742317725648,-0.4182810848890455,8.291613026271856,0.9822331359237367,0.2074688796680586,0.4507342606504011
813,ISMTLTD,ISMT Limited,0.10095911155982688,4.814814814814812,-0.5263157894736842,1.0638297872340425,-0.2123142250530816,1.7278617710583248,-7.353676838419218,-2.249388753056232,-1.5880654475457223,0.09633911368016236,0.6301502666020276,2.2299306243805748,-4.224015187470327,-0.04743833017078877
814,ITC,ITC Limited,-0.7697006719608985,1.1492832427088424,0.17331022530330417,-1.8588263880452032,1.1800860479409985,-0.02457908320020222,-2.0818291215403075,0.22916415390181852,-3.994905048633626,0.0927213722763176,-1.5180915420614163,-0.46580322653942535,-0.6321968841724892,0.30574113916882933
815,ITDC,India Tourism Development Corporation Limited,3.4706583653464094,9.995628733789893,-1.5986809090257497,0.2659574468085139,4.413089162413685,-4.63102140147447,-9.998067383881985,-4.591272280270439,0.4879253906491317,3.8017694576227696,-5.489578284052359,-1.6330909524377082,9.998033173801876,19.99842655967273
816,ITDCEM,ITD Cementation India Limited,-0.20859407592824364,0.4049148282602593,0.11182555213867322,5.283296541574685,6.454645151182838,-2.310988674625042,-2.7678571428571463,0.5385996409335762,-3.088299260548074,5.378151260504209,1.6462183568877191,1.979727589483687,-0.06331117442228194,-2.6352288488210855
817,ITI,ITI Limited,-0.5653170359052782,4.72,-1.076289965178847,6.52503793626706,1.3326499231163624,4.053333333333326,-14.135246527247752,-4.601718363186256,-1.5342701462575181,-1.3996889580093281,2.79029210870512,0.6288388417666084,-0.02923976608187799,0.27855153203342287
818,IVC,IL&FS Investment Managers Limited,,,,,,,,,,,,,,
819,IVP,IVP Limited,,,,,,,,,,,,,,
820,IWEL,Inox Wind Energy Limited,,,,,,,,,,,,,,
821,IZMO,IZMO Limited,,,,,,,,,,,,,,
822,J&KBANK,The Jammu & Kashmir Bank Limited,-0.7306889352818253,0.0,0.3141361256544423,3.69163952225841,3.058560238716892,-0.18615040953090095,-6.736111111111104,-2.4720623095157506,2.7130434782608734,0.0,-0.9645194626248746,4.5749279538904855,-0.21567217828898846,3.4585347712904473
823,JAGRAN,Jagran Prakashan Limited,1.356080489938755,4.8623853211009145,6.862745098039216,3.1866464339909015,1.3846153846153788,-1.3157894736842077,-1.4955134596211366,-4.293893129770993,0.8662175168431102,1.8128368446839869,3.7620742247076797,0.20376974019356967,-1.3071895424836573,-0.8474576271186384
824,JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,-1.8125000000000038,-0.4975124378109523,1.1002829298962589,-0.4381846635367691,5.689712206417462,-0.8364769558799448,-2.836653386454176,6.66326704062554,-1.8354747205072586,0.1336675020885471,-1.8852459016393444,-16.598304621274266,-1.7727639000805862,-0.24115755627009036
825,JAIBALAJI,Jai Balaji Industries Limited,,,,,,,,,,,,,,
826,JAICORPLTD,Jai Corp Limited,0.09056603773585249,-2.170702894270532,-1.440838305923443,4.996943765281181,2.6831947277577317,-2.9837113715938535,-4.989875614694822,-4.883752923373229,-2.7168094218415506,3.1331953071083567,0.27681660899653976,-0.7827519912112119,-0.6412880338381678,-2.2800000000000034
827,JAIPURKURT,Nandani Creation Limited,2.911877394636024,1.24127230411171,0.0,-2.569916855631145,1.8475750577367247,-1.2917933130699002,-1.423220973782776,-0.6696428571428613,-1.6105417276720269,0.0732600732600691,0.07331378299119817,-0.6554989075018249,1.4781966001478195,-2.7318475916606637
828,JAMNAAUTO,Jamna Auto Industries Limited,0.2175805047867711,-2.2127659574468037,2.1739130434782608,1.545253863134658,-0.7014467338886429,-1.4686825053995705,-5.970755483346868,-0.8457511075312214,-3.2346063912704643,-2.5446259020129083,8.84663083918975,2.067510548523209,1.6295025728988042,-1.6033755274261652
829,JASH,Jash Engineering Limited,1.6535804455788894,1.235850911440047,3.950364963503655,1.4063656550703183,-0.5418298536470476,0.5626462139832391,-1.2111283386478684,-2.1217500859008105,-0.7446143352469681,0.8483806248208628,-0.37690594483467016,-3.031813273527702,1.2332875522045015,-1.0676057900282847
830,JAYAGROGN,Jayant Agro Organics Limited,6.438145462535696,-2.7564102564102515,-2.5608994378513454,1.801610852055956,0.8982035928143688,1.4316702819956666,-6.414941128704836,-2.6866851047016924,-3.138155376961353,1.6336056009334843,-1.3430544896392937,-2.1955338712703947,1.5627977892128706,2.4404529480671613
831,JAYBARMARU,Jay Bharat Maruti Limited,-1.8290406868234335,7.504012841091488,1.6313213703099512,-1.565636290646329,2.2997946611909628,-1.774909237595807,-3.088350273651292,-2.06738131699846,-3.1516499814608827,0.6343283582089511,-0.9974141115626114,-1.5278283012004326,-0.9726224783861835,2.8148148148148233
832,JAYNECOIND,Jayaswal Neco Industries Limited,1.5715467328370485,-1.707317073170727,-1.1254019292604547,4.978902953586503,4.960141718334804,-4.886267902274639,-4.9639711769415555,4.9579831932773155,4.938271604938267,5.000000000000005,4.956268221574338,5.000000000000006,4.589114194236924,-1.5756302521008403
833,JAYSREETEA,Jayshree Tea & Industries Limited,0.08126777732629706,-0.8860249697946101,5.524861878453039,0.0,8.8847755668672,-4.083444296493571,-4.209183673469378,-0.5917159763313634,-2.9134181370537524,2.5241901556583928,0.6350550381033023,-0.1690617075232484,-1.5397419891801984,-0.08316008316007843
834,JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,-0.2902494331065732,-0.08458447874815521,-0.5497806885777723,-0.6980906921241078,0.6848492130241555,-0.9549876535864208,-2.6133565116615913,-2.2348742352141424,-1.9306091835884327,4.329807274308075,0.9863029735424905,1.1875499748275051,0.17800456878393214,0.08313786038777063
835,JBFIND,JBF Industries Limited,,,,,,,,,,,,,,
836,JBMA,JBM Auto Limited,-3.873202477170148,17.69574778247226,0.8270845270421832,0.11223064644852354,-0.4790389436322614,-2.5305431232611566,2.6471975961657828,1.7253574496033999,-1.153615661206559,-1.2744977197091045,2.8029093489444716,1.2470171657301183,-0.9832317073170684,2.6764751917357934
837,JCHAC,Johnson Controls - Hitachi Air Conditioning India Limited,0.5679257189218385,1.7379740450314163,-1.218517847436134,-0.7998562056259629,3.1328204652887153,-0.6629223828376594,-3.7145390070922066,-4.150911331095714,-0.3387390439090486,0.6692242114236922,-1.3166196946115416,-2.537717284355512,3.3034050482805353,0.11023488510132745
838,JETAIRWAYS,Jet Airways (India) Limited,,,,,,,,,,,,,,
839,JETFREIGHT,Jet Freight Logistics Limited,-0.9740259740259762,1.9867549668874218,2.372881355932201,3.1468531468531418,-2.054794520547938,-6.10932475884245,9.893992932862194,-3.0821917808219133,-1.3513513513513586,-1.0033444816053416,3.4602076124567476,-5.245901639344267,0.0,-2.2435897435897414
840,JHS,JHS Svendgaard Laboratories Limited,-4.135338345864667,1.9157088122605364,-2.793296089385475,1.5122873345935808,-1.855287569573284,-3.921568627450985,-4.915254237288133,-4.9919484702093415,-4.900459418070438,0.30721966205837614,1.5600624024960998,-3.609022556390986,-4.591104734576761,-3.99449035812671
841,JINDALPHOT,Jindal Photo Limited,3.576009053187483,-3.1987146717300776,2.8929966937180644,7.296621785052004,4.025832424725321,1.740762863725562,-3.340481689211481,-0.736859341738988,-2.5452804595866803,-1.0031595576619308,6.916645553585009,-0.2611185983827608,-0.6610325495774299,-0.07525083612040895
842,JINDALPOLY,Jindal Poly Films Limited,-1.6337701111295444,-0.2811776381078474,0.41521341969772463,-2.6594454773259937,2.1130829550144377,-0.3290826820238585,0.23915553356424965,-1.2540716612377925,-0.2842062525375558,1.1582060128141867,-0.6041802743304918,-1.543408360128621,-0.024109941332472438,-0.13643659711075806
843,JINDALSAW,Jindal Saw Limited,2.2943640517897856,4.611094512498762,-2.4103411410244013,3.1685550987666837,2.4553112800493095,-1.6866983133016913,-7.189726284214467,-0.8089260808926123,4.579929988331379,1.1507819415756906,2.676227024843466,-0.03028773346794089,-3.3847054233320373,-1.7631276351092244
844,JINDALSTEL,Jindal Steel & Power Limited,0.13175230566534915,-1.364522417153996,0.5619445896497588,0.9298951394842799,2.932591134342546,-0.9347679892400867,-2.3573445400223316,-1.994980371967308,-0.4739640043553362,-0.07040450588838558,2.371904075481591,-1.6623711340206158,4.518822816351263,-1.9414911180083119
845,JINDRILL,Jindal Drilling And Industries Limited,-0.24388494369126057,-1.7962806424344886,-0.7272727272727336,0.8249312557286925,5.207328833172617,-2.460024600246003,-4.649879268713356,1.328206920657113,0.05595579492200843,2.5242022230190067,1.5363331877093278,-5.25662251655628,-2.4757804090419926,-1.1833532774896924
846,JINDWORLD,Jindal Worldwide Limited,1.0075209308925654,1.9088937093275553,0.0723589001447178,-0.9461009174311958,-1.9260508927316087,3.627622377622374,5.991352686843723,-0.3385657125269209,-2.403124061279664,-3.8000288975581658,18.59150102810144,6.76911818514453,-0.9244154431756431,-1.111310270657812
847,JISLDVREQS,Jain Irrigation Systems Limited,-0.7092198581560284,0.7142857142857143,-2.097902097902098,4.37956204379562,2.544910179640723,3.5658914728682127,-9.916201117318428,-3.504043126684647,-1.5915119363395265,-1.5665796344647371,4.217687074829924,-0.2713704206241558,-2.1248339973439503,-0.6596306068601583
848,JISLJALEQS,Jain Irrigation Systems Limited,-1.6570008285004143,-0.08278145695363767,0.4991680532445876,1.6060862214708416,3.1386224934611984,-2.8789161727349635,-10.598031794095384,1.226053639846739,-2.9017857142857184,0.7496251874062968,6.294820717131479,-2.7131782945736433,-1.4514896867838087,-3.108808290155432
849,JITFINFRA,JITF Infralogistics Limited,,,,,,,,,,,,,,
850,JKCEMENT,JK Cement Limited,-0.10460997123227088,-0.11398988339783116,1.733447688535086,-1.2277478165418012,-0.9653901144997449,-0.07910645130821677,0.08389955686854196,0.4093497864261984,-2.9412442130962484,0.048391556825501295,0.5165265327866996,-1.1199670193761082,-0.9235517030111831,0.9969290003208509
851,JKIL,J.Kumar Infraprojects Limited,-0.6640926640926571,0.8252880722516278,1.0701920050362084,0.22082018927444438,6.046667224220118,-2.256192266819252,-5.229315153393245,-4.222007865251917,-2.5946805435096754,3.9128802102891407,3.121127633209414,-2.8369328015652076,3.860883157483399,-0.2883416458852903
852,JKLAKSHMI,JK Lakshmi Cement Limited,-2.2162246327918225,-0.04150453955901191,5.668548873417032,-0.12046213656026093,3.058518142317028,-2.299040688058223,-3.103798279822647,2.033140739125705,-0.8860075634792054,0.5049682358690316,-0.802542281589996,0.957041870581833,-1.1130827552831126,-0.6411283859592883
853,JKPAPER,JK Paper Limited,-0.14479399763064665,-1.1579495186052533,-1.1319783895034674,1.6607820060154217,-2.0243433696348436,2.5220018389596803,-2.8830207934685577,0.12773023374632775,-5.481105879512251,1.6693261323186337,2.182365483506847,-4.4692068056554115,-2.9422025816955406,-1.6470319112432779
854,JKTYRE,JK Tyre & Industries Limited,-0.009749439407247384,-0.35943267923062416,3.1049679487179604,1.5873015873015897,4.9887832496528075,-3.385282278872944,-2.299082383785426,-2.983760516532968,0.5113077679449405,-5.095184770436722,0.35587188612099224,1.782480221141936,0.4404021062709343,-0.8731137895036581
855,JMA,Jullundur Motor Agency (Delhi) Limited,-0.41614648356221384,-0.16618196925632625,2.1213406873143827,-1.9550748752079936,6.465899025686446,-3.0068728522336765,-5.71081409477521,-3.4415330465389062,-2.292701566679404,2.2265624999999956,6.577851790174859,2.957565366480916,-1.7270429654591382,-3.9255362201537793
856,JMFINANCIL,JM Financial Limited,-1.465559355153884,-1.1111111111111165,0.3879728419010725,-0.19361084220716637,4.448938321536898,1.0730710270822805,-5.732177263969175,-3.486750348675035,-1.420714940421629,1.5828677839850918,-0.4172461752433831,-3.44673231871084,0.766801984663968,-1.0267857142857193
857,JOCIL,Jocil Limited,-0.4324843825084122,0.799224993945268,0.9288682473722695,-0.9443099273607694,1.3496932515337423,1.3933814381687044,-7.715269804822049,-4.8295454545454595,-7.274569402228972,-2.6819167816998664,-0.995704802811406,4.211597151576815,0.10183299389002036,-0.9281678773204242
858,JPASSOCIAT,Jaiprakash Associates Limited,0.7707129094412304,4.637096774193542,-2.169625246548326,0.19762845849802652,4.9792531120331915,-4.930966469428007,-4.158790170132317,2.1235521235521264,2.169625246548312,4.968944099378894,4.772234273318863,4.772727272727276,1.3824884792626762,-2.4719101123595535
859,JPOLYINVST,Jindal Poly Investment and Finance Company Limited,3.8142406895220917,-1.9796986318643128,3.1811085089773523,8.5056822192419,7.2526307820425435,1.4516129032258134,-4.713114754098367,-3.523264845018701,-2.148680392427811,-2.143195186261904,5.869300694295326,-0.4489097905087774,-1.0993657505285348,1.4295925661186561
860,JPPOWER,Jaiprakash Power Ventures Limited,,,,,1.6666666666666736,-4.977375565610866,-4.946236559139779,2.6490066225165627,3.6613272311212683,4.796163069544365,4.773869346733683,4.73684210526315,4.68319559228651,-2.1563342318059413
861,JSL,Jindal Stainless Limited,1.1088392576281958,0.7207920792079137,5.340008343763037,5.390432641575796,-1.1474269819193363,-2.549767047861068,-2.8155100024697495,-3.2342866247112174,-0.20669369584228764,2.0857003733160235,1.5661061655126935,1.6846869499622947,5.6588735387885105,-2.1151178918169093
862,JSWENERGY,JSW Energy Limited,-1.7325988983475167,3.91299823082527,-0.7642259630279848,0.9276631227850716,-1.5090853095164813,-2.0414320193081212,-0.5997600959616154,-1.3120252540199338,2.61160036440936,0.467812468219264,-0.2536011361330899,2.070822116380203,-1.7797213464863217,-2.5953442298167455
863,JSWHL,JSW Holdings Limited,2.1946778264064086,0.4782692431148517,0.7641241681558328,-0.26532258064515835,0.30171402687114685,-6.165464895635668,12.272897705968578,-1.6782431651180225,-0.9946080464537507,-1.0587655942219305,-0.0311787197033039,0.6449375294185532,-0.14100999439257303,-1.596935960271358
864,JSWISPL,JSW Ispat Special Products Limited,,,,,,,,,,,,,,
865,JSWSTEEL,JSW Steel Limited,0.12192148256522797,0.030489664003902673,0.9355573336616019,-0.11066707654472516,0.07383252322648406,0.14171287738755112,-0.030797659377887282,-1.2589709281109382,-1.7332058331341142,2.180152671755728,0.5032836187319736,-1.0806872685325697,2.7254584008980802,-2.0704818909179665
866,JTEKTINDIA,Jtekt India Limited,0.47329276538200715,-1.1363636363636287,1.5614392396469672,-1.9307589880159637,0.4346372450685237,1.2525389302640644,-4.494018752020703,-3.192488262910795,-1.1753789050417602,-1.0709914320685434,5.080385852090036,-2.507836990595611,0.0,-0.7158418923124841
867,JTLIND,JTL INDUSTRIES LIMITED,0.4262739779112443,2.2385103011093523,0.1786068664417611,-0.29679461812425806,1.3028663058729204,-0.0200400801603252,-5.096995055154043,0.11424219345009692,-2.1609538002980457,0.39274359453897684,-1.0730804810360695,0.20393029291806133,0.35348837209301903,-0.4260837347165533
868,JUBLFOOD,Jubilant Foodworks Limited,2.2557905337361506,0.10080645161290322,3.592314118629906,-0.11473870866799028,1.567962707913981,-0.7048180096781028,-1.400269681568302,1.5483463239941062,-0.27310924369748135,-0.8023340627279406,-1.0312467773538208,-2.0208143881984437,-1.4046622833233622,-3.3971706284284435
869,JUBLINDS,Jubilant Industries Limited,3.0679807935304546,5.660881174899866,0.5315150864383169,6.324922936408263,19.994520172614553,1.0801080108010896,19.998338318378202,-1.8751019077123758,-0.36552676468199174,-0.5010910854279517,1.3515727391874182,-0.8688591149005316,0.9757297474581905,0.2465888541837909
870,JUBLINGREA,Jubilant Ingrevia Limited,1.2676641729010854,1.3586097946287496,-0.7940654059136999,-1.207679603633354,3.063829787234038,-2.7317880794701965,12.111368909512759,-1.271332035276603,-2.162707306140739,2.2808022922636075,2.094547156564472,0.12888107791447248,-1.1695229272811514,-1.3704888076747372
871,JUBLPHARMA,Jubilant Pharmova Limited,-0.8907951171230767,-2.2100338764316714,1.5813191315034785,4.539614561027838,0.48196918839830527,-0.9040511727078813,4.5381597717546445,-1.7002629272568002,-0.6962576153176675,-1.110250451846122,-0.12034728788789337,-1.7897847192908438,2.705280499436404,0.9099658762796276
872,JUSTDIAL,Just Dial Limited,2.487335648016382,2.6766407574075264,0.1345973782771509,1.8840925351776716,-0.6809972167939835,-0.2893245158242716,-0.947479237337703,-4.330796777081473,7.948779898526223,-0.43300457060380354,1.2852530913077853,1.4961360123647631,-0.4799114009721254,-1.8657167008815416
873,JWL,Jupiter Wagons Limited,-0.4531917648582158,4.690253490578813,0.29911624745072,4.846756949394155,1.2557736720554338,0.6099331977926128,-7.768550763461023,-1.4259308159492943,-2.996926229508194,-0.34460753031270525,-0.40676242532096674,-2.9843383894438196,2.4122253094215744,-2.0049504950495107
874,JYOTHYLAB,Jyothy Labs Limited,-1.0115911485774522,0.5296610169491525,1.092310987363466,-3.0523255813953583,11.391233953972476,-3.0061693774537246,0.03366247755834319,-3.487112843837983,-6.21572212065814,-1.2635379061371863,0.4836759371221351,-2.64861683343143,0.29515938606847697,-1.3491216150635716
875,JYOTISTRUC,Jyoti Structures Limited,,,,,,,,,,,,,,-4.967948717948721
876,KABRAEXTRU,Kabra Extrusion Technik Limited,-0.6376057254391643,-0.4920367732746284,-0.5664992918758968,1.0801665799063076,5.549450549450547,-0.627900627900631,-5.005186721991704,-1.3936836721646817,-0.7865026005327834,0.7412140575079814,-0.7357604972726062,-2.6068692858907863,-1.9622093023255869,0.08485877076009764
877,KAJARIACER,Kajaria Ceramics Limited,-1.846529390920906,0.8296943231441084,-0.1466682522693867,1.92727272727272,1.5426273898416307,1.9576675311637322,-4.222756410256414,-2.473332551869659,-1.5767411452524707,0.10394210040038007,-0.5246428981733341,-2.911213563355136,-2.380952380952378,-0.4624277456647464
878,KAKATCEM,Kakatiya Cement Sugar & Industries Limited,-2.197328737613095,0.3892733564013866,0.8286088094199638,-0.8003460956089096,0.9168303863785174,-1.1010362694300444,-4.80887792848336,-2.112251056125528,-2.9101562499999956,3.9805036555645863,0.14236322961154946,-1.0663983903420546,-2.434236356497836,-0.1568012544100375
879,KALPATPOWR,Kalpataru Power Transmission Limited,,,,,,,,,,,,,,
880,KALYANI,Kalyani Commercials Limited,,,,,,,,,,,,,,
