,SYMBOL,NAME OF COMPANY,cm30OCT2023bhav.csv,cm27OCT2023bhav.csv,cm26OCT2023bhav.csv,cm25OCT2023bhav.csv,cm23OCT2023bhav.csv,cm20OCT2023bhav.csv,cm19OCT2023bhav.csv,cm18OCT2023bhav.csv,cm17OCT2023bhav.csv,cm16OCT2023bhav.csv,cm13OCT2023bhav.csv,cm12OCT2023bhav.csv,cm11OCT2023bhav.csv,cm10OCT2023bhav.csv,cm09OCT2023bhav.csv,cm06OCT2023bhav.csv,cm05OCT2023bhav.csv,cm04OCT2023bhav.csv,cm03OCT2023bhav.csv
1001,LYPSAGEMS,Lypsa Gems & Jewellery Limited,,,,,,,,,,,,,,,,,,,
1002,M&M,Mahindra & Mahindra Limited,-0.8604712734974849,0.3120642719606962,-4.015040469058697,0.25237197712678133,0.4428044280442862,-0.7199515784779048,-0.33653998793535606,-0.11099835088164406,0.13019592899558316,0.7744247815930051,-0.2680879583825389,0.6650388742530449,1.1997268914393502,1.4948521647307196,-2.172579655873704,0.7087356546051473,1.0413244859076365,-0.9951866788083895,-1.0841241756474125
1003,M&MFIN,Mahindra & Mahindra Financial Services Limited,-11.467724486116124,2.7798369162342476,-1.388888888888893,0.29325513196481356,-1.8175274428648591,-1.6111898016997008,0.3732006397725091,-1.228716868527295,-0.15772870662460167,-0.6442625805328107,0.10458427749693376,-1.2734469110307998,0.1378597277270495,1.5753544547523195,-1.124956732433368,0.9786787836420672,-0.6942034015966677,-4.2857142857142785,-0.11614401858305051
1004,MAANALU,Maan Aluminium Limited,9.97340425531915,,,,,,,,,,,,,,,,,,
1005,MACPOWER,Macpower CNC Machines Limited,,,-5.932948880852316,15.918876048039882,20.000000000000004,2.0535590398223884,3.772498200143995,6.225145304374434,-3.640383198231399,1.678405514760984,6.785085613698189,2.241492146596847,0.3777303333880881,1.8057181073399022,-2.5895765472312666,-1.0315925209542194,1.7382748442112208,2.7810551154559247,2.8071391439958293
1006,MADHAV,Madhav Marbles and Granites Limited,0.9221311475409895,-0.509683995922528,3.8095238095238035,-5.594405594405589,-7.228915662650613,3.4515819750719166,-2.157598499061911,-0.8372093023255867,-1.0128913443830518,3.9234449760765497,-1.8779342723004695,-2.1139705882352913,5.019305019305023,4.96453900709219,-4.174757281553395,1.9801980198019802,5.87002096436058,-2.553626149131767,-2.1978021978021864
1007,MADHUCON,Madhucon Projects Limited,4.854368932038835,-1.904761904761898,-2.7777777777777843,-4.424778761061947,4.62962962962963,,,,,,,,,,,,,,
1008,MADRASFERT,Madras Fertilizers Limited,0.0,2.2651565622918093,-0.596026490066229,0.5996002664890111,-9.085402786190189,-2.9964747356051675,3.5279805352797946,-3.5211267605633805,4.347826086956518,6.59268929503918,2.2014676450967197,0.8069939475454049,0.4051316677920286,0.8168822328114287,-2.1970705725698956,0.5354752342704036,0.26845637583892995,-1.5201586252478594,-1.304631441617743
1009,MAGADSUGAR,Magadh Sugar & Energy Limited,2.9652562779497704,3.224202826503806,0.41360621835555544,6.404127779042406,-7.710084033613438,-0.25146689019278495,-1.6690706779311888,1.903828655421015,2.254509018036072,-0.1572102329569848,-1.8309365135040272,4.218452990203249,1.393624907338766,1.688527061661397,-3.6321371494987655,5.470425988354265,0.6788028386300489,-4.522020916187941,-3.111174539745978
1010,MAGNUM,Magnum Ventures Limited,,,,,,,,,,,,,,,,,,,
1011,MAHABANK,Bank of Maharashtra,-1.650943396226405,2.663438256658599,-0.4819277108433803,2.850061957868646,-7.876712328767114,-4.262295081967219,-1.7185821697099832,-2.1030494216614093,0.21074815595362342,1.388888888888901,1.4084507042253491,-0.8592910848549916,-1.2725344644750824,4.083885209713028,-6.694129763130793,-0.5122950819672132,-0.10235414534289511,-1.3131313131313103,3.882476390346278
1012,MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,-3.4529914529914607,1.2110726643598615,3.36194563662374,0.6479481641468723,-1.9760056457304043,-1.6313779937521848,2.9664045746962153,-1.0608203677510608,-1.015050752537619,2.806765023389713,-1.2788632326820684,4.413946587537083,-0.4431314623338215,-2.834589163975593,3.1458179126572907,-2.4900757849152053,2.5157232704402555,-3.6019971469329413,1.2639942217407008
1013,MAHASTEEL,Mahamaya Steel Industries Limited,4.308252427184462,4.767959313413859,6.716417910447765,0.6143344709897649,-7.043147208121823,0.7672634271099672,0.0,-0.38216560509553776,0.7702182284980671,1.3662979830839446,-2.164226607256528,-3.084515731030228,2.3358585858585785,1.7341040462427855,-1.8284993694829796,0.7623888182973244,0.9621552277100706,0.19280205655527724,-4.128157732593972
1014,MAHEPC,Mahindra EPC Irrigation Limited,0.2576212966938576,2.3736263736263763,0.22026431718061676,-4.178978471929087,-4.3987086359967735,-1.7446471054718389,4.1718298223874415,-1.425081433224756,2.632678646050975,-0.9519867549668803,-2.3443815683104328,2.2314049586776883,3.951890034364256,0.3880983182406234,-3.173277661795405,2.7896995708154506,-0.4273504273504274,-0.9314140558848386,-0.7979840403191961
1015,MAHESHWARI,Maheshwari Logistics Limited,6.848446417247947,-1.2523481527864748,-0.6222775357809583,4.215304798962387,-6.375227686703097,-2.080856123662307,-0.591016548463357,1.4388489208632955,-2.626970227670753,0.23405500292569084,-0.23350846468184802,0.17543859649123472,2.950030102347987,0.6666666666666632,-1.902497027348388,4.084158415841581,-1.1620795107033672,-0.18315018315019008,-1.6216216216216148
1016,MAHINDCIE,Mahindra CIE Automotive Limited,,,,,,,,,,,,,,,,,,,
1017,MAHLIFE,Mahindra Lifespace Developers Limited,-1.1770524233432222,1.0999999999999999,-1.429275505174963,1.622758689772618,-3.657595058868953,-0.6614897900488798,-0.16271056661562458,-0.6088280060882887,0.6800114931520101,0.1823066589905837,-0.4013761467889951,-0.8809320829781144,0.5045696877380001,-0.08560829449252008,-1.4159789947486998,-0.7353625616680503,-0.02791736460077746,-2.1133175441792718,-0.2090719025543091
1018,MAHLOG,Mahindra Logistics Limited,-1.1293054771315643,-0.4077042035709233,-3.5002035002035097,-0.10841577449518289,-3.213536201469045,0.10504201680671672,-0.561430996213599,-1.6942626107046652,-0.370843989769818,5.277329025309645,4.752503173036233,1.3000000000000032,-0.6246450880181682,-2.0986796386379463,-2.704530087897228,-2.0659515295987316,-1.8968429258152557,-0.850186783459991,0.10315925209541643
1019,MAHSCOOTER,Maharashtra Scooters Limited,-1.1918366292845775,-0.7726163248832334,-2.680915002525048,-2.7131124670944846,-1.4206957582425597,5.43430293401924,-0.03970129501842816,-1.5803216463130951,-0.44703223695179245,2.728091541076777,0.425510230081287,-0.7805439158655822,4.622007101624646,0.3763290988013149,-2.5591276847558184,2.5671130922767706,0.579781697846332,-0.44436178621481903,-1.123056816166764
1020,MAHSEAMLES,Maharashtra Seamless Limited,-0.30362177401865437,1.4298284205895293,5.158454776775376,-2.8612088982098585,0.1049711329384317,-1.5864817001180638,-0.506570736362959,0.6577002660360526,-0.3534609720176697,2.1744037318486265,-1.5991708003257672,3.9000000000000035,5.365537364240561,-0.5801772763900117,3.632567849686848,-1.065763384005295,0.9676343009676458,-0.9174311926605616,-1.506024096385542
1021,MAITHANALL,Maithan Alloys Limited,-0.7936507936507979,0.6919403566903944,-0.04383615021187916,1.078180385978725,-3.0592277955424105,-0.522242795423254,-0.2462704238692786,-2.807825086306099,1.8518518518518516,1.8575999235948664,-1.6207836136427698,1.5020742930713844,4.0589490398451815,0.906268776286797,-1.5430120778900644,0.7149595352763066,0.5290741202894889,-1.9334312285854134,-1.42815786934285
1022,MALLCOM,Mallcom (India) Limited,0.4550244276271673,0.8599033816425209,1.71990171990172,-3.0860081912563184,-5.0723327305605705,2.2228383936411067,3.0134247357897834,-3.7261102708648504,0.05502820195351369,-1.124461573339387,0.06805807622504537,0.63007944479957,0.3528064146620764,0.6781068364240159,-1.6870748299319647,-0.3840072283713576,0.5176876617773984,-0.47005649717514536,0.43578918698079394
1023,MALUPAPER,Malu Paper Mills Limited,-1.3140604467805521,3.2564450474898123,0.6830601092896175,-0.6784260515603798,-6.114649681528659,0.8997429305912633,-0.3841229193341833,-1.013941698352359,0.12690355329950323,-0.12674271229405387,-1.6209476309226898,-1.5950920245398736,9.986504723346837,3.203342618384397,-7.474226804123709,-2.143757881462803,0.7623888182973244,-0.5056890012642118,-3.771289537712905
1024,MANAKALUCO,Manaksia Aluminium Company Limited,0.0,3.6511156186612665,5.793991416309003,-2.713987473903961,-9.280303030303028,-1.1235955056179803,-0.743494423791819,-0.3703703703703756,0.5586592178770896,-1.1049723756905974,-1.0928961748633905,4.174573055028455,0.7648183556405462,1.3565891472868135,-4.089219330855011,0.37313432835820104,0.0,-1.4705882352941124,-3.3747779751332128
1025,MANAKCOAT,Manaksia Coated Metals & Industries Limited,,,,,,,,,,,,,,,,,,,
1026,MANAKSIA,Manaksia Limited,1.0681399631675792,3.6259541984732824,-3.3566949465142097,-1.3823208439432357,-5.5650979045001865,-4.65116279069767,2.004677581022386,2.500000000000004,5.377120173222655,1.5018315018315103,0.7751937984496209,0.7437709185570845,-0.03717472118959953,1.2039127163280618,-4.833512352309344,0.5399568034557235,-0.17966223499820336,-1.101634683724224,-0.6355932203389871
1027,MANAKSTEEL,Manaksia Steels Limited,0.8274231678487032,2.669902912621345,-0.8423586040914425,-3.1468531468531498,-6.434023991275906,-1.1853448275862009,-2.2128556375131803,1.0649627263045793,1.0764262648008611,0.650054171180941,0.8743169398907072,-0.6514657980455965,2.9050279329608877,1.589103291713968,-5.472103004291855,1.0845986984815619,0.3264417845484191,-1.182795698924725,0.2155172413793134
1028,MANALIPETC,Manali Petrochemicals Limited,-0.14440433212995568,1.7634092578986083,-2.4372759856630863,7.142857142857152,-7.528409090909107,-4.021813224267197,3.8951841359773374,-1.3277428371768034,9.403669724770628,-1.2084592145015063,1.2232415902140628,0.07651109410866315,0.07656967840734634,0.849420849420845,-4.849375459221157,0.6656804733727854,4.5630317092033845,-0.46189376443417574,-1.0662604722010705
1029,MANAPPURAM,Manappuram Finance Limited,0.5243445692883809,2.2205206738131746,-0.8728652751423193,-2.2988505747126395,-4.665959703075288,-0.14119308153901663,-0.3166783954961215,-0.6988120195667366,-0.5559416261292643,-1.1336310546204091,-0.5126452494873547,0.7922838442990049,0.3803596127247658,3.322615219721333,-2.0301015050752578,1.3120567375886485,-0.809004572634545,-5.1068090787716995,-0.033366700033355325
1030,MANGALAM,Mangalam Drugs And Organics Limited,-0.4437869822485235,0.14814814814815375,-1.1230468750000056,1.8398806563898644,-6.768660176170604,-1.8653321201092004,3.0473511486169715,7.239819004524889,0.7088607594936738,-0.5538771399798562,-0.45112781954887504,0.3521126760563323,-0.20080321285139419,0.20120724346075317,-2.309582309582304,-0.24509803921568626,0.7905138339920921,-2.457831325301202,-0.1443695861405252
1031,MANGCHEFER,Mangalore Chemicals & Fertilizers Limited,0.7755695588948106,1.276386843397164,-1.5466408893185195,-1.3822688274547215,-3.273397879207005,-0.6413192853870845,0.045829514207159826,-0.13729977116705325,-0.6818181818181818,3.4320639398213504,0.7579346281383204,-0.18912529550827692,0.14204545454545991,1.538461538461533,-1.0936757013789877,-0.7082152974504249,-0.8426966292134751,-1.0194624652456055,0.888265544647034
1032,MANGLMCEM,Mangalam Cement Limited,-0.42907622412922486,6.205602466157345,0.7698541329011407,3.2491981592525385,-2.8846153846153784,-2.0429822234014297,3.515517714913473,-2.3729722482906466,0.18804566823371086,-2.717888409773939,-0.6232956758862573,2.027027027027036,0.22573363431150334,1.3457139012245996,1.0058447736849228,-0.6213697149804011,2.7338329170135904,-1.3417305585980224,-1.0834236186348862
1033,MANINDS,Man Industries (India) Limited,2.289017341040457,5.6424035173424585,0.2203182374540948,2.560883755962839,-9.043160538935823,-4.179431072210071,1.3753327417923666,1.1215791834903543,-1.5676749834400456,7.119205298013237,3.071672354948811,0.83579154375614,3.7755102040816357,2.8061893522160997,-1.9037818368921988,0.4133298889175835,2.5430463576159,-3.080872913992298,4.451595602038086
1034,MANINFRA,Man Infraconstruction Limited,-0.9012016021361967,3.0261348005502104,0.6228373702422184,-4.018598472268357,-6.722428748451049,-1.854667072058366,2.781249999999993,0.18785222291797832,-0.15629884338855893,-1.8109269490485063,0.3387742531567671,2.139037433155084,-0.5941213258286535,5.231984205330713,-5.591798695246972,6.730769230769215,0.6004002668445668,-2.2816166883963493,0.8547008547008622
1035,MANKIND,Mankind Pharma Limited,-0.34681752281319667,3.410059676044331,-1.6366422808894647,-1.1575397279067108,-2.800311145682846,-0.03610208558971873,-0.05273676029754887,-0.5081188556279587,-0.20118506269808964,1.3887336537386783,0.8283090099735192,-0.022533941749752893,0.25132013667296293,0.14422261184323182,-1.742199005251612,1.283314102383697,-1.7339601769911455,0.5338078291814896,0.1726730908483338
1036,MANOMAY,Manomay Tex India Limited,-0.12043356081894137,5.016863406408097,-1.6991297140489112,3.031596925704536,-3.2631144155307745,-2.339653085921747,0.1616161616161639,3.6866359447004657,-7.695282289249819,-1.1467889908256879,-0.07639419404124852,-3.7146009562338973,1.2662942271880735,-1.1777695988222263,0.3323485967503609,-1.0595542564851945,-1.298232960692399,-0.3235082674334929,2.2042615723732553
1037,MANORAMA,Manorama Industries Limited,0.8818383847936114,-0.17699950440138768,2.2539153937112517,-4.584388671425291,-2.2287257991895544,-1.4334531575910965,-0.10639712727754738,-0.32698510892139504,1.1125011169689971,0.2643013931819037,-1.7819429778247093,-1.4568158168574363,-1.851142601812843,1.2015503875969031,3.1426985008328705,4.987641654619214,-2.2786309984961033,3.018779342723013,2.24163586617385
1038,MANORG,Mangalam Organics Limited,-0.6424842725204214,6.500356379187458,-2.5152862701500864,-2.5724343352288113,-3.828124999999997,0.8006300039375277,-1.8928663404584143,-0.7159294298133498,-0.8367139959431934,-0.2024291497975737,2.622695403791214,-2.997481108312337,6.149732620320856,1.699524133242692,-1.9725443156070845,-1.4319495533368485,1.5474919957310596,0.4018215912135012,-0.09367054730361726
1039,MANUGRAPH,Manugraph India Limited,,,,,,,,,,,,,,,,,,,
1040,MANYAVAR,Vedant Fashions Limited,0.21822999883090716,1.0434714128209166,-1.9421599289547928,-0.18883921689533262,-1.0449241095263382,-0.6177752510896412,2.813388925690676,-0.9724098012733868,1.6075279356988825,-0.12921920275668344,-1.298600912112542,-0.030909512402431314,0.967465085433398,-0.5779001667765616,-0.7506351528216182,0.47184405940595114,-1.5572054064344218,-1.4409546324439975,-0.4557170072092868
1041,MAPMYINDIA,C.E. Info Systems Limited,3.6391186625928413,0.8922082153329468,1.6585987261146473,3.772836633794247,-4.511486998232765,-1.1356545613378262,-0.10471987433614627,0.6373422327051824,-1.27820852634447,-0.3234567901234546,-2.2589052997393657,-1.0743446497636442,-0.529577999952487,-3.104146532284057,-1.8319817479500204,4.211393596986809,-3.837011884550085,4.333963155408597,6.139229400115317
1042,MARALOVER,Maral Overseas Limited,-1.3626040878122505,3.283815480844401,-2.663622526636225,1.545595054095827,-7.637401855817265,2.11370262390671,-0.8670520231213995,-0.6460875807609516,0.7230657989877078,-2.2614840989399214,-1.5309672929714606,-2.377717391304348,1.237964236588709,0.9722222222222262,-6.310995445673383,0.5890052356020793,0.7915567282322014,-3.439490445859876,-0.5699810006333158
1043,MARATHON,Marathon Nextgen Realty Limited,-0.7271382795168816,-0.6854345165238706,-1.8146857348876364,-2.1289108445071774,-3.4850720853672303,0.09089876150436933,-1.521763455298201,-1.7156054107555163,-0.5577427821522335,-2.4327784891165245,0.6011163589523425,2.328646748681903,2.154398563734283,5.367699219673693,-1.2377393741242437,0.38682452233031933,0.8988764044943847,-3.4817351598173514,-3.4604364117258077
1044,MARICO,Marico Limited,-1.032078103207802,0.09306654257794324,-0.9951165576338298,1.033327127164393,-0.8308714918759232,-1.0053006762931822,-0.3733041973959673,0.6506598240469125,0.5065856129685917,0.11988196237550298,0.491150032434453,0.6435366536093885,-0.14900353883403886,-0.21373478301272694,0.11163829193411648,-0.9217439395335975,-4.975037225190501,-0.8424526663192674,2.5015579097302716
1045,MARINE,Marine Electricals (India) Limited,,,,,,,,,,,,,,,,,,,
1046,MARKSANS,Marksans Pharma Limited,0.9675858732462507,-1.5714285714285767,3.4482758620689653,0.3460207612456691,-5.3345811885821135,-1.9274896741624674,-1.714027965719433,-0.3595505617977579,1.0445049954586791,-1.0781671159029675,1.1818181818181792,1.7105871474803458,1.0275572162540947,1.133679735474731,-2.9789184234647115,1.3469577333952518,-0.8291110087517194,-0.9128251939753538,-0.4543389368468878
1047,MARSHALL,Marshall Machines Limited,3.866906474820141,0.45167118337850043,0.5449591280654029,1.2879484820607097,-0.27522935779816254,-4.636920384951878,2.511210762331836,-1.8485915492957699,0.4420866489832007,-3.2506415739948773,-0.3410059676044258,-0.7614213197969592,0.0,3.7752414398595233,3.076923076923082,-1.3392857142857142,-2.097902097902103,1.328609388839681,-0.6161971830985815
1048,MARUTI,Maruti Suzuki India Limited,-1.5434582934843333,1.3099389398656112,-1.555409699825767,0.333533895855943,-1.603632413886338,-0.4275091211229526,-0.15525863307518686,0.35020649626075695,0.43252837591666377,-0.21486732758178034,1.3859879594363393,1.6211907300160322,0.35759036144578665,1.2708886459472193,-0.5557146393193588,0.90008471961724,0.7927067034556214,-2.0977297548057803,-2.4852505984581525
1049,MASFIN,MAS Financial Services Limited,-0.0888346010771145,3.3689164370982447,-1.0505991254472145,-1.9161142984459347,-2.2700054436581407,-0.8045790809439003,0.8715071626994935,-0.5579027190986867,0.2933507170795356,0.35982989859338727,-0.11436039862767026,1.1735537190082619,-0.7437383790878218,2.173548639436769,-2.036236247194704,0.2854476587802627,0.060419641876312005,-0.9736197987489851,1.7882847968109818
1050,MASKINVEST,Mask Investments Limited,,,,,,,,,,,,,,,,,,,
1051,MASTEK,Mastek Limited,4.931149981391887,0.023265553022195337,-1.6565231318354583,0.92365953909389,-3.841371347366551,-3.7795107360324676,-0.8998517891170865,-2.890862735422328,1.1080389996465954,1.6482471525473872,-0.6153393817204339,-0.7483064095883196,-0.25365407405866935,0.4825972506580757,0.04598277735976774,-0.14609508703093044,-0.5520963055209706,0.17256793563008466,0.22296311731610374
1052,MATRIMONY,Matrimony.Com Limited,0.9811651335961494,-0.3926701570680628,1.9935920256319055,-0.4518472579073391,-2.2093224744411715,-0.25924645696508813,-0.16392028297816097,0.0604281767955644,-0.7794432548179794,-0.6636603420403263,0.6249999999999961,-0.37529853292392445,0.51440329218107,-2.0901536136993086,-1.6673545191910892,-0.06599026643569698,3.6774138373385785,0.8451918930573484,-2.250885179565001
1053,MAWANASUG,Mawana Sugars Limited,-0.05081300813009285,1.7054263565891532,-0.3604531410916522,0.9880395215808514,-7.990430622009565,-1.3220018885741318,-1.5799256505576103,1.3659915214319251,-0.8407286314806086,2.1469465648854964,-0.5220692928334097,-0.8936970837253083,-0.4215456674473095,1.4733840304182482,-2.0027945971122416,-0.6478482184174019,-0.5522319374137216,-0.41246562786433427,-1.9325842696629265
1054,MAXHEALTH,Max Healthcare Institute Limited,2.1904930826534272,2.6864584281941535,-3.523106659638037,-1.5142337976983646,-1.061552949233787,0.7156406276944262,0.3460806367883717,0.6969855375500958,-0.44236273744471644,-1.0895676046671088,0.3270786710277117,1.2109068734210178,3.4144144144144226,-2.391839606049951,1.4089530943463486,-0.3199999999999919,-1.350403367239573,-3.714961161769672,4.370814240394796
1055,MAXIND,Max India Limited,-0.10493179433366721,6.9985029940119725,-2.267739575713237,1.109467455621302,-7.933265236636028,1.9083969465648856,-1.1320754716981172,-3.8271197624546427,-0.09887936717203512,-1.3974650633734194,1.1173184357541823,7.185628742514982,2.7506333695258656,0.4727272727272768,-3.474903474903467,0.9210060219624392,-0.5285412262156448,0.6026231832683405,-0.38841807909603315
1056,MAXVIL,Max Ventures and Industries Limited,,,,,,,,,,,,,,,,,,,
1057,MAYURUNIQ,Mayur Uniquoters Ltd,1.6480339244410311,-1.293759512937608,1.0477746803806682,-0.3066602779108812,-2.7039627039627043,-1.8396485447556206,-1.5409570154095824,1.425829448862091,0.3853564547205999,-0.5384194196021047,-2.6820603907637697,0.46395431834404405,0.16085790884718093,0.711007110071109,-2.0798448929232514,1.3577489950870965,4.013750812970366,1.9126976612063296,2.236205227492731
1058,MAZDA,Mazda Limited,3.5777892112241307,1.8953905714400938,-0.9308829404714416,-0.985007318327469,-3.5520793590232698,-4.010254532136972,0.5931329207191243,0.3475046210720921,2.048515486475278,1.6294762671574266,3.115363327271279,3.621466612044248,0.6017144741180311,12.599192537936796,-4.162775183455633,-1.186552406064601,1.3450318442969678,-1.1751760563380202,-2.8104547204517183
1059,MAZDOCK,Mazagon Dock Shipbuilders Limited,-4.19281093438397,8.287903926680896,2.342191795590537,-4.156441321588181,-6.758677168388851,-2.53081347576007,-0.5393919581562686,-0.5803695793481288,-0.4299385141694664,0.5204702820762962,0.504413619167726,-0.6127280323074907,-0.6112892436160642,4.543371837846976,-3.5897793587686992,-0.17870404753063074,1.1978016816196158,-2.7033203080368406,-0.18930754493201518
1060,MBAPL,Madhya Bharat Agro Products Limited,1.3640098603122357,0.3959742616729875,-2.052359405300571,-1.21328224776501,-1.6794851671637177,-47.97909692169511,1.3488910956636837,-0.7229707525468251,0.8033126293995897,0.549587809143135,-1.0872251050160464,0.2559867877786878,-0.3866085382907004,0.5541770057899128,-1.0071235568656312,-0.10633077048911783,1.300853426133053,-0.47827162529891604,-0.7448027500409158
1061,MBECL,Mcnally Bharat Engineering Company Limited,,,,,,,,,,,,,,,,,,,
1062,MBLINFRA,MBL Infrastructure Limited,4.881889763779519,4.958677685950414,-4.120443740095089,-1.4062499999999978,4.918032786885246,,,,,,,,,,,,,,
1063,MCDOWELL-N,United Spirits Limited,0.5724350506384763,1.1080880534256785,-0.02472799208704253,-0.10868491255804986,-2.6920488414575416,-0.5688064624061991,-0.9750556160363473,-2.766016200294567,0.7792207792207876,0.912707699508542,1.4241633040588655,0.2760984433760262,2.4931693989070998,1.0152784622966935,-0.9905821500024485,1.3000494315373299,2.6122241947755516,-1.3016270337922404,-0.8438818565400843
1064,MCL,Madhav Copper Limited,,,,,,,,,,,,,,,,,,,
1065,MCLEODRUSS,Mcleod Russel India Limited,,,,,,,,,,,,,,,,,,,
1066,MCX,Multi Commodity Exchange of India Limited,1.5624303481478057,0.4140462388934894,0.22880728594182753,0.7343968906765491,-4.625000000000008,6.202792401007096,-0.43072996194078345,-0.03189574647439331,-0.11378376533236238,4.132799355434976,0.4762018143289126,-2.6245623797268953,2.702638346509191,1.0029101228985962,1.9292998627181757,4.635116070283438,1.0288172488856593,-1.3926864794419032,-4.539688734936807
1067,MEDANTA,Global Health Limited,0.9776075037981342,1.2980930076948873,1.9023591981453765,-2.2201480098673363,-2.4328367917777833,-0.876910181185127,0.31045857318415254,-0.8592497595383194,-1.0029835586872313,1.2208443102229647,1.8254383669196454,-0.25451934999672804,2.0580791261489186,0.10000666711114073,0.20710849812935173,1.141969051962961,-0.0742741390951998,-0.9033121445299431,4.357237623071021
1068,MEDICAMEQ,Medicamen Biotech Limited,9.455587392550143,4.152455661664397,0.6349751158400432,2.066911893501501,-5.197608767851223,-2.2561272520694655,-0.3558143296134453,0.6265766132313303,0.67999344584632,-1.0698654563138308,-0.40361640297061674,-1.674736090165897,0.2705929168324784,0.039808917197452234,-2.5903521017527598,0.13979496738118843,-0.3174111635828858,-0.8139445596252715,-0.6787675411836555
1069,MEDICO,Medico Remedies Limited,-2.2038567493112873,0.6934812760055479,-2.1045485403937696,-2.8364116094986698,3.9067854694996496,0.0,3.1095406360424067,-0.7017543859649122,0.4936530324400484,-0.0704721634954153,-0.0704225352112636,-0.28089887640449834,0.07027406886858349,-0.35014005602240894,-0.6954102920723226,1.7692852087756543,0.14174344436571018,0.4270462633451917,0.0
1070,MEDPLUS,Medplus Health Services Limited,-1.5597175314706841,0.1414340179559682,1.2136677662289164,0.2620904836193476,2.083067906739715,2.253778009379879,0.5040916530278262,0.3020552892507656,-0.3859236002093056,0.41379310344827286,-0.25550314465409396,-1.5924182837985827,1.1542976392330648,-1.0134917048608754,1.8139993427538554,-0.11160714285714585,0.15781167806418273,-0.4386252045826543,-0.6633283475320313
1071,MEGASOFT,Megasoft Limited,,,,,,,,,,,,,,,,,,,
1072,MEGASTAR,Megastar Foods Limited,-0.3261802575107257,3.7030443297133617,-1.1613584374449955,0.655331207934809,-5.758637956935403,3.5430349118562043,-1.5148936170212728,0.5993150684931506,-0.8657273807503009,-0.1694628029147602,0.6653019447287576,-0.0511508951406572,-0.2381357373702972,1.2573200137788416,-3.120307024862328,-0.2330614283336259,-2.7993527508090543,-2.554399243140972,1.0999521759923627
1073,MELSTAR,Melstar Information Technologies Limited,,,,,,,,,,,,,,,,,,,
1074,MENONBE,Menon Bearings Limited,0.27359781121751414,1.457321304649545,1.4074595355383535,-2.571134727459719,-4.203612479474552,1.7713903743315547,1.4581213970837612,-1.272179444258457,-1.3865962363816404,0.03302509907528596,0.36460059661916566,0.0995355009953588,-2.269779507133593,8.05886475122635,-4.612299465240645,-0.6640106241699867,0.06644518272424871,3.936464088397782,1.4716187806587406
1075,MEP,MEP Infrastructure Developers Limited,1.2096774193548416,-0.7999999999999973,2.459016393442629,-4.3137254901960835,-9.893992932862194,2.1660649819494635,-1.4234875444839934,6.8441064638783295,-0.7547169811320728,-1.1194029850746294,9.836065573770501,0.41152263374484715,-0.40983606557376173,0.8264462809917326,4.310344827586207,-2.9288702928870265,0.4201680672268818,-2.05761316872428,-0.40983606557376173
1076,METALFORGE,Metalyst Forgings Limited,,,,,,,,,,,,,,,,,,,
1077,METROBRAND,Metro Brands Limited,-0.02108370229812355,0.22398782858592606,-2.392541869482716,0.5892116182572539,-0.07048969606500885,1.1110179439879255,-0.9632951336987324,-0.45054354565370525,1.7966843389716516,3.6594408339512405,-1.180983578294043,-0.43771188259023613,0.33152501506933063,-1.2667913620132707,3.1256849765464114,-3.5516468648260116,-0.8343815513626873,-5.76102418207682,12.355160932297455
1078,METROPOLIS,Metropolis Healthcare Limited,0.8018203489002158,-1.609808102345422,-2.4981809362114933,-2.654479222881822,-1.6225901715499103,-0.2152175352625654,-1.2102577521915479,-1.0486794407043012,1.063099015406758,-1.915426078028756,3.43134001460145,3.411118737131094,-1.0862186014935504,-1.871960562254341,2.0427585738078213,2.640943343566837,-0.43765196248697147,-1.974804221995233,0.5959720509658889
1079,MFL,Meghmani Finechem Limited,,,,,,,,,,,,,,,,,,,
1080,MFSL,Max Financial Services Limited,2.0055248618784502,2.040816326530615,0.22601423889705052,-0.5897882379374263,-4.016605563942204,-1.224837575886676,1.0004302925989623,-0.8479547757452863,1.6589861751152024,0.6933071295993037,-0.47810496577202843,1.170779970318252,1.7676343905576948,-0.2789089083505327,-2.3211464065820255,0.6305515955696896,3.1211127445437095,-1.14030184460593,-1.676284693597142
1081,MGEL,Mangalam Global Enterprise Limited,-2.2292993630573226,-4.848484848484853,-4.899135446685887,4.518072289156626,4.731861198738182,,,,,,,,,,,,,,
1082,MGL,Mahanagar Gas Limited,2.919154103005163,-0.13641186277977294,-2.1649943156541918,-0.7067484662576732,-1.097034124557056,-8.346309560884455,-0.25737741291325417,-1.2142731895493521,0.4756871035940683,0.629376828295376,0.454140694568113,0.9710483725948529,0.3202092635186898,-0.2922924723446353,-0.1481747564096685,0.022455762148567322,-0.8284339925173664,1.2172031376791994,7.799970841230501
1083,MHLXMIRU,Mahalaxmi Rubtech Limited,1.5005359056806062,3.5803497085761804,-5.457885069535558,-2.005656981229096,-1.1187388761759558,-2.3827252419955243,-0.14869888475836995,-1.896425966447851,6.60964230171073,0.5211047420531527,0.9468700683850665,-0.7310704960835539,-0.1303780964797914,-2.59080518161036,-1.771457085828349,-0.5705780203423496,5.3580763199163615,-2.991886409736297,14.351986082922588
