,SYMBOL,NAME OF COMPANY,cm01SEP2023bhav.csv
1407,RMCL,Radha Madhav Corporation Limited,
1408,RML,Rane (Madras) Limited,0.5768938818885614
1409,RNAVAL,Reliance Naval and Engineering Limited,
1410,ROHLTD,Royal Orchid Hotels Limited,0.5165456012913713
1411,ROLEXRINGS,Rolex Rings Limited,0.80911341340424
1412,ROLLT,Rollatainers Limited,
1413,ROLTA,Rolta India Limited,
1414,ROML,Raj Oil Mills Limited,4.970414201183435
1415,ROSSARI,Rossari Biotech Limited,-1.0919805870117787
1416,ROSSELLIND,Rossell India Limited,16.215577354922576
1417,ROTO,Roto Pumps Limited,-1.8461538461538525
1418,ROUTE,ROUTE MOBILE LIMITED,-1.0729067176058522
1419,RPGLIFE,RPG Life Sciences Limited,-1.1481820450952809
1420,RPOWER,Reliance Power Limited,-0.7832898172323686
1421,RPPINFRA,R.P.P. Infra Projects Limited,
1422,RPPL,Rajshree Polypack Limited,-0.2851711026616077
1423,RPSGVENT,RPSG VENTURES LIMITED,0.5738993710691788
1424,RSSOFTWARE,R. S. Software (India) Limited,
1425,RSWM,RSWM Limited,-0.33034450212365124
1426,RSYSTEMS,R Systems International Limited,1.042957455596863
1427,RTNINDIA,RattanIndia Enterprises Limited,-0.8110300081103
1428,RTNPOWER,RattanIndia Power Limited,2.941176470588238
1429,RUBYMILLS,The Ruby Mills Limited,1.322695779970609
1430,RUCHINFRA,Ruchi Infrastructure Limited,
1431,RUCHIRA,Ruchira Papers Limited,5.776681930257145
1432,RUPA,Rupa & Company Limited,-0.1691411388836642
1433,RUSHIL,Rushil Decor Limited,-0.8520900321543335
1434,RUSTOMJEE,Keystone Realtors Limited,0.49734748010610075
1435,RVHL,Ravinder Heights Limited,
1436,RVNL,Rail Vikas Nigam Limited,5.532239603204883
1437,S&SPOWER,S&S Power Switchgears Limited,
1438,SABEVENTS,Sab Events & Governance Now Media Limited,
1439,SABTN,Sri Adhikari Brothers Television Network Limited,
1440,SADBHAV,Sadbhav Engineering Limited,
1441,SADBHIN,Sadbhav Infrastructure Project Limited,
1442,SADHNANIQ,Sadhana Nitrochem Limited,-2.210991787744788
1443,SAFARI,Safari Industries (India) Limited,-0.3473918471475798
1444,SAGARDEEP,Sagardeep Alloys Limited,2.3437499999999916
1445,SAGCEM,Sagar Cements Limited,4.208194905869324
1446,SAH,Sah Polymers Limited,2.5474956822107107
1447,SAHYADRI,Sahyadri Industries Limited,-1.3586319981260142
1448,SAIL,Steel Authority of India Limited,6.890848952590958
1449,SAKAR,Sakar Healthcare Limited,-1.2745098039215716
1450,SAKHTISUG,Sakthi Sugars Limited,7.942238267148012
1451,SAKSOFT,Saksoft Limited,-0.4064405189932816
1452,SAKUMA,Sakuma Exports Limited,-3.888888888888885
1453,SALASAR,Salasar Techno Engineering Limited,-0.3686635944700513
1454,SALONA,Salona Cotspin Limited,1.53100775193798
1455,SALSTEEL,S.A.L. Steel Limited,
1456,SALZERELEC,Salzer Electronics Limited,1.1021671826625359
1457,SAMBHAAV,Sambhaav Media Limited,
1458,SANCO,Sanco Industries Limited,
1459,SANDESH,The Sandesh Limited,0.0
1460,SANDHAR,Sandhar Technologies Limited,-0.39840637450199495
1461,SANGAMIND,Sangam (India) Limited,1.2764084507042153
1462,SANGHIIND,Sanghi Industries Limited,
1463,SANGHVIMOV,Sanghvi Movers Limited,0.26269702276708146
1464,SANGINITA,Sanginita Chemicals Limited,-3.0434782608695623
1465,SANOFI,Sanofi India Limited,0.15482272797646696
1466,SANSERA,Sansera Engineering Limited,-0.954128440366975
1467,SANWARIA,Sanwaria Consumer Limited,
1468,SAPPHIRE,Sapphire Foods India Limited,-1.1891816045181758
1469,SARDAEN,Sarda Energy & Minerals Limited,9.166854820501246
1470,SAREGAMA,Saregama India Limited,-1.1216131064902304
1471,SARLAPOLY,Sarla Performance Fibers Limited,-1.040582726326743
1472,SARVESHWAR,Sarveshwar Foods Limited,
1473,SASKEN,Sasken Technologies Limited,4.876490630323675
1474,SASTASUNDR,Sastasundar Ventures Limited,0.10413051023948439
1475,SATIA,Satia Industries Limited,0.9667440061871615
1476,SATIN,Satin Creditcare Network Limited,-0.9806266443434639
1477,SATINDLTD,Sat Industries Limited,-4.450915141430956
1478,SBC,SBC Exports Limited,
1479,SBCL,Shivalik Bimetal Controls Limited,-1.9140791152700978
1480,SBGLP,Suratwwala Business Group Limited,7.2348356489325525
1481,SBICARD,SBI Cards and Payment Services Limited,2.908578776559917
1482,SBILIFE,SBI Life Insurance Company Limited,2.1662604928242626
1483,SBIN,State Bank of India,1.4607642290905731
1484,SCAPDVR,Stampede Capital Limited,
1485,SCHAEFFLER,Schaeffler India Limited,3.449857484519861
1486,SCHAND,S Chand And Company Limited,2.9102384291725145
1487,SCHNEIDER,Schneider Electric Infrastructure Limited,-0.1544943820224751
1488,SCI,Shipping Corporation Of India Limited,-0.7674597083653107
1489,SCPL,Sheetal Cool Products Limited,
1490,SDBL,Som Distilleries & Breweries Limited,1.604447974583006
1491,SEAMECLTD,Seamec Limited,0.13340657615946366
1492,SECURCRED,SecUR Credentials Limited,11.666666666666675
1493,SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,0.7389162561576285
1494,SEJALLTD,Sejal Glass Limited,
1495,SELAN,Selan Exploration Technology Limited,-2.355250245338561
1496,SELMC,SEL Manufacturing Company Limited,
1497,SEPC,SEPC Limited,1.0600706713780943
1498,SEPOWER,S.E. Power Limited,
1499,SEQUENT,Sequent Scientific Limited,-0.48387096774193855
1500,SERVOTECH,Servotech Power Systems Limited,
1501,SESHAPAPER,Seshasayee Paper and Boards Limited,2.6720000000000073
1502,SETCO,Setco Automotive Limited,
1503,SETUINFRA,Setubandhan Infrastructure Limited,
1504,SEYAIND,Seya Industries Limited,
1505,SFL,Sheela Foam Limited,0.7178846925580936
1506,SGIL,Synergy Green Industries Limited,
1507,SGL,STL Global Limited,1.4035087719298196
1508,SHAHALLOYS,Shah Alloys Limited,3.027522935779814
1509,SHAILY,Shaily Engineering Plastics Limited,1.873131265755997
1510,SHAKTIPUMP,Shakti Pumps (India) Limited,0.40988406136549954
1511,SHALBY,Shalby Limited,0.5957271980279328
1512,SHALPAINTS,Shalimar Paints Limited,-0.6813254877671071
1513,SHANKARA,Shankara Building Products Limited,5.756991884159509
1514,SHANTI,Shanti Overseas (India) Limited,1.8987341772151944
1515,SHANTIGEAR,Shanthi Gears Limited,8.046103183315033
1516,SHARDACROP,Sharda Cropchem Limited,-0.3324468085106383
1517,SHARDAMOTR,Sharda Motor Industries Limited,-1.5640131706372133
1518,SHAREINDIA,Share India Securities Limited,0.3754424857868202
1519,SHEMAROO,Shemaroo Entertainment Limited,
1520,SHILPAMED,Shilpa Medicare Limited,0.10807889759523838
1521,SHIVALIK,Shivalik Rasayan Limited,1.515352038115396
1522,SHIVAMAUTO,Shivam Autotech Limited,11.413969335604774
1523,SHIVAMILLS,Shiva Mills Limited,-0.5460750853242398
1524,SHIVATEX,Shiva Texyarn Limited,5.544217687074834
1525,SHK,S H Kelkar and Company Limited,0.5831798649478137
1526,SHOPERSTOP,Shoppers Stop Limited,-0.576289791437971
1527,SHRADHA,Shradha Infraprojects Limited,
1528,SHREDIGCEM,Shree Digvijay Cement Co.Ltd,1.6718913270637348
1529,SHREECEM,SHREE CEMENT LIMITED,1.4209397445081313
1530,SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,-0.022977941176462752
1531,SHREERAMA,Shree Rama Multi-Tech Limited,
1532,SHRENIK,Shrenik Limited,5.555555555555548
1533,SHREYANIND,Shreyans Industries Limited,
1534,SHREYAS,Shreyas Shipping & Logistics Limited,-0.3094150581995024
1535,SHRIPISTON,Shriram Pistons & Rings Limited,
1536,SHRIRAMFIN,Shriram Finance Limited,-0.8427111963906031
1537,SHRIRAMPPS,Shriram Properties Limited,3.7398373983739868
1538,SHYAMCENT,Shyam Century Ferrous Limited,7.387862796833784
1539,SHYAMMETL,Shyam Metalics and Energy Limited,3.0640668523676906
1540,SHYAMTEL,Shyam Telecom Limited,0.0
1541,SIEMENS,Siemens Limited,-0.8936539098952022
1542,SIGACHI,Sigachi Industries Limited,-1.1668928086838566
1543,SIGIND,Signet Industries Limited,
1544,SIKKO,Sikko Industries Limited,
1545,SIL,Standard Industries Limited,
1546,SILGO,Silgo Retail Limited,
1547,SILINV,SIL Investments Limited,1.0793054903801176
1548,SILLYMONKS,Silly Monks Entertainment Limited,-2.716049382716053
1549,SILVERTUC,Silver Touch Technologies Limited,4.249034310384
1550,SIMBHALS,Simbhaoli Sugars Limited,6.273062730627303
1551,SIMPLEXINF,Simplex Infrastructures Limited,
1552,SINTERCOM,Sintercom India Limited,0.879296562749807
1553,SIRCA,Sirca Paints India Limited,2.0619814543679817
1554,SIS,SIS LIMITED,-1.8770431298112364
1555,SITINET,Siti Networks Limited,
1556,SIYSIL,Siyaram Silk Mills Limited,0.09366804046459348
1557,SJS,S.J.S. Enterprises Limited,2.1310757553641837
1558,SJVN,SJVN Limited,0.9577015163607365
1559,SKFINDIA,SKF India Limited,-1.362227914160455
1560,SKIL,SKIL Infrastructure Limited,
1561,SKIPPER,Skipper Limited,11.07282334022513
1562,SKMEGGPROD,SKM Egg Products Export (India) Limited,4.998450893318196
1563,SKYGOLD,Sky Gold Limited,
1564,SMARTLINK,Smartlink Holdings Limited,1.8972562755399884
1565,SMCGLOBAL,SMC Global Securities Limited,1.2313674659753577
1566,SMLISUZU,SML Isuzu Limited,-3.2706641450661857
1567,SMLT,Sarthak Metals Limited,
1568,SMSLIFE,SMS Lifesciences India Limited,1.0213014298220018
1569,SMSPHARMA,SMS Pharmaceuticals Limited,0.46874999999999556
1570,SNOWMAN,Snowman Logistics Limited,0.5509641873278184
1571,SOBHA,Sobha Limited,-0.024576062914717336
1572,SOFTTECH,Softtech Engineers Limited,4.232983406705046
1573,SOLARA,Solara Active Pharma Sciences Limited,-0.6099251455503157
1574,SOLARINDS,Solar Industries India Limited,-1.7557819895417774
1575,SOMANYCERA,Somany Ceramics Limited,0.22994913246464932
1576,SOMATEX,Soma Textiles & Industries Limited,
1577,SOMICONVEY,Somi Conveyor Beltings Limited,
1578,SONACOMS,Sona BLW Precision Forgings Limited,-0.5624580255204873
1579,SONAMCLOCK,Sonam Clock Limited,0.08038585209002758
1580,SONATSOFTW,Sonata Software Limited,-0.27736597962793397
1581,SOTL,Savita Oil Technologies Limited,-0.41589648798521955
1582,SOUTHBANK,The South Indian Bank Limited,0.0
1583,SOUTHWEST,South West Pinnacle Exploration Limited,
1584,SPAL,S. P. Apparels Limited,4.787998562702116
1585,SPANDANA,Spandana Sphoorty Financial Limited,-1.0266320429977656
1586,SPARC,Sun Pharma Advanced Research Company Limited,-2.4737047136735466
1587,SPCENET,Spacenet Enterprises India Limited,1.9148936170212734
1588,SPECIALITY,Speciality Restaurants Limited,3.4818602386169983
1589,SPENCERS,Spencer's Retail Limited,-0.08136696501221198
1590,SPENTEX,Spentex Industries Limited,
1591,SPIC,Southern Petrochemicals Industries Corporation  Limited,0.6456241032998606
1592,SPLIL,SPL Industries Limited,0.07942811755360947
1593,SPLPETRO,Supreme Petrochem Limited,-0.9104704097116844
1594,SPMLINFRA,SPML Infra Limited,
1595,SPORTKING,Sportking India Limited,2.0234481937749216
1596,SPTL,Sintex Plastics Technology Limited,
1597,SPYL,Shekhawati Poly-Yarn Limited,
1598,SREEL,Sreeleathers Limited,0.11590171534538712
1599,SREINFRA,SREI Infrastructure Finance Limited,
1600,SRF,SRF Limited,1.1691067260768164
1601,SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,0.13232983210653682
1602,SRPL,Shree Ram Proteins Limited,
1603,SSWL,Steel Strips Wheels Limited,-1.5199368337939292
1604,STAMPEDE,Stampede Capital Limited,
1605,STAR,Strides Pharma Science Limited,-1.1951742022775986
1606,STARCEMENT,Star Cement Limited,2.545338848234171
1607,STARHEALTH,Star Health and Allied Insurance Company Limited,0.07076027989620752
1608,STARPAPER,Star Paper Mills Limited,2.3786169691024983
1609,STARTECK,Starteck Finance Limited,
1610,STCINDIA,The State Trading Corporation of India Limited,9.582542694497148
1611,STEELCAS,Steelcast Limited,-1.0378864857018402
1612,STEELCITY,Steel City Securities Limited,7.760711398544872
1613,STEELXIND,STEEL EXCHANGE INDIA LIMITED,0.9708737864077635
1614,STEL,Stel Holdings Limited,
1615,STERTOOLS,Sterling Tools Limited,0.5091786144982002
1616,STLTECH,Sterlite Technologies Limited,-1.8361993587875287
1617,STOVEKRAFT,Stove Kraft Limited,-0.6802078412848414
1618,STYLAMIND,Stylam Industries Limited,4.235321420283129
1619,STYRENIX,Styrenix Performance Materials Limited,-0.415875598951262
1620,SUBEXLTD,Subex Limited,-1.1065006915629283
1621,SUBROS,Subros Limited,-1.2720508820352705
1622,SUDARSCHEM,Sudarshan Chemical Industries Limited,0.12792757331233562
1623,SUKHJITS,Sukhjit Starch & Chemicals Limited,-0.5691159731883141
1624,SULA,Sula Vineyards Limited,0.48008171603677685
1625,SUMEETINDS,Sumeet Industries Limited,
1626,SUMICHEM,Sumitomo Chemical India Limited,-0.3518728717366655
1627,SUMIT,Sumit Woods Limited,
1628,SUMMITSEC,Summit Securities Limited,-0.055141990625861594
1629,SUNCLAYLTD,Sundaram Clayton Limited,
1630,SUNDARAM,Sundaram Multi Pap Limited,-1.9230769230769333
1631,SUNDARMFIN,Sundaram Finance Limited,-0.07126210974366301
1632,SUNDARMHLD,Sundaram Finance Holdings Limited,-2.298387096774189
1633,SUNDRMBRAK,Sundaram Brake Linings Limited,
1634,SUNDRMFAST,Sundram Fasteners Limited,0.12572685840013645
1635,SUNFLAG,Sunflag Iron And Steel Company Limited,1.8417122946739615
1636,SUNPHARMA,Sun Pharmaceutical Industries Limited,-0.23389708528246755
1637,SUNTECK,Sunteck Realty Limited,0.48463029631680965
1638,SUNTV,Sun TV Network Limited,0.6158833063209002
1639,SUPERHOUSE,Superhouse Limited,3.2948929159802307
1640,SUPERSPIN,Super Spinning Mills Limited,-0.5847953216374352
1641,SUPRAJIT,Suprajit Engineering Limited,0.8035925313164682
1642,SUPREMEENG,Supreme Engineering Limited,
1643,SUPREMEIND,Supreme Industries Limited,-1.3897301298876061
1644,SUPREMEINF,Supreme Infrastructure India Limited,
1645,SUPRIYA,Supriya Lifescience Limited,-0.4640371229698214
1646,SURANASOL,Surana Solar Limited,
1647,SURANAT&P,Surana Telecom and Power Limited,-0.8438818565400814
1648,SURYALAXMI,Suryalakshmi Cotton Mills Limited,-1.935964259121387
1649,SURYAROSNI,Surya Roshni Limited,2.7472238303247223
1650,SURYODAY,Suryoday Small Finance Bank Limited,0.7144898542440697
1651,SUTLEJTEX,Sutlej Textiles and Industries Limited,0.08733624454147976
1652,SUULD,Suumaya Industries Limited,
1653,SUVEN,Suven Life Sciences Limited,0.930954228083777
1654,SUVENPHAR,Suven Pharmaceuticals Limited,0.3608699892714372
1655,SUVIDHAA,Suvidhaa Infoserve Limited,
1656,SUZLON,Suzlon Energy Limited,1.8329938900203637
1657,SVLL,Shree Vasu Logistics Limited,
1658,SVPGLOB,SVP GLOBAL TEXTILES LIMITED,
1659,SWANENERGY,Swan Energy Limited,0.5582922824302098
1660,SWARAJENG,Swaraj Engines Limited,-0.44151743870553095
1661,SWELECTES,Swelect Energy Systems Limited,0.009385265133731493
1662,SWSOLAR,Sterling and Wilson Renewable Energy Limited,
1663,SYMPHONY,Symphony Limited,0.16417572463767344
1664,SYNCOMF,Syncom Formulations (India) Limited,0.0
1665,SYNGENE,Syngene International Limited,0.5813577934241974
1666,SYRMA,Syrma SGS Technology Limited,-0.8241503842948505
1667,TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,-0.22857142857143722
1668,TAJGVK,Taj GVK Hotels & Resorts Limited,-1.719138359569182
1669,TAKE,Take Solutions Limited,1.7057569296375357
1670,TALBROAUTO,Talbros Automotive Components Limited,0.5021280665678352
1671,TANLA,Tanla Platforms Limited,-0.8711247758134768
1672,TANTIACONS,Tantia Constructions Limited,
1673,TARAPUR,Tarapur Transformers Limited,
1674,TARC,TARC Limited,2.0452099031216266
1675,TARMAT,Tarmat Limited,-1.630049610205516
1676,TARSONS,Tarsons Products Limited,2.640553444411979
1677,TASTYBITE,Tasty Bite Eatables Limited,-1.8445762436453874
1678,TATACHEM,Tata Chemicals Limited,0.9138442696311693
1679,TATACOFFEE,Tata Coffee Limited,2.2588522588522637
1680,TATACOMM,Tata Communications Limited,3.5380917779889436
1681,TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,1.1745670282255594
1682,TATAELXSI,Tata Elxsi Limited,0.5105490472050889
1683,TATAINVEST,Tata Investment Corporation Limited,0.5353846153846228
1684,TATAMETALI,Tata Metaliks Limited,3.4701857282502373
1685,TATAMOTORS,Tata Motors Limited,1.6971713810316216
1686,TATAMTRDVR,Tata Motors Limited,1.6395494367959977
1687,TATAPOWER,Tata Power Company Limited,4.181966544267645
1688,TATASTEEL,Tata Steel Limited,3.376729048006502
1689,TATASTLLP,Tata Steel Long Products Limited,3.9234511008704525
1690,TATVA,Tatva Chintan Pharma Chem Limited,-0.055133190180478096
1691,TBZ,Tribhovandas Bhimji Zaveri Limited,0.9909521757863039
1692,TCI,Transport Corporation of India Limited,0.16651248843663555
1693,TCIEXP,TCI Express Limited,0.3060933940774455
1694,TCIFINANCE,TCI Finance Limited,
1695,TCNSBRANDS,TCNS Clothing Co. Limited,-2.324966974900928
1696,TCPLPACK,TCPL Packaging Limited,0.13096547750013096
1697,TCS,Tata Consultancy Services Limited,0.6673021925643361
1698,TDPOWERSYS,TD Power Systems Limited,-0.2830188679245283
1699,TEAMLEASE,Teamlease Services Limited,1.3822314049586701
1700,TECHIN,Techindia Nirman Limited,
1701,TECHM,Tech Mahindra Limited,2.1714713590415498
1702,TECHNOE,Techno Electric & Engineering Company Limited,-0.009352787130577668
1703,TECILCHEM,TECIL Chemicals and Hydro Power Limited,
1704,TEGA,Tega Industries Limited,-1.3461924854329894
1705,TEJASNET,Tejas Networks Limited,-1.8597175984387606
1706,TEMBO,Tembo Global Industries Limited,
1707,TERASOFT,Tera Software Limited,
1708,TEXINFRA,Texmaco Infrastructure & Holdings Limited,1.857399640503292
1709,TEXMOPIPES,Texmo Pipes and Products Limited,
1710,TEXRAIL,Texmaco Rail & Engineering Limited,1.6803840877914873
1711,TFCILTD,Tourism Finance Corporation of India Limited,-1.0544815465729374
1712,TFL,Transwarranty Finance Limited,-0.9478672985782125
1713,TGBHOTELS,TGB Banquets And Hotels Limited,4.739336492890995
1714,THANGAMAYL,Thangamayil Jewellery Limited,1.418067226890771
1715,THEINVEST,The Investment Trust Of India Limited,2.1554539516655855
1716,THEMISMED,Themis Medicare Limited,1.295196977873724
1717,THERMAX,Thermax Limited,-0.3115098437110613
1718,THOMASCOOK,Thomas Cook  (India)  Limited,
1719,THOMASCOTT,Thomas Scott (India) Limited,
1720,THYROCARE,Thyrocare Technologies Limited,-0.027881040892189082
1721,TI,Tilaknagar Industries Limited,2.032136105860119
1722,TIDEWATER,Tide Water Oil Company (India) Limited,-0.9437199725463282
1723,TIIL,Technocraft Industries (India) Limited,-0.08564902931098817
1724,TIINDIA,Tube Investments of India Limited,3.0218927771073987
1725,TIJARIA,Tijaria Polypipes Limited,
1726,TIL,TIL Limited,
1727,TIMESGTY,Times Guaranty Limited,7.698289269051327
1728,TIMETECHNO,Time Technoplast Limited,-1.7845117845117882
1729,TIMKEN,Timken India Limited,-1.642445213379472
1730,TINPLATE,The Tinplate Company of India Limited,3.4428998311030266
1731,TIPSFILMS,Tips Films Limited,
1732,TIPSINDLTD,TIPS Industries Limited,1.459741856177013
1733,TIRUMALCHM,Thirumalai Chemicals Limited,-0.1306335728282218
1734,TIRUPATIFL,Tirupati Forge Limited,
1735,TITAN,Titan Company Limited,0.39781603826765977
1736,TMB,Tamilnad Mercantile Bank Limited,0.0457331016189518
1737,TNPETRO,Tamilnadu PetroProducts Limited,0.16759776536313484
1738,TNPL,Tamil Nadu Newsprint & Papers Limited,3.1897926634768736
1739,TNTELE,Tamilnadu Telecommunication Limited,
1740,TOKYOPLAST,Tokyo Plast International Limited,0.34912718204488213
1741,TORNTPHARM,Torrent Pharmaceuticals Limited,-3.0773405698778857
1742,TORNTPOWER,Torrent Power Limited,1.263510427766794
1743,TOTAL,Total Transport Systems Limited,
1744,TOUCHWOOD,Touchwood Entertainment Limited,
1745,TPLPLASTEH,TPL Plastech Limited,
1746,TRACXN,Tracxn Technologies Limited,-0.45632333767928096
1747,TREEHOUSE,Tree House Education & Accessories Limited,0.0
1748,TREJHARA,TREJHARA SOLUTIONS LIMITED,
1749,TRENT,Trent Limited,0.7078004490871815
1750,TRF,TRF Limited,-1.307609860664528
1751,TRIDENT,Trident Limited,8.344733242134076
1752,TRIGYN,Trigyn Technologies Limited,1.5934706568208186
1753,TRIL,Transformers And Rectifiers (India) Limited,1.5158077089649198
1754,TRITURBINE,Triveni Turbine Limited,-0.5364669817345679
1755,TRIVENI,Triveni Engineering & Industries Limited,0.286350620426337
1756,TTKHLTCARE,TTK Healthcare Limited,-0.9551582773340058
1757,TTKPRESTIG,TTK Prestige Limited,2.256789493816148
1758,TTL,T T Limited,0.8068582955118478
1759,TTML,Tata Teleservices (Maharashtra) Limited,4.387464387464381
1760,TV18BRDCST,TV18 Broadcast Limited,2.081165452653486
1761,TVSELECT,TVS Electronics Limited,4.270847411812411
1762,TVSMOTOR,TVS Motor Company Limited,2.4086203253750136
1763,TVSSRICHAK,TVS Srichakra Limited,2.3913383500460443
1764,TVTODAY,TV Today Network Limited,-1.265822784810124
1765,TVVISION,TV Vision Limited,4.9999999999999964
1766,TWL,Titagarh Wagons Limited,
1767,UBL,United Breweries Limited,1.9682183832256455
1768,UCALFUEL,Ucal Fuel Systems Limited,
1769,UCOBANK,UCO Bank,0.16051364365971338
1770,UDAICEMENT,Udaipur Cement Works Limited,3.387096774193539
1771,UFLEX,UFLEX Limited,-1.0363236679577073
1772,UFO,UFO Moviez India Limited,
1773,UGARSUGAR,The Ugar Sugar Works Limited,0.7022471910112359
1774,UGROCAP,Ugro Capital Limited,0.5200469719845702
1775,UJAAS,Ujaas Energy Limited,
1776,UJJIVAN,Ujjivan Financial Services Limited,-1.4717990942774875
1777,UJJIVANSFB,Ujjivan Small Finance Bank Limited,-0.40816326530612823
1778,ULTRACEMCO,UltraTech Cement Limited,-0.42241893593816277
1779,UMAEXPORTS,Uma Exports Limited,
1780,UMANGDAIRY,Umang Dairies Limited,0.9446693657220012
1781,UMESLTD,Usha Martin Education & Solutions Limited,0.0
1782,UNICHEMLAB,Unichem Laboratories Limited,0.31242489786108013
1783,UNIDT,United Drilling Tools Limited,0.04526935264825455
1784,UNIENTER,Uniphos Enterprises Limited,0.2645502645502746
1785,UNIINFO,Uniinfo Telecom Services Limited,
1786,UNIONBANK,Union Bank of India,0.23282887077996348
1787,UNIPARTS,Uniparts India Limited,1.3103227868328613
1788,UNITECH,Unitech Limited,
1789,UNITEDPOLY,United Polyfab Gujarat Limited,
1790,UNITEDTEA,The United Nilgiri Tea Estates Company Limited,5.057295645530943
1791,UNIVAFOODS,Univa Foods Limited,
1792,UNIVASTU,Univastu India Limited,0.21436227224008877
1793,UNIVCABLES,Universal Cables Limited,4.3817462862028425
1794,UNIVPHOTO,Universus Photo Imagings Limited,-1.658272939442329
1795,UNOMINDA,UNO Minda Limited,1.220524742610413
1796,UPL,UPL Limited,2.004567368688154
1797,URJA,Urja Global Limited,1.0204081632653024
1798,USHAMART,Usha Martin Limited,0.8873239436619653
1799,USK,Udayshivakumar Infra Limited,0.16393442622951052
1800,UTIAMC,UTI Asset Management Company Limited,-0.17375033413526705
1801,UTTAMSUGAR,Uttam Sugar Mills Limited,-2.1513737687921233
1802,V2RETAIL,V2 Retail Limited,
1803,VADILALIND,Vadilal Industries Limited,-1.642775711589131
1804,VAIBHAVGBL,Vaibhav Global Limited,1.61691542288558
1805,VAISHALI,Vaishali Pharma Limited,-1.0264508487959032
1806,VAKRANGEE,Vakrangee Limited,0.3225806451612949
1807,VALIANTORG,Valiant Organics Limited,-0.4632367435442584
1808,VARDHACRLC,Vardhman Acrylics Limited,-0.17528483786151502
1809,VARDMNPOLY,Vardhman Polytex Limited,
1810,VARROC,Varroc Engineering Limited,0.07095553453169616
1811,VASCONEQ,Vascon Engineers Limited,4.27493713327746
1812,VASWANI,Vaswani Industries Limited,3.4926470588235268
1813,VBL,Varun Beverages Limited,1.217342968315736
1814,VCL,Vaxtex Cotfab Limited,
1815,VEDL,Vedanta Limited,1.6573396470081765
1816,VENKEYS,Venky's (India) Limited,0.11640265195606835
1817,VENUSPIPES,Venus Pipes & Tubes Limited,0.744799527528047
1818,VENUSREM,Venus Remedies Limited,
1819,VERANDA,Veranda Learning Solutions Limited,0.025150905432586995
1820,VERTOZ,Vertoz Advertising Limited,
1821,VESUVIUS,Vesuvius India Limited,-1.9025264968728588
1822,VETO,Veto Switchgears And Cables Limited,0.556792873051225
1823,VGUARD,V-Guard Industries Limited,-0.12724669953874157
1824,VHL,Vardhman Holdings Limited,0.7165163081193647
1825,VICEROY,Viceroy Hotels Limited,
1826,VIDHIING,Vidhi Specialty Food Ingredients Limited,2.6455026455026456
1827,VIJAYA,Vijaya Diagnostic Centre Limited,-3.032629558541269
1828,VIJIFIN,Viji Finance Limited,
1829,VIKASECO,Vikas EcoTech Limited,0.0
1830,VIKASLIFE,Vikas Lifecare Limited,-2.2727272727272845
1831,VIMTALABS,Vimta Labs Limited,-1.1160134959771684
1832,VINATIORGA,Vinati Organics Limited,0.0404290873807342
1833,VINDHYATEL,Vindhya Telelinks Limited,5.501345127901149
1834,VINEETLAB,Vineet Laboratories Limited,1.6488845780795371
1835,VINNY,Vinny Overseas Limited,
1836,VINYLINDIA,Vinyl Chemicals (India) Limited,-0.1791170582657302
1837,VIPCLOTHNG,VIP Clothing Limited,
1838,VIPIND,VIP Industries Limited,-0.7962142266957042
1839,VIPULLTD,Vipul Limited,-0.3355704697986625
1840,VIRINCHI,Virinchi Limited,
1841,VISAKAIND,Visaka Industries Limited,3.012372243141471
1842,VISASTEEL,Visa Steel Limited,
1843,VISESHINFO,Visesh Infotecnics Limited,0.0
1844,VISHAL,Vishal Fabrics Limited,1.1695906432748495
1845,VISHNU,Vishnu Chemicals Limited,1.1800766283524973
1846,VISHWARAJ,Vishwaraj Sugar Industries Limited,1.1019283746556632
1847,VIVIDHA,Visagar Polytex Limited,0.0
1848,VIVIMEDLAB,Vivimed Labs Limited,
1849,VLSFINANCE,VLS Finance Limited,0.8243052284503061
1850,VMART,V-Mart Retail Limited,1.1348344846146823
1851,VOLTAMP,Voltamp Transformers Limited,-1.1357810123832346
1852,VOLTAS,Voltas Limited,0.017243361305894617
1853,VRLLOG,VRL Logistics Limited,1.018435920309251
1854,VSSL,Vardhman Special Steels Limited,-0.5284926470588261
1855,VSTIND,VST Industries Limited,-0.09983452086268214
1856,VSTTILLERS,V.S.T Tillers Tractors Limited,-1.6009503111459127
1857,VTL,Vardhman Textiles Limited,-0.39415130324221526
1858,WABAG,VA Tech Wabag Limited,0.08087343307722952
1859,WALCHANNAG,Walchandnagar Industries Limited,
1860,WANBURY,Wanbury Limited,
1861,WATERBASE,Waterbase Limited,3.0075187969924744
1862,WEALTH,Wealth First Portfolio Managers Limited,-1.3956405833464154
1863,WEBELSOLAR,Websol Energy System Limited,4.97026338147833
1864,WEIZMANIND,Weizmann Limited,
1865,WEL,Wonder Electricals Limited,
1866,WELCORP,Welspun Corp Limited,3.436688559645639
1867,WELENT,Welspun Enterprises Limited,3.0559050871831746
1868,WELINV,Welspun Investments and Commercials Limited,
