,SYMBOL,NAME OF COMPANY,cm26JUN2024bhav.csv,cm25JUN2024bhav.csv,cm24JUN2024bhav.csv,cm21JUN2024bhav.csv,cm20JUN2024bhav.csv,cm19JUN2024bhav.csv,cm18JUN2024bhav.csv,cm14JUN2024bhav.csv,cm13JUN2024bhav.csv,cm12JUN2024bhav.csv,cm11JUN2024bhav.csv,cm10JUN2024bhav.csv,cm07JUN2024bhav.csv,cm06JUN2024bhav.csv,cm05JUN2024bhav.csv,cm04JUN2024bhav.csv,cm03JUN2024bhav.csv
1386,RELIANCE,Reliance Industries Limited,3021.1,2905.05,2885.0,2912.0,2949.0,2917.0,2959.9,2951.45,2927.6,2924.5,2915.05,2944.05,2931.1,2872.0,2838.85,2816.45,3027.75
1387,RELIGARE,Religare Enterprises Limited,238.77,237.49,237.82,237.49,233.6,224.15,230.0,228.5,219.01,219.2,218.3,218.09,219.55,218.05,213.05,212.5,219.95
1388,RELINFRA,Reliance Infrastructure Limited,204.84,207.5,212.86,215.61,211.9,209.55,211.05,208.45,203.0,191.31,189.8,186.2,168.4,157.25,150.0,155.95,173.9
1389,REMSONSIND,Remsons Industries Limited,1020.0,1025.0,1044.0,1030.0,1019.0,1013.35,965.1,915.25,919.0,900.75,855.2,840.0,864.8,850.0,849.0,843.55,882.1
1390,RENUKA,Shree Renuka Sugars Limited,50.9,51.55,50.05,51.45,51.7,51.36,48.0,49.09,49.5,44.2,44.45,42.47,43.0,40.85,39.8,38.95,41.0
1391,REPCOHOME,Repco Home Finance Limited,529.0,533.2,530.9,515.0,525.85,523.5,522.0,535.1,540.0,541.0,536.0,540.0,495.8,488.5,460.0,463.25,476.6
1392,REPL,Rudrabhishek Enterprises Limited,181.0,183.0,182.0,183.0,184.05,185.5,186.7,191.2,194.9,190.0,183.87,182.0,183.1,180.15,174.25,166.95,180.25
1393,REPRO,Repro India Limited,652.0,661.0,663.7,667.6,679.0,673.0,680.5,685.0,692.3,710.0,690.0,695.0,675.05,669.2,670.05,684.1,709.9
1394,RESPONIND,Responsive Industries Limited,316.1,319.65,316.0,315.0,314.5,319.9,312.6,314.5,318.95,327.0,325.85,329.0,320.0,313.2,302.0,290.15,311.55
1395,REVATHI,Revathi Equipment Limited,,,,,,,,,,,,,,,,,
1396,RGL,Renaissance Global Limited,102.8,104.33,104.5,105.0,104.65,105.01,106.65,107.65,105.0,104.55,105.5,106.35,106.0,104.7,104.0,101.35,106.3
1397,RHFL,Reliance Home Finance Limited,,,,,,,,,,,,,,,,,
1398,RHIM,RHI MAGNESITA INDIA LIMITED,637.5,645.0,650.0,671.0,659.05,660.0,689.0,694.0,677.65,677.0,672.95,675.0,673.0,669.1,659.0,671.0,710.0
1399,RHL,Robust Hotels Limited,193.25,209.75,210.0,206.9,194.7,186.3,181.25,178.0,176.8,178.9,180.96,187.5,,,,,
1400,RICOAUTO,Rico Auto Industries Limited,136.99,140.9,142.0,144.4,143.9,144.2,142.95,133.1,134.79,134.75,135.4,134.8,125.8,126.05,123.95,114.0,120.8
1401,RIIL,Reliance Industrial Infrastructure Limited,1330.0,1327.05,1329.4,1327.0,1337.0,1331.0,1347.0,1328.65,1323.9,1316.9,1365.0,1215.0,1207.0,1168.2,1121.95,1075.05,1233.0
1402,RITCO,Ritco Logistics Limited,287.98,292.32,287.5,273.8,268.0,268.0,270.0,269.1,268.0,262.8,259.7,255.0,248.05,233.0,228.95,219.0,247.05
1403,RITES,RITES Limited,694.0,697.5,709.5,706.8,695.0,696.0,709.5,704.5,678.5,681.25,675.0,654.95,649.5,647.95,610.0,632.0,726.9
1404,RKDL,Ravi Kumar Distilleries Limited,29.7,31.26,30.65,31.51,30.01,28.59,27.23,25.94,24.94,24.6,24.8,23.75,23.9,23.35,22.4,22.2,22.75
1405,RKEC,RKEC Projects Limited,101.8,105.0,105.42,105.9,108.3,111.04,104.96,95.06,97.85,90.1,90.78,90.35,88.85,89.8,85.1,83.7,87.9
1406,RKFORGE,Ramkrishna Forgings Limited,905.45,919.5,897.0,895.0,867.05,842.0,818.0,740.0,753.5,750.0,713.0,701.95,713.95,699.0,671.0,644.5,710.0
1407,RMCL,Radha Madhav Corporation Limited,,,,,,,,,,,,,,,,,
1408,RML,Rane (Madras) Limited,883.4,894.0,883.7,868.0,886.0,894.85,889.0,900.0,872.6,859.1,860.0,865.0,853.0,800.8,760.3,753.0,806.25
1409,RNAVAL,Reliance Naval and Engineering Limited,,,,,,,,,,,,,,,,,
1410,ROHLTD,Royal Orchid Hotels Limited,356.95,364.9,364.7,367.3,369.95,365.0,373.9,368.0,367.0,364.9,367.0,357.2,360.0,344.85,324.0,316.5,327.95
1411,ROLEXRINGS,Rolex Rings Limited,2530.0,2590.0,2508.95,2506.0,2477.0,2518.0,2499.0,2499.85,2477.0,2449.0,2515.0,2444.75,2377.0,2355.5,2270.35,2200.0,2356.3
1412,ROLLT,Rollatainers Limited,,,,,,,,,,,,,,,,,
1413,ROLTA,Rolta India Limited,,,,,,,,,,,,,,,,,
1414,ROML,Raj Oil Mills Limited,,,,,,,,,,,,,,,,,
1415,ROSSARI,Rossari Biotech Limited,801.15,821.6,812.0,824.0,812.9,772.35,767.0,767.0,753.0,721.0,714.85,706.55,689.75,681.0,681.0,672.0,686.0
1416,ROSSELLIND,Rossell India Limited,555.0,518.9,564.6,472.0,483.0,487.2,500.8,492.0,475.0,455.0,458.1,452.5,443.3,453.8,419.7,393.0,444.9
1417,ROTO,Roto Pumps Limited,537.5,522.75,532.8,511.25,499.3,489.0,498.4,465.1,480.35,477.0,443.3,438.0,433.2,423.0,413.0,380.0,427.0
1418,ROUTE,ROUTE MOBILE LIMITED,1648.0,1689.0,1741.75,1530.15,1518.1,1546.0,1570.0,1530.0,1531.55,1547.0,1564.0,1567.0,1494.0,1468.0,1420.0,1421.1,1463.0
1419,RPGLIFE,RPG Life Sciences Limited,1645.0,1570.0,1565.0,1572.0,1556.75,1544.0,1553.75,1530.15,1536.0,1556.0,1560.0,1568.0,1470.0,1453.4,1455.0,1414.0,1422.0
1420,RPOWER,Reliance Power Limited,29.3,29.65,29.74,29.88,30.6,30.8,30.95,31.2,31.05,31.54,28.68,26.15,25.0,24.65,23.55,24.5,25.75
1421,RPPINFRA,R.P.P. Infra Projects Limited,142.8,149.6,146.87,,,,,,,,,,,,,,
1422,RPPL,Rajshree Polypack Limited,72.8,72.8,73.15,70.0,74.14,74.1,73.25,75.48,74.3,76.11,76.7,79.0,,,,,
1423,RPSGVENT,RPSG VENTURES LIMITED,727.0,736.1,763.15,709.35,691.0,694.0,705.0,702.05,695.0,680.0,665.0,654.1,651.0,640.8,598.0,617.45,658.0
1424,RSSOFTWARE,R. S. Software (India) Limited,,,,,,,,,,,,,,,,,
1425,RSWM,RSWM Limited,211.0,201.99,202.0,198.0,190.06,188.0,186.9,186.8,184.6,187.95,182.0,181.6,181.5,181.5,171.0,169.0,178.7
1426,RSYSTEMS,R Systems International Limited,504.0,493.0,495.0,506.4,505.0,495.0,493.15,511.5,538.0,469.0,470.0,471.5,470.0,441.95,431.0,430.05,439.95
1427,RTNINDIA,RattanIndia Enterprises Limited,83.1,86.2,85.43,81.15,82.5,80.0,78.8,76.21,76.46,76.65,75.05,74.95,76.35,78.15,69.8,66.55,73.9
1428,RTNPOWER,RattanIndia Power Limited,17.64,18.0,18.05,,,,,,,,,,,,,,
1429,RUBYMILLS,The Ruby Mills Limited,225.5,229.0,229.13,227.01,225.11,215.26,220.9,214.0,215.05,204.1,204.0,207.5,203.0,201.85,199.95,188.05,203.4
1430,RUCHINFRA,Ruchi Infrastructure Limited,12.34,12.24,12.37,12.39,12.48,12.55,12.6,12.11,12.1,12.17,12.05,12.3,12.4,12.25,12.1,11.55,12.1
1431,RUCHIRA,Ruchira Papers Limited,142.5,139.99,143.3,136.25,138.15,134.7,138.95,134.3,127.8,128.9,127.94,125.0,124.65,124.9,121.15,116.8,124.5
1432,RUPA,Rupa & Company Limited,287.85,279.0,280.11,279.4,282.75,263.0,267.2,270.4,267.4,260.25,257.7,261.0,250.0,245.5,240.95,235.55,247.0
1433,RUSHIL,Rushil Decor Limited,345.0,354.8,349.2,332.6,338.0,322.95,324.2,321.3,323.95,320.5,321.8,319.9,317.8,311.0,309.0,299.9,322.9
1434,RUSTOMJEE,Keystone Realtors Limited,685.0,673.0,672.35,694.3,699.5,709.0,705.0,705.0,700.0,704.0,690.0,698.0,690.0,687.0,684.95,640.0,698.5
1435,RVHL,Ravinder Heights Limited,47.4,45.75,44.55,44.15,46.8,48.39,49.0,49.5,48.71,48.61,50.13,51.8,49.45,48.65,46.95,47.8,49.0
1436,RVNL,Rail Vikas Nigam Limited,410.0,408.15,416.8,409.9,387.5,390.9,396.0,390.1,391.45,392.3,389.7,374.2,374.95,370.3,353.9,351.3,404.9
1437,S&SPOWER,S&S Power Switchgears Limited,,,,,,,,,,,,,,,,,
1438,SABEVENTS,Sab Events & Governance Now Media Limited,,,,,,,,,,,,,,,,,
1439,SABTN,Sri Adhikari Brothers Television Network Limited,,,,,,,,,,,,,,,,,
1440,SADBHAV,Sadbhav Engineering Limited,,,,,,,,,,,,,,,,,
1441,SADBHIN,Sadbhav Infrastructure Project Limited,6.05,5.85,6.09,5.99,5.87,6.23,6.17,6.26,6.29,6.12,6.15,6.55,6.25,6.05,5.9,6.05,6.35
1442,SADHNANIQ,Sadhana Nitrochem Limited,68.0,68.5,71.25,71.4,72.0,65.48,66.91,65.4,66.3,64.55,64.0,62.2,62.1,62.25,58.6,54.2,56.3
1443,SAFARI,Safari Industries (India) Limited,2085.65,2051.95,2077.0,2116.85,2055.5,2089.0,2093.5,2080.0,2060.0,2029.0,2040.0,2016.0,2008.0,2010.0,1973.25,1923.0,1950.0
1444,SAGARDEEP,Sagardeep Alloys Limited,27.2,27.49,27.95,28.92,28.5,28.65,29.04,29.2,28.5,29.04,28.4,28.49,28.3,26.95,25.9,26.2,27.15
1445,SAGCEM,Sagar Cements Limited,249.7,244.0,244.61,248.61,252.8,252.0,256.5,253.0,252.79,254.0,247.3,267.5,240.0,227.0,213.8,196.5,220.85
1446,SAH,Sah Polymers Limited,91.5,92.9,91.8,92.2,92.07,91.9,92.75,93.32,93.99,93.5,93.34,93.76,92.95,92.45,91.0,90.6,92.4
1447,SAHYADRI,Sahyadri Industries Limited,442.0,424.0,426.15,429.3,418.4,415.0,423.0,435.85,430.0,440.2,429.0,424.0,375.5,370.2,367.75,364.0,371.0
1448,SAIL,Steel Authority of India Limited,144.35,147.12,150.0,155.2,154.2,149.95,153.38,153.25,149.6,150.99,151.4,150.6,152.5,147.0,143.2,135.0,166.1
1449,SAKAR,Sakar Healthcare Limited,315.6,314.5,315.8,314.0,316.0,312.0,316.35,331.95,327.0,326.55,325.0,324.0,330.0,311.5,309.7,307.9,328.1
1450,SAKHTISUG,Sakthi Sugars Limited,40.78,41.2,40.18,41.4,41.39,42.05,40.74,41.85,39.4,36.11,36.64,33.9,34.9,33.35,33.15,29.95,32.8
1451,SAKSOFT,Saksoft Limited,280.77,282.0,286.5,291.1,293.5,296.89,281.9,289.0,293.4,260.0,260.8,265.0,259.65,248.05,244.0,237.25,242.85
1452,SAKUMA,Sakuma Exports Limited,35.1,36.14,35.26,36.34,36.45,36.34,36.08,34.06,29.25,30.05,29.19,29.34,30.3,30.15,31.6,31.3,32.85
1453,SALASAR,Salasar Techno Engineering Limited,18.99,19.48,19.79,19.65,19.78,19.88,20.0,19.9,19.97,19.96,20.02,19.97,20.1,20.15,19.25,19.05,20.05
1454,SALONA,Salona Cotspin Limited,308.0,307.5,307.9,308.5,307.0,302.0,295.15,304.0,302.5,302.0,294.5,283.8,287.5,283.0,284.0,256.0,285.0
1455,SALSTEEL,S.A.L. Steel Limited,,,,,,,,,,,,,,,,,
1456,SALZERELEC,Salzer Electronics Limited,902.0,882.75,876.0,872.0,900.0,924.0,880.0,828.0,805.5,816.0,806.85,802.6,773.9,725.0,689.0,697.5,736.0
1457,SAMBHAAV,Sambhaav Media Limited,4.73,4.78,4.82,4.95,4.95,4.94,4.87,4.91,4.8,4.81,4.95,4.93,,,,,
1458,SANCO,Sanco Industries Limited,,,,,,,,,,,,,,,,,
1459,SANDESH,The Sandesh Limited,1590.0,1613.95,1579.0,1485.0,1414.5,1336.0,1333.0,1320.3,1322.0,1286.0,1281.55,1260.0,1284.8,1258.0,1235.0,1219.0,1312.0
1460,SANDHAR,Sandhar Technologies Limited,569.0,565.0,569.95,564.0,553.15,560.0,565.0,561.6,563.0,548.35,554.35,553.9,542.3,528.0,524.2,507.4,540.0
1461,SANGAMIND,Sangam (India) Limited,400.0,399.9,411.45,415.0,428.45,427.8,434.0,449.5,429.8,416.4,389.8,385.0,387.5,388.1,353.0,365.5,359.9
1462,SANGHIIND,Sanghi Industries Limited,103.3,102.0,103.95,98.95,100.45,100.84,105.0,107.0,103.23,94.1,90.7,90.56,90.0,91.45,88.9,85.5,93.7
1463,SANGHVIMOV,Sanghvi Movers Limited,1098.95,1097.1,1106.0,1064.8,1078.0,1098.85,1125.0,1096.0,1121.5,1111.0,1122.65,1116.0,1122.0,1149.8,1050.0,1019.0,1170.0
1464,SANGINITA,Sanginita Chemicals Limited,17.75,17.85,18.05,18.37,18.72,18.59,18.81,19.25,19.25,18.26,16.6,18.45,19.9,22.4,21.4,19.4,21.2
1465,SANOFI,Sanofi India Limited,,,,,,,,,,10074.7,10080.0,9960.0,9580.0,9100.0,9150.0,8600.75,8745.0
1466,SANSERA,Sansera Engineering Limited,1290.0,1299.15,1277.1,1255.05,1266.4,1274.0,1205.0,1223.9,1223.95,1205.0,1175.05,1080.5,1065.0,1035.0,1013.8,986.0,1036.95
1467,SANWARIA,Sanwaria Consumer Limited,,,,,,,,,,,,,,,,,
1468,SAPPHIRE,Sapphire Foods India Limited,1549.0,1570.9,1585.0,1589.9,1577.0,1558.0,1515.0,1507.75,1511.65,1497.95,1505.0,1487.8,1482.0,1454.0,1460.0,1406.0,1429.9
1469,SARDAEN,Sarda Energy & Minerals Limited,235.0,232.99,234.5,227.0,233.35,227.5,231.8,236.3,236.8,229.0,225.6,227.6,221.0,218.5,225.25,210.0,228.0
1470,SAREGAMA,Saregama India Limited,556.2,553.0,544.55,555.0,558.0,556.9,553.3,550.15,549.85,549.95,565.65,564.9,552.75,533.0,503.85,501.4,526.85
1471,SARLAPOLY,Sarla Performance Fibers Limited,104.89,96.0,97.7,90.8,94.55,92.84,94.0,96.45,97.5,98.8,88.7,88.5,86.7,86.25,82.45,77.0,82.75
1472,SARVESHWAR,Sarveshwar Foods Limited,8.74,8.73,8.8,8.9,8.97,8.97,9.02,8.95,8.82,8.92,8.9,8.95,8.85,8.8,8.4,8.55,9.0
1473,SASKEN,Sasken Technologies Limited,1657.5,1576.55,1585.1,1571.85,1551.7,1550.6,1562.65,1530.0,1577.25,1562.85,1478.45,1465.0,1444.0,1420.0,1378.0,1330.05,1485.0
1474,SASTASUNDR,Sastasundar Ventures Limited,337.55,335.6,343.15,345.8,351.05,345.65,346.95,354.55,353.5,356.15,350.0,325.0,303.8,301.7,307.0,295.7,308.0
1475,SATIA,Satia Industries Limited,132.0,131.15,130.5,125.7,125.9,123.75,124.65,121.2,117.3,116.5,114.99,113.5,113.0,111.45,108.1,105.45,111.95
1476,SATIN,Satin Creditcare Network Limited,222.4,231.3,234.5,241.26,244.05,240.5,245.2,243.5,234.0,237.84,238.0,236.29,236.5,229.4,219.9,218.2,223.35
1477,SATINDLTD,Sat Industries Limited,92.0,94.61,94.92,94.5,94.35,92.82,94.9,94.0,93.02,91.75,92.0,91.4,92.15,91.45,89.35,87.0,94.5
1478,SBC,SBC Exports Limited,27.98,28.05,28.11,29.1,29.59,29.4,29.0,28.85,29.45,29.0,28.7,28.9,30.6,30.0,30.2,29.45,31.5
1479,SBCL,Shivalik Bimetal Controls Limited,589.85,545.4,530.05,530.05,530.0,532.0,531.0,540.0,544.5,560.1,545.0,531.0,537.9,519.95,507.0,502.0,501.8
1480,SBGLP,Suratwwala Business Group Limited,127.11,126.39,124.96,125.35,127.1,127.0,127.5,130.0,127.9,124.04,125.0,122.9,123.8,123.05,114.0,107.0,120.3
1481,SBICARD,SBI Cards and Payment Services Limited,731.05,732.0,727.6,725.95,732.05,730.0,726.5,728.5,726.05,717.05,712.4,716.45,715.8,705.95,699.0,680.5,704.4
1482,SBILIFE,SBI Life Insurance Company Limited,1450.0,1459.5,1452.75,1463.35,1459.0,1450.0,1469.55,1467.0,1445.6,1452.95,1432.0,1429.5,1427.95,1438.45,1385.0,1332.55,1390.7
1483,SBIN,State Bank of India,844.25,841.95,833.5,834.45,844.9,854.3,845.3,839.2,844.95,838.85,835.5,830.8,829.25,817.0,787.55,784.6,909.05
1484,SCAPDVR,Stampede Capital Limited,,,,,,,,,,,,,,,,,
1485,SCHAEFFLER,Schaeffler India Limited,4687.7,4732.05,4649.75,4705.0,4683.75,4625.0,4815.0,4800.0,4544.05,4415.0,4363.0,4160.0,4149.0,4275.0,4135.0,4195.0,4515.0
1486,SCHAND,S Chand And Company Limited,240.0,239.1,242.0,229.24,228.05,230.0,232.0,231.0,229.6,229.5,229.8,231.98,234.5,226.65,221.9,215.9,230.0
1487,SCHNEIDER,Schneider Electric Infrastructure Limited,895.0,894.0,896.0,901.5,925.0,907.0,887.0,809.0,792.8,803.55,821.4,782.3,745.05,713.0,692.9,683.75,719.7
1488,SCI,Shipping Corporation Of India Limited,255.4,260.9,261.8,265.2,273.6,274.98,283.5,270.7,262.64,259.9,246.7,241.8,247.2,242.75,225.0,216.0,259.5
1489,SCPL,Sheetal Cool Products Limited,547.8,570.8,580.0,586.2,573.0,587.0,588.0,568.95,570.0,586.0,600.95,523.2,516.0,521.0,489.95,490.0,513.0
1490,SDBL,Som Distilleries & Breweries Limited,114.45,112.25,113.8,112.16,113.8,115.71,116.95,124.8,125.3,123.69,126.0,127.99,126.45,125.7,121.4,119.2,122.4
1491,SEAMECLTD,Seamec Limited,1243.4,1221.0,1206.0,1140.0,1136.0,1127.0,1144.0,1119.0,1115.0,1099.15,1079.0,1058.0,1078.9,1070.0,1018.95,1001.1,1050.1
1492,SECURCRED,SecUR Credentials Limited,,,,11.87,12.6,12.65,13.32,14.08,14.19,14.19,13.9,14.49,13.8,13.15,13.85,,
1493,SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,,,,,,,,,,,,,,,,,
1494,SEJALLTD,Sejal Glass Limited,,,,,,,,,,,,,,,,,
1495,SELAN,Selan Exploration Technology Limited,697.15,705.2,693.8,709.7,722.4,740.0,726.85,760.0,755.1,639.0,624.0,640.0,645.0,635.0,597.0,523.0,577.0
1496,SELMC,SEL Manufacturing Company Limited,61.22,62.1,63.4,64.5,64.5,65.95,65.5,65.1,64.8,66.0,65.8,66.75,65.8,65.85,63.2,66.4,66.0
1497,SEPC,SEPC Limited,18.97,19.32,20.65,20.7,21.15,21.93,21.37,21.95,21.89,22.12,22.04,22.6,20.25,18.9,17.2,17.0,18.85
1498,SEPOWER,S.E. Power Limited,,,,,,,,,,,,,,,,,
1499,SEQUENT,Sequent Scientific Limited,120.0,120.0,119.0,122.0,123.61,121.9,122.59,122.98,123.39,124.63,122.31,118.64,120.3,120.5,105.0,101.75,104.25
1500,SERVOTECH,Servotech Power Systems Limited,87.88,88.45,90.25,87.9,85.95,85.59,87.25,86.1,87.5,83.99,83.7,84.7,83.95,82.75,81.5,79.4,83.55
1501,SESHAPAPER,Seshasayee Paper and Boards Limited,343.1,351.3,341.4,342.0,344.95,341.0,348.4,353.0,344.0,334.8,333.0,336.4,335.0,329.5,307.5,307.0,316.0
1502,SETCO,Setco Automotive Limited,,,,,,,,,,,,,,,,,
1503,SETUINFRA,Setubandhan Infrastructure Limited,,,,,,,,,,,,,,,,,
1504,SEYAIND,Seya Industries Limited,,,,,,,,,,,,,,,,,
1505,SFL,Sheela Foam Limited,926.3,918.0,924.7,941.65,959.0,941.45,939.5,932.0,929.9,929.95,927.9,943.2,915.0,897.95,890.2,872.0,896.4
1506,SGIL,Synergy Green Industries Limited,362.0,340.0,337.6,342.5,328.1,326.0,330.0,333.8,335.0,334.9,334.85,330.0,328.0,325.7,319.0,325.0,331.0
1507,SGL,STL Global Limited,18.53,17.66,18.62,17.35,17.06,17.51,17.13,16.38,16.1,15.2,15.44,16.18,16.2,15.15,15.05,14.65,15.35
1508,SHAHALLOYS,Shah Alloys Limited,60.45,62.3,62.5,63.0,66.0,66.02,69.9,69.79,66.5,65.2,65.3,65.39,59.45,54.0,52.05,54.65,57.9
1509,SHAILY,Shaily Engineering Plastics Limited,807.5,809.95,796.0,765.0,767.0,759.0,685.0,699.0,669.8,661.35,658.0,643.0,644.0,628.8,618.0,608.0,643.05
1510,SHAKTIPUMP,Shakti Pumps (India) Limited,,,,,,,,,,,,,,2494.4,2395.0,2471.3,2595.0
1511,SHALBY,Shalby Limited,270.95,276.35,276.0,277.0,278.95,276.0,281.1,285.4,280.25,281.95,280.0,278.85,272.0,262.7,261.5,244.05,265.0
1512,SHALPAINTS,Shalimar Paints Limited,139.9,140.0,145.0,144.75,145.0,145.0,144.99,150.0,149.3,153.48,153.88,150.0,150.15,150.0,139.45,138.25,150.0
1513,SHANKARA,Shankara Building Products Limited,694.4,694.8,694.95,703.65,690.0,687.8,699.7,702.0,702.75,710.0,709.9,700.0,696.0,667.5,656.7,645.0,695.0
1514,SHANTI,Shanti Overseas (India) Limited,,,,,,,,,,,,,,,,,
1515,SHANTIGEAR,Shanthi Gears Limited,570.75,565.0,558.0,536.2,541.3,541.8,541.0,549.9,546.5,545.65,538.0,536.05,536.25,525.4,533.2,516.7,536.85
1516,SHARDACROP,Sharda Cropchem Limited,436.75,439.55,455.55,445.5,451.25,431.4,433.0,435.0,430.0,425.55,423.05,419.5,411.0,388.1,388.9,360.35,379.0
1517,SHARDAMOTR,Sharda Motor Industries Limited,2060.1,1999.0,1928.0,1810.0,1818.1,1790.0,1796.6,1790.0,1685.35,1669.7,1654.0,1660.0,1595.0,1610.0,1590.0,1499.95,1602.0
1518,SHAREINDIA,Share India Securities Limited,1542.0,1516.1,1512.0,1510.95,1510.6,1511.0,1523.9,1526.4,1528.0,1530.0,1515.0,1516.3,1540.0,1535.85,1490.0,1408.25,1568.0
1519,SHEMAROO,Shemaroo Entertainment Limited,147.5,148.99,147.01,146.5,151.0,149.0,151.44,149.73,150.99,148.65,147.8,148.07,144.55,145.3,136.0,134.1,140.75
1520,SHILPAMED,Shilpa Medicare Limited,593.0,586.7,597.0,577.9,570.0,528.0,533.6,530.8,546.0,536.45,534.4,545.3,537.5,525.0,489.0,449.0,479.4
1521,SHIVALIK,Shivalik Rasayan Limited,630.0,641.0,619.0,598.35,600.05,575.0,571.0,578.5,584.6,575.35,579.95,592.0,591.8,595.95,565.05,560.5,585.05
1522,SHIVAMAUTO,Shivam Autotech Limited,41.71,41.75,41.3,41.9,42.75,39.09,39.9,39.97,40.6,41.12,40.65,43.02,41.7,35.3,33.1,32.4,34.5
1523,SHIVAMILLS,Shiva Mills Limited,91.05,92.4,92.5,93.95,92.9,93.8,96.0,96.0,95.1,92.9,92.37,92.95,90.7,87.75,85.05,80.55,92.5
1524,SHIVATEX,Shiva Texyarn Limited,175.0,177.0,176.7,181.9,185.0,188.0,189.9,186.0,184.9,185.25,184.0,169.65,172.0,173.0,168.05,164.35,168.6
1525,SHK,S H Kelkar and Company Limited,193.64,198.9,199.5,209.7,208.65,202.6,203.59,203.0,202.6,201.73,202.8,202.2,198.0,191.7,189.25,177.0,187.25
1526,SHOPERSTOP,Shoppers Stop Limited,746.65,763.0,760.0,758.0,749.9,732.0,731.0,742.05,758.0,750.05,746.05,752.0,750.0,731.0,719.4,712.7,724.1
1527,SHRADHA,Shradha Infraprojects Limited,,,152.65,138.78,115.65,97.1,97.0,93.9,89.5,93.2,89.45,86.0,88.65,86.15,81.95,79.0,86.9
1528,SHREDIGCEM,Shree Digvijay Cement Co.Ltd,111.4,110.25,109.9,109.76,110.9,109.8,110.9,111.9,110.5,111.7,109.5,109.2,106.65,104.8,102.55,99.55,105.9
1529,SHREECEM,SHREE CEMENT LIMITED,27479.7,27135.7,27333.2,27280.15,27582.0,27420.0,27548.95,27459.05,27477.7,27500.0,27050.0,27166.15,26057.5,25546.0,25360.2,24801.1,25455.0
1530,SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,203.4,207.75,215.55,221.0,221.05,211.0,208.6,204.5,199.65,192.0,194.0,192.0,177.5,173.85,169.85,168.75,170.8
1531,SHREERAMA,Shree Rama Multi-Tech Limited,,,,,,,,,,,,,,,,,
1532,SHRENIK,Shrenik Limited,0.98,0.97,0.98,0.98,0.98,0.98,0.98,0.99,0.94,0.92,0.92,0.94,0.95,0.95,0.95,0.9,0.95
1533,SHREYANIND,Shreyans Industries Limited,278.07,273.9,283.5,284.1,285.0,293.0,309.0,274.5,252.2,249.95,242.0,233.5,229.8,229.9,223.0,217.0,228.55
1534,SHREYAS,Shreyas Shipping & Logistics Limited,342.5,330.0,333.3,339.1,344.0,349.45,350.0,348.1,329.2,329.95,322.0,329.7,335.05,301.8,286.8,280.0,303.5
1535,SHRIPISTON,Shriram Pistons & Rings Limited,1926.05,1952.0,1977.95,1926.05,1943.0,1926.05,1961.75,1940.0,1958.0,1976.8,1985.0,2005.0,1980.5,1896.0,1880.0,1800.0,1911.0
1536,SHRIRAMFIN,Shriram Finance Limited,2990.0,2996.0,2883.0,2827.55,2810.0,2797.0,2820.0,2731.25,2693.25,2563.8,2532.95,2508.0,2488.0,2476.0,2378.95,2280.0,2517.0
1537,SHRIRAMPPS,Shriram Properties Limited,112.4,112.78,114.0,112.63,114.75,111.76,113.05,113.57,114.0,114.45,114.95,113.53,112.65,111.0,103.65,97.25,113.65
1538,SHYAMCENT,Shyam Century Ferrous Limited,,,,,,,,,,,,,,,,,
1539,SHYAMMETL,Shyam Metalics and Energy Limited,664.5,663.0,656.6,660.5,674.8,674.0,673.5,651.5,645.55,640.0,635.15,626.0,620.9,604.1,567.25,554.0,622.0
1540,SHYAMTEL,Shyam Telecom Limited,,,,,,,,,,,,,,,,,
1541,SIEMENS,Siemens Limited,7599.85,7575.0,7581.0,7429.4,7515.0,7529.0,7730.1,7786.0,7411.0,7050.05,6888.0,6825.0,6861.0,6809.95,6522.75,6428.0,7240.0
1542,SIGACHI,Sigachi Industries Limited,61.45,61.82,62.2,63.1,63.2,63.0,64.01,64.75,64.9,65.68,63.22,64.11,64.4,64.2,62.4,61.4,66.4
1543,SIGIND,Signet Industries Limited,92.7,91.0,85.5,86.0,85.53,85.5,87.05,87.6,88.1,91.9,87.3,90.6,94.0,89.6,82.4,81.25,87.5
1544,SIKKO,Sikko Industries Limited,,,,,,,102.48,103.3,101.99,96.7,98.2,101.5,94.0,86.9,85.95,85.9,89.95
1545,SIL,Standard Industries Limited,25.84,26.0,26.0,24.74,24.8,24.45,24.33,24.84,24.9,24.95,24.61,23.95,23.75,23.35,23.75,22.3,23.95
1546,SILGO,Silgo Retail Limited,36.89,35.5,36.99,37.39,33.7,33.51,33.4,34.01,35.2,34.1,34.0,34.1,34.2,35.4,33.1,32.6,34.1
1547,SILINV,SIL Investments Limited,548.5,568.0,558.1,534.25,559.0,501.5,484.0,474.9,483.85,482.3,470.0,470.0,470.0,472.0,445.5,435.0,473.1
1548,SILLYMONKS,Silly Monks Entertainment Limited,17.62,18.29,18.3,18.1,19.21,17.7,17.11,18.14,18.2,18.99,18.85,18.29,19.4,19.95,18.4,17.75,18.85
1549,SILVERTUC,Silver Touch Technologies Limited,735.0,744.5,759.0,770.0,781.0,779.95,775.0,777.5,780.0,775.6,783.0,763.55,785.0,786.45,770.0,749.5,793.0
